interval_id,parent_id,depth,gamma_L,gamma_U,status,closed,split,children,time_limit_used,runtime_seconds,certificate_basis,solver_status
1,root,0,0.229166666667,0.458333333333,interval_unresolved_timeout,false,false,0,2,2.4002593,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution"
