interval_id,gamma_L,gamma_U,original_status,merged_status,oracle_available,oracle_merge_applied,merge_reason,coverage_exact,gap_or_overlap
0,0,0.0122881381662,replaced_by_children,replaced_by_children,false,false,no_oracle_result_for_exact_leaf,true,false
1,0.0122881381662,0.0245762763324,unresolved,unresolved,true,false,"oracle_not_mergeable:basis=interval_exact_cutoff_mip_timeout;status=interval_unresolved_timeout;solver=time limit exceeded, no integer solution",true,false
2,0.0245762763324,0.0368644144986,unresolved,unresolved,true,false,"oracle_not_mergeable:basis=interval_exact_cutoff_mip_timeout;status=interval_unresolved_timeout;solver=time limit exceeded, no integer solution",true,false
3,0.0368644144986,0.0491525526647,unprocessed_relevant,bound_fathomed,true,true,exact matching leaf closed by proven infeasible cutoff oracle,true,false
4,0,0.00614406908309,bound_fathomed,bound_fathomed,false,false,no_oracle_result_for_exact_leaf,true,false
5,0.00614406908309,0.0122881381662,unresolved,bound_fathomed,true,true,exact matching leaf closed by proven infeasible cutoff oracle,true,false
__summary__,,,,certificate_incomplete,,,final_open_leaf_count=2,true,false
