interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,json_path,log_path
15,0.217669105393,0.223250364505,interval_closed,interval_exact_cutoff_mip_infeasible,integer infeasible,True,False,False,1e+75,0,237.0923357,0,targeted_v12_m1_3600s_final_leaf,1200,targeted-final-leaf,original_compact_objective_bound,True,original_fixed_interval,True,-1e+75,0.357200583208,True,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\regression_v12_m1_tailored_3600s_leaf_15_1200s.json,results\gf_tailored_bc_callback_round\logs\regression_v12_m1_tailored_3600s_leaf_15_1200s.log
18,0.223250364505,0.228831623618,interval_closed,interval_exact_cutoff_mip_infeasible,integer infeasible,True,False,False,1e+75,0,164.8502581,0,targeted_v12_m1_3600s_final_leaf,1200,targeted-final-leaf,original_compact_objective_bound,True,original_fixed_interval,True,-1e+75,0.357200583208,True,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\regression_v12_m1_tailored_3600s_leaf_18_1200s.json,results\gf_tailored_bc_callback_round\logs\regression_v12_m1_tailored_3600s_leaf_18_1200s.log
21,0.214878475836,0.217669105393,interval_closed,interval_exact_objective_bound_optimal_no_improver,integer optimal solution,True,False,False,0.357200583208,0,43.7029474,0,targeted_v12_m1_3600s_final_leaf,1200,targeted-final-leaf,original_compact_objective_bound,True,original_fixed_interval,True,0.0,0.357200583208,True,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\regression_v12_m1_tailored_3600s_leaf_21_1200s.json,results\gf_tailored_bc_callback_round\logs\regression_v12_m1_tailored_3600s_leaf_21_1200s.log
