file,method,algorithm_preset,status,certified_original_problem,verifier_passed,thread_fairness_class,audit_passed,failures
results\gf_tailored_bc_plateau_diagnosis_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\certificate_basis_test_rerun.json,certificate-basis-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_cheap_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_cheap_cuts_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_auto_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_auto_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_off_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_off_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_10s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_low_gini_cuts_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_low_gini_cuts_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_no_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_no_cuts_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_10s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_s_bucket_diagnostic_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_s_bucket_diagnostic_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_static_tailored_compact_bc_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_static_tailored_compact_bc_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_cheap_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_cheap_cuts_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_auto_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_auto_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_off_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_off_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_paced_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_paced_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_local_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_local_centering_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_low_gini_cuts_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_low_gini_cuts_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_no_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_no_cuts_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_s_bucket_diagnostic_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_s_bucket_diagnostic_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_static_tailored_compact_bc_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\option_consistency_test.json,option-consistency-test,paper-gf-tailored-bc,diagnostic_complete,False,True,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\option_consistency_test_rerun.json,option-consistency-test,paper-gf-tailored-bc,diagnostic_complete,False,True,one_thread_fair,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\tailored_bc_branch_callback_smoke.json,tailored-bc-branch-callback-smoke-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\tailored_bc_callback_smoke.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\validity_gini-subset-envelope-test.json,gini-subset-envelope-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\validity_low-gini-l1-centering-test.json,low-gini-l1-centering-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\validity_s-bucket-coverage-test.json,s-bucket-coverage-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_plateau_diagnosis_round\raw\validity_tailored-bc-cut-validity-test.json,tailored-bc-cut-validity-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
