leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows
low_gini_2,0.0245762763324,0.0368644144986,callback_local_centering,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_local_centering_60s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_local_centering_60s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_2_callback_local_centering_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0489209015481,0.0491525526647,0.00471290104126,0.00023165111659999987,90.5287765,True,True,0.0489209015481,0.00471290104126,cplex_time_limit_with_valid_best_bound,True,3,1,0.0489209015481,30.0027498,2150,3000,low-gini,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,bcc50f19c0578597,True,035f77f3861337d8,16000,1,1,2470,80,0
low_gini_2,0.0245762763324,0.0368644144986,callback_local_centering,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_local_centering_300s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_local_centering_300s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_2_callback_local_centering_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048920901548,0.0491525526647,0.00471290104261,0.00023165111669999627,330.6104415,True,True,0.048920901548,0.00471290104261,cplex_time_limit_with_valid_best_bound,True,11,1,0.0489209015481,30.0056805,2150,8564,low-gini,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,fc11f423a8d7270e,True,035f77f3861337d8,16000,1,1,2470,80,0
low_gini_2,0.0245762763324,0.0368644144986,callback_full_paced,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_paced_60s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_paced_60s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_2_callback_full_paced_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0489209015481,0.0491525526647,0.00471290104126,0.00023165111659999987,90.5456629,True,True,0.0489209015481,0.00471290104126,cplex_time_limit_with_valid_best_bound,True,3,1,0.0489209015481,30.0046673,2149,2998,full,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,81e2bf6f8fbe605b,True,035f77f3861337d8,16000,1,1,2470,80,0
low_gini_2,0.0245762763324,0.0368644144986,callback_full_paced,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_paced_300s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_paced_300s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_2_callback_full_paced_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048920901548,0.0491525526647,0.00471290104261,0.00023165111669999627,330.598034,True,True,0.048920901548,0.00471290104261,cplex_time_limit_with_valid_best_bound,True,11,1,0.0489209015481,30.0091979,2150,8540,full,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,dfd10c019762d76b,True,035f77f3861337d8,16000,1,1,2470,80,0
low_gini_2,0.0245762763324,0.0368644144986,static_tailored_compact_bc,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_static_tailored_compact_bc_60s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_static_tailored_compact_bc_60s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_2_static_tailored_compact_bc_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0489209015481,0.0491525526647,0.00471290104126,0.00023165111659999987,90.5761826,True,True,0.0489209015481,0.00471290104126,cplex_time_limit_with_valid_best_bound,True,3,1,0.0489209015481,30.0138817,2147,2998,full,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,e0a07615be6395ab,True,035f77f3861337d8,16000,1,1,2470,80,0
low_gini_2,0.0245762763324,0.0368644144986,static_tailored_compact_bc,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_static_tailored_compact_bc_300s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_static_tailored_compact_bc_300s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_2_static_tailored_compact_bc_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048920901548,0.0491525526647,0.00471290104261,0.00023165111669999627,330.5883794,True,True,0.048920901548,0.00471290104261,cplex_time_limit_with_valid_best_bound,True,11,1,0.0489209015481,30.0021515,2151,8559,full,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,1b70e637875274ed,True,035f77f3861337d8,16000,1,1,2470,80,0
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,1200,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_1200s.json,,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_plain_fixed_interval_mip_1200s.lp,interval_unresolved_timeout,time limit exceeded,False,0.047523354259,0.0491525526647,0.0331457537275,0.0016291984056999997,1200.1261507,True,True,0.047523354259,0.0331457537275,solver_final_json,True,0,0,0.0,0.0,0,16142,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,4eed34a6cc2fb5d7,True,3fa039d78c1b46af,5078,1,1,760,0,0
low_gini_1,0.0122881381662,0.0245762763324,callback_local_centering,1200,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_1200s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_local_centering_1200s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_local_centering_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755151,0.0004291886643999973,1200.8462291,True,True,0.0487233640003,0.00873176755151,cplex_time_limit_with_valid_best_bound,True,40,16,0.0487233640003,630.1483671,26863,41041,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,73cd7f26872046b5,True,f17ee827e81d7ad7,15998,1,1,2470,80,0
low_gini_1,0.0122881381662,0.0245762763324,callback_full_paced,1200,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_1200s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_paced_1200s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_full_paced_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755151,0.0004291886643999973,1200.8867947,True,True,0.0487233640003,0.00873176755151,cplex_time_limit_with_valid_best_bound,True,40,16,0.0487233640003,630.1549981,26985,41134,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,e7b8ca529352b605,True,f17ee827e81d7ad7,15998,1,1,2470,80,0
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,1200,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_static_tailored_compact_bc_1200s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_static_tailored_compact_bc_1200s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_static_tailored_compact_bc_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755151,0.0004291886643999973,1200.876069,True,True,0.0487233640003,0.00873176755151,cplex_time_limit_with_valid_best_bound,True,40,16,0.0487233640003,630.1814494,26967,41060,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,9ead7d104e5349c4,True,f17ee827e81d7ad7,15998,1,1,2470,80,0
low_gini_1,0.0122881381662,0.0245762763324,callback_full_paced,3600,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_3600s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_paced_3600s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_full_paced_3600s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755141,0.0004291886643999973,3601.4605805,True,True,0.0487233640003,0.00873176755141,cplex_time_limit_with_valid_best_bound,True,120,16,0.0487233640003,630.1617,26985,85620,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,ec149eb457b5f63c,True,f17ee827e81d7ad7,15998,1,1,2470,80,0
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,3600,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_3600s.json,,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_plain_fixed_interval_mip_3600s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048296011756,0.0491525526647,0.0174261734593,0.0008565409087,3600.2956379,True,True,0.048296011756,0.0174261734593,solver_final_json,True,0,0,0.0,0.0,0,136731,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,6fa76fbb396e1f62,True,3fa039d78c1b46af,5078,1,1,760,0,0
