elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0001117,initial_after_seed,0.49,0,1,2,0,"[0,0.245]",gamma_floor,0,0,0,0,0.0001117,0.0001117,0,0,0,0,0
0.1518832,interval_relaxation_0,0.49,0,1,2,0,"[0,0.245]",gamma_floor,0,0,0,0,0.0001117,0.0001117,0.1515576,0,0,0,0
2.2848533,interval_tree_0,0.135,0,1,1,0,"[0,0.245]",gamma_floor,0,69,0.135,0,0.0001117,2.2848533,0.1515576,2.1244913,0.0044445,230,13
2.2849202,route_pool_after_candidate_0,0,0,0,0,-1,"",,0,70,0,0,0.0001117,2.2849202,0.1515576,2.1244913,0.0044445,230,13
2.2850384,route_pool_before_final_summary,0,0,0,0,-1,"",,0,70,0,0,0.0001117,2.2849202,0.1515576,2.1244913,0.0044445,230,13
2.2850565,final_summary,0,0,0,0,-1,"",incumbent_cutoff,0,70,0,0,0.0001117,2.2849202,0.1515576,2.1244913,0.0044445,230,13
0.0001227,initial_empty_incumbent,0.49,0,1,0,-1,"","seed_initial",0,0,0,0,0.0001227,0.0001227,0,0,0,0,0
0.0002776,initial_after_seed,0.49,0,1,2,0,"[0,0.245]",gamma_floor,0,0,0,0,0.0002776,0.0002776,0,0,0,0,0
0.1473761,interval_relaxation_0,0.49,0,1,2,0,"[0,0.245]",gamma_floor,0,0,0,0,0.0002776,0.0002776,0.1469911,0,0,0,0
2.2314581,interval_tree_0,0.135,0,1,1,0,"[0,0.245]",gamma_floor,0,69,0.135,0,0.0002776,2.2314581,0.1469911,2.0763903,0.0040064,230,13
2.2315308,route_pool_after_candidate_0,0,0,0,0,-1,"",,0,70,0,0,0.0002776,2.2315308,0.1469911,2.0763903,0.0040064,230,13
2.2317374,route_pool_before_final_summary,0,0,0,0,-1,"",,0,70,0,0,0.0002776,2.2315308,0.1469911,2.0763903,0.0040064,230,13
2.2317713,final_summary,0,0,0,0,-1,"",incumbent_cutoff,0,70,0,0,0.0002776,2.2315308,0.1469911,2.0763903,0.0040064,230,13
