anchor_cell_index,anchor_lower,anchor_upper,active,active_lower,active_upper,truncated_by_proof_range,U_proof_launch,U_anchor_launch,proof_range_lower,proof_range_upper,normalization_source
0,0,0.089300145802103881,1,0,0.089300145802103881,0,0.35720058320841552,0.35720058320841552,0,0.35720058320841552,"proof"
1,0.089300145802103881,0.17860029160420776,1,0.089300145802103881,0.17860029160420776,0,0.35720058320841552,0.35720058320841552,0,0.35720058320841552,"proof"
2,0.17860029160420776,0.26790043740631164,1,0.17860029160420776,0.26790043740631164,0,0.35720058320841552,0.35720058320841552,0,0.35720058320841552,"proof"
3,0.26790043740631164,0.35720058320841552,1,0.26790043740631164,0.35720058320841552,0,0.35720058320841552,0.35720058320841552,0,0.35720058320841552,"proof"
