instance,variant,v20_cover_cuts_added,station_residual_cover_cuts_added,service_operation_min_handling_cuts_added,penalty_movement_lb_cuts_added,transfer_subset_capacity_cuts_added,large_compact_flow_connectivity_enabled,gap,notes
high_imbalance_seed3201,high_imbalance_seed3201_adaptive_300s,0,3,180,3,0,True,0.222215404482,valid but not selected as a paper-core default; adaptive/default mix did not beat previous best fixed LP/mip-light rows
high_imbalance_seed3202,high_imbalance_seed3202_adaptive_300s,0,4,240,4,0,True,0.139559874088,valid but not selected as a paper-core default; adaptive/default mix did not beat previous best fixed LP/mip-light rows
high_imbalance_seed3202,high_imbalance_seed3202_race_300s,0,4,0,0,0,False,0.139559874088,valid but not selected as a paper-core default; adaptive/default mix did not beat previous best fixed LP/mip-light rows
moderate_seed3301,moderate_seed3301_adaptive_300s,0,0,360,6,0,True,0.130305288314,valid but not selected as a paper-core default; adaptive/default mix did not beat previous best fixed LP/mip-light rows
moderate_seed3302,moderate_seed3302_adaptive_300s,0,0,300,5,0,True,0.329231102492,valid but not selected as a paper-core default; adaptive/default mix did not beat previous best fixed LP/mip-light rows
tight_T_seed3101,tight_T_seed3101_adaptive_300s,0,0,300,5,0,True,0.639313781399,valid but not selected as a paper-core default; adaptive/default mix did not beat previous best fixed LP/mip-light rows
tight_T_seed3102,tight_T_seed3102_adaptive_300s,0,4,240,4,0,True,0.21895551065,valid but not selected as a paper-core default; adaptive/default mix did not beat previous best fixed LP/mip-light rows
