scenario,V,M,Q,T,input_sha256,common_cap,K1_certificate,P_certificate,K1_wall,P_wall,K1_HGA,K1_post_HGA,post_HGA_minus_P,K1_UB,K1_LB,P_UB,P_LB,zero_objective,source_result,source_result_sha256,comparison_scope
cb443_V08_compact_r1_surplus_M01_Q20_T10800,8,1,20,10800,261452a4cd1d74f18746f1672f5280c94626e4b167f5c3016b90e26f44b4e8d6,3600,True,True,4.0510296,0.0539732,4.0357111,0.015318499999999347,-0.03865470000000065,0.0,0.0,0.0,0.0,True,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V08_compact_r1_surplus_M01_Q20_T10800\k1_am_sf\screen_3600\result.json,113b6880a2e6a848a6b6d29dda62f63c1a2f20d14b5d6736427a3de089fbd4ff,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V08_regional_r2_shortage_M02_Q20_T18000,8,2,20,18000,e7cba7e22f7fc1b28aad444943def0e1a71f72326a5aa7a5aa02393714c574a7,3600,True,True,8.3479038,0.4852828,7.7837973,0.5641064999999994,0.07882369999999939,0.09331469795216743,0.0933146979521674,0.09331469795216743,0.09331469795216739,False,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V08_regional_r2_shortage_M02_Q20_T18000\k1_am_sf\screen_3600\result.json,f1ee23f394a44f62f214bc79b183ebf1e4d6868c39c5826dc13d563ae1b2f03c,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V12_compact_r1_balanced_M01_Q20_T10800,12,1,20,10800,f588be88b9cacba20b8e3cf539b55dfe4a084a500ca79f3aa5e9dc07f7151fb9,3600,True,True,13.2753025,0.0917746,13.2573781,0.017924400000000063,-0.07385019999999994,0.0,0.0,0.0,0.0,True,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V12_compact_r1_balanced_M01_Q20_T10800\k1_am_sf\screen_3600\result.json,8a4453a930e41ad03355b54148e6bfeaf02783ab24524a1281415992bb21e02b,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V12_compact_r1_surplus_M02_Q20_T18000,12,2,20,18000,f7aba7b5de1238f52b36f5ba0d0dc90d8ce7024fc651d422f72179e12e672ed8,3600,True,True,9.4069332,0.0869982,9.3864652,0.020467999999999265,-0.06653020000000073,0.0,0.0,0.0,0.0,True,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V12_compact_r1_surplus_M02_Q20_T18000\k1_am_sf\screen_3600\result.json,003a8ced4f4dc295922900c0010f37f4857e348b53fdeb053b62d249013badaa,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V12_regional_r1_surplus_M01_Q30_T10800,12,1,30,10800,060ee6366b2277c8427675e1a1484de7db10d2ef82a64d4e2ffa6e4695b7b626,3600,True,True,42.1510714,5.3673415,39.5069556,2.6441158000000016,-2.7232256999999986,0.05856397312578515,0.058563973125784964,0.05856397312578515,0.05856397312578512,False,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V12_regional_r1_surplus_M01_Q30_T10800\k1_am_sf\screen_3600\result.json,2d79cebee8340886c9b071a04d8f1b38625b53b621d04e1f887f708c9afc3f21,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V08_compact_r1_shortage_M01_Q30_T03600,8,1,30,3600,4c94911caed765aecac089a9bbaae2ae72cc608d483d5dad27875bf7d2c0b124,3600,True,True,7.8944829,3.9373434,4.3460242,3.5484587000000003,-0.38888469999999975,0.27213583216783216,0.2721358321678335,0.27213583216783216,0.2721358321678321,False,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V08_compact_r1_shortage_M01_Q30_T03600\k1_am_sf\screen_3600\result.json,b2c88580125c2d22a34fa25cd959b3a8d6728b3d8d204a9b963d2fbe85d4ecf6,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V08_compact_r1_shortage_M01_Q30_T18000,8,1,30,18000,4c94911caed765aecac089a9bbaae2ae72cc608d483d5dad27875bf7d2c0b124,3600,True,True,8.0417805,0.5310521,7.3228361,0.7189443999999998,0.1878922999999998,0.09378795699046581,0.09378795699046581,0.09378795699046581,0.09378795699046577,False,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V08_compact_r1_shortage_M01_Q30_T18000\k1_am_sf\screen_3600\result.json,a2686eb99732839a77e68232a8310b130ec655312496da737011445e26f55131,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V08_regional_r2_balanced_M01_Q30_T18000,8,1,30,18000,0c0c5cf705df5582467b09c6af1a0de64a47d8045aa4b53ed9b7853f88d0179f,3600,True,True,2.9961499,0.053091,2.9776177,0.018532199999999666,-0.034558800000000334,0.0,0.0,0.0,0.0,True,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V08_regional_r2_balanced_M01_Q30_T18000\k1_am_sf\screen_3600\result.json,0a52f950ef8404b18a3b454f456b4f181af25475340b5d033ff48cdf1519dda2,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V12_compact_r2_surplus_M01_Q30_T18000,12,1,30,18000,c05d01c9807c49abbf6ccba401ecbbccfc446a808911de37c30583e06493761d,3600,True,True,31.4934773,0.1019045,31.4736258,0.019851499999997912,-0.08205300000000208,0.0,0.0,0.0,0.0,True,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V12_compact_r2_surplus_M01_Q30_T18000\k1_am_sf\screen_3600\result.json,676dd8bd7d4951cbb9f63619adb19315b3b9130c27ffa9074a240d34dde0f16f,"historical same-stage pair; post-HGA is attribution only, not official time"
cb443_V12_regional_r2_shortage_M01_Q30_T03600,12,1,30,3600,cc7bcb904e235fa3f505bef78089d3fc2fa5ce056a453830c01fcaf259cab331,3600,True,True,7.6129715,4.0547409,2.0666201,5.546351399999999,1.4916104999999993,0.8046255197202796,0.8046255197202764,0.8046255197202796,0.8046255197202797,False,E:\codes\ExactEBRP\results\gf_citibike443_k1_vs_pgrb_round58\local_raw\official_runs\cb443_V12_regional_r2_shortage_M01_Q30_T03600\k1_am_sf\screen_3600\result.json,80bf6c4dd785da7ab206366a4f3396f74d585827e8c3a7131bc4bcda6b352df7,"historical same-stage pair; post-HGA is attribution only, not official time"
