"row","bpc_fallback_leaves_attempted","bpc_fallback_leaves_closed","exact_pricing_closed_leaves","lower_bound","upper_bound","gap"
"v4_smoke","0","0","0","0","0","0"
"v12_m2_300s","0","0","0","0.718504070755","0.718504070755","0"
"v12_m1_600s","0","0","0","0.357200583208","0.357200583208","0"
"high_imbalance_seed3202","0","0","0","1.74931345205","1.74931345205","0"
"tight_T_seed3101","0","0","0","0.107252734134","0.107252734134","0"
"moderate_seed3301","2","0","0","0.00921610362464","0.0491525526647","0.8125"
"tight_T_seed3102","2","0","0","0.450176109171","0.600704436685","0.250586342169"
"high_imbalance_seed3201","2","0","0","1.74210803","2.44340319194","0.287015734552"
"moderate_seed3302","","","","","",""
