"row","json","instance","status","certified_original_problem","objective","lower_bound","upper_bound","gap","unresolved_intervals","open_nodes","finalization_source","solver_finalization_reached","wrapper_synthesized_final_json","process_return_code","abnormal_exit_detected","oracle_total_final_leaves","oracle_attempted","oracle_closed","oracle_timed_out","oracle_split","oracle_remaining_open","oracle_recursive_depth","oracle_children_attempted","oracle_requested_leaf_time","oracle_actual_leaf_time","oracle_total_budget","oracle_budget_policy","oracle_budget_exhausted","bpc_attempted","bpc_closed","exact_pricing_closed","plateau_reason"
"tight_T_seed3102_interrupted","tight_T_seed3102.json","tight_T_seed3102.txt","interrupted_noncertified","False","0.600704436685","0.450176109171","0.600704436685","0.250586342169","3","3","interrupted_checkpoint","False","True","1","True","3","1","0","0","0","3","0","0","0.0","0.0","0.0","","False","0","0","0","checkpoint_oracle_diagnostic_unresolved"
"tight_T_seed3102_controlled","tight_T_seed3102_controlled.json","tight_T_seed3102.txt","gcap_frontier_not_closed","False","0.600704436685","0.450176109171","0.600704436685","0.250586342169","3","3","solver_final_json","True","False","0","False","3","9","0","9","3","3","1","6","120","120","0","per-leaf","False","2","0","0","automatic_interval_oracle_left_open_leaves"
