"row","source_json","instance","instance_scope","status","certified_original_problem","objective","lower_bound","upper_bound","gap","unresolved_intervals","open_nodes","invalid_bound_intervals","finalization_source","solver_finalization_reached","wrapper_synthesized_final_json","process_return_code","abnormal_exit_detected","auto_interval_oracle_called","auto_interval_oracle_total_final_leaves","auto_interval_oracle_leaves_attempted","auto_interval_oracle_leaves_closed","auto_interval_oracle_leaves_timed_out","auto_interval_oracle_leaves_split","auto_interval_oracle_remaining_open_leaves","auto_interval_oracle_recursive_depth_reached","auto_interval_oracle_children_attempted","bpc_fallback_leaves_attempted","bpc_fallback_leaves_closed","exact_pricing_closed_leaves","sealed_run","no_archive_scanning","no_external_known_ub","no_focus_only_certificate","plateau_reason"
"v4_smoke","v4_smoke.json","gcap_smoke_V4_M1.txt","smoke_test","optimal","True","0","0","0","0","0","0","0","solver_final_json","True","False","0","False","False","0","0","0","0","0","0","0","0","0","0","0","True","True","True","True","certified"
"v12_m2_300s","v12_m2_300s.json","regen_candidate_V12_M2_average.txt","regenerated_engineering","optimal","True","0.718504070755","0.718504070755","0.718504070755","0","0","0","0","solver_final_json","True","False","0","False","False","0","0","0","0","0","0","0","0","0","0","0","True","True","True","True","certified"
"v12_m1_600s","v12_m1_600s.json","regen_candidate_V12_M1_average.txt","regenerated_engineering","optimal","True","0.357200583208","0.357200583208","0.357200583208","0","0","0","0","solver_final_json","True","False","0","False","False","0","0","0","0","0","0","0","0","0","0","0","True","True","True","True","certified"
"high_imbalance_seed3202","high_imbalance_seed3202.json","high_imbalance_seed3202.txt","hard_generated_v20_m3","optimal","True","1.74931345205","1.74931345205","1.74931345205","0","0","0","0","solver_final_json","True","False","0","False","False","0","0","0","0","0","0","0","0","0","0","0","True","True","True","True","certified"
"tight_T_seed3101","tight_T_seed3101.json","tight_T_seed3101.txt","hard_generated_v20_m3","optimal","True","0.107252734134","0.107252734134","0.107252734134","0","0","0","0","solver_final_json","True","False","0","False","False","0","0","0","0","0","0","0","0","0","0","0","True","True","True","True","certified"
"moderate_seed3301","moderate_seed3301_oracle_deep.json","moderate_seed3301.txt","hard_generated_v20_m3","gcap_frontier_not_closed","False","0.0491525526647","0.00921610362464","0.0491525526647","0.8125","6","6","0","solver_final_json","True","False","0","False","True","6","20","4","12","7","2","3","14","2","0","0","True","True","True","True","automatic_interval_oracle_left_open_leaves"
"tight_T_seed3102","tight_T_seed3102_controlled.json","tight_T_seed3102.txt","hard_generated_v20_m3","gcap_frontier_not_closed","False","0.600704436685","0.450176109171","0.600704436685","0.250586342169","3","3","0","solver_final_json","True","False","0","False","True","3","9","0","9","3","3","1","6","2","0","0","True","True","True","True","automatic_interval_oracle_left_open_leaves"
"high_imbalance_seed3201","high_imbalance_seed3201_controlled.json","high_imbalance_seed3201.txt","hard_generated_v20_m3","gcap_frontier_not_closed","False","2.44340319194","1.74210803","2.44340319194","0.287015734552","2","2","0","solver_final_json","True","False","0","False","True","2","6","0","6","2","2","1","4","2","0","0","True","True","True","True","automatic_interval_oracle_left_open_leaves"
"moderate_seed3302","","moderate_seed3302.txt","hard_generated_v20_m3","skipped_not_run","False","","","","","","","","skipped_after_priority_rows","","","","","","","","","","","","","","","","","","","","","not run in this round; priority time used for moderate_seed3301 and tight_T_seed3102 long oracle diagnostics"
