"row","status","finalization_source","process_return_code","abnormal_exit_detected","source_json","plateau_reason"
"v4_smoke","optimal","solver_final_json","0","False","v4_smoke.json","certified"
"v12_m2_300s","optimal","solver_final_json","0","False","v12_m2_300s.json","certified"
"v12_m1_600s","optimal","solver_final_json","0","False","v12_m1_600s.json","certified"
"high_imbalance_seed3202","optimal","solver_final_json","0","False","high_imbalance_seed3202.json","certified"
"tight_T_seed3101","optimal","solver_final_json","0","False","tight_T_seed3101.json","certified"
"moderate_seed3301","gcap_frontier_not_closed","solver_final_json","0","False","moderate_seed3301_oracle_deep.json","automatic_interval_oracle_left_open_leaves"
"tight_T_seed3102","gcap_frontier_not_closed","solver_final_json","0","False","tight_T_seed3102_controlled.json","automatic_interval_oracle_left_open_leaves"
"high_imbalance_seed3201","gcap_frontier_not_closed","solver_final_json","0","False","high_imbalance_seed3201_controlled.json","automatic_interval_oracle_left_open_leaves"
"moderate_seed3302","skipped_not_run","skipped_after_priority_rows","","","","not run in this round; priority time used for moderate_seed3301 and tight_T_seed3102 long oracle diagnostics"
