leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,status,base_lb,final_lb,cutoff,attempts,parent_replaced,closure_source,cumulative_allocated_time_seconds,cumulative_solver_time_seconds,time_while_controlling_seconds,time_while_noncontrolling_seconds,first_attempt_elapsed_seconds,last_attempt_elapsed_seconds,latest_solver_status,canonical_model_path,canonical_sha256,model_scope,row_signature,model_rows,model_columns,model_nonzeros,artifact_generations,artifact_reuses
L0,,0,-1,0,0.15188232080449321,replaced,0,0,0.60752928321797284,2,1,,90,90.01200008392334,90.01200008392334,0,1.1841162000000001,91.595164699999998,TIME_LIMIT,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__moderate_seed6301__c0_diag__300s\external\models\L0.lp,ff293d90da70de0a009c50fbc6a8b3b51246c0c4c57e0ff8971ea58c093fee42,complete_original_compact_milp_intersected_with_static_gini_interval,ff293d90da70de0a009c50fbc6a8b3b51246c0c4c57e0ff8971ea58c093fee42,93026,18191,665192,1,1
L1,,0,-1,0.15188232080449321,0.30376464160898642,open,0.15188232080449321,0.49452860737416177,0.60752928321797284,1,0,,30,30.072999954223633,30.072999954223633,0,192.2832397,222.649012,TIME_LIMIT,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__moderate_seed6301__c0_diag__300s\external\models\L1.lp,936373952522eddb429b427b9e0f5d03a1ce13279b2de4b47351d290344bad21,complete_original_compact_milp_intersected_with_static_gini_interval,936373952522eddb429b427b9e0f5d03a1ce13279b2de4b47351d290344bad21,93026,18191,665804,1,0
L2,,0,-1,0.30376464160898642,0.45564696241347963,open,0.30376464160898642,0.60197088286025602,0.60752928321797284,1,0,,16.998312999999996,17.017999887466431,17.017999887466431,0,223.83206440000001,241.13315499999999,TIME_LIMIT,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__moderate_seed6301__c0_diag__300s\external\models\L2.lp,d0958e84e39839ce5f8744a2c4584165b198d556da448cc5c88722314a9ace62,complete_original_compact_milp_intersected_with_static_gini_interval,d0958e84e39839ce5f8744a2c4584165b198d556da448cc5c88722314a9ace62,93027,18191,665810,1,0
L3,,0,-1,0.45564696241347963,0.60752928321797284,open,0.45564696241347963,0.45564696241347963,0.60752928321797284,0,0,,0,0,0,0,-1,-1,not_run,,,,,,,0,0
L0.0,L0,1,0,0,0.075941160402246605,closed,0,1e+100,0.60752928321797284,1,0,native_static_leaf_infeasible,30,24.311000108718872,24.311000108718872,0,92.826582400000007,117.4199308,INFEASIBLE,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__moderate_seed6301__c0_diag__300s\external\models\L0.0.lp,e0d4401d66c5702b36c022b79b0b72140a67cdbbd56414d163344e6b37ba85fa,complete_original_compact_milp_intersected_with_static_gini_interval,e0d4401d66c5702b36c022b79b0b72140a67cdbbd56414d163344e6b37ba85fa,93026,18191,665192,1,0
L0.1,L0,1,1,0.075941160402246605,0.15188232080449321,closed,0,1e+100,0.60752928321797284,2,0,native_static_leaf_infeasible,90,72.081000089645386,72.081000089645386,0,118.6022789,191.08594049999999,INFEASIBLE,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__moderate_seed6301__c0_diag__300s\external\models\L0.1.lp,cb3983f69549a2d13c2447baf875999caacff6f401e643c7bade24e826ace29b,complete_original_compact_milp_intersected_with_static_gini_interval,cb3983f69549a2d13c2447baf875999caacff6f401e643c7bade24e826ace29b,93026,18191,665804,1,1
