parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L2,0.525329,L2.0,0.398195,0,L2.1,0.470447,0,0.398195,1e-07,"current_child_gain_not_strict"
L3,0.542699,L3.0,0.542699,0,L3.1,0,1,0.542699,1e-07,"current_complete_child_infeasibility"
L3.0,0.542699,L3.0.0,0.542699,0,L3.0.1,0,1,0.542699,1e-07,"current_complete_child_infeasibility"
L3.0.0,0.542699,L3.0.0.0,0.542699,0,L3.0.0.1,0.560762,0,0.542699,1e-07,"current_child_gain_not_strict"
