instance,result_file,intervals_closed_by_relaxation_count,intervals_closed_by_bpc_count,intervals_closed_by_oracle_count,intervals_unresolved_count,certificate_uses_interval_oracle,certificate_uses_bpc_tree,bpc_core_certificate_valid,full_certificate_basis,full_certificate_rejection_reason,interval_certificate_basis,interval_bound_source_list
high_imbalance_seed3202.txt,results/bpc_pricing_optimization_round\raw\high_imbalance_seed3202_core.json,1,0,0,3,False,False,False,not_certified,unresolved_intervals,0:inventory_route_gini_relaxation_fathomed;1:inventory_route_gini_relaxation_fathomed;2:unresolved;3:unresolved,0:gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation;1:gamma_floor|cheap_projection_bound|focused_inventory_route_gini_relaxation;2:gamma_floor|cheap_projection_bound;3:gamma_floor|cheap_projection_bound
moderate_seed3301.txt,results/bpc_pricing_optimization_round\raw\moderate_seed3301_core.json,0,0,0,4,False,False,False,not_certified,unresolved_intervals,0:unresolved;1:unresolved;2:unresolved;3:unresolved,0:gamma_floor;1:gamma_floor;2:gamma_floor;3:gamma_floor
tight_T_seed3101.txt,results/bpc_pricing_optimization_round\raw\tight_T_seed3101_core.json,2,0,0,2,False,False,False,not_certified,unresolved_intervals,0:inventory_route_gini_relaxation_fathomed;1:inventory_route_gini_relaxation_fathomed;2:unresolved;3:unresolved,0:gamma_floor|inventory_route_gini_relaxation;1:gamma_floor|focused_inventory_route_gini_relaxation;2:gamma_floor;3:gamma_floor
regen_candidate_V12_M1_average.txt,results/bpc_pricing_optimization_round\raw\v12_m1_core.json,2,0,0,2,False,False,False,not_certified,unresolved_intervals,0:inventory_route_gini_relaxation_fathomed;1:inventory_route_gini_relaxation_fathomed;2:unresolved;3:inventory_route_gini_relaxation_fathomed,0:gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation;1:gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation;2:gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation|focused_inventory_route_gini_relaxation;3:gamma_floor|cheap_projection_bound|focused_inventory_route_gini_relaxation
regen_candidate_V12_M2_average.txt,results/bpc_pricing_optimization_round\raw\v12_m2_core.json,0,0,0,1,False,False,False,,,,
