"interval_id","call_index","vehicle","event","pricing_engine_used","time_seconds","exact_completed","early_negative_stop","generated_columns","returned_negative_columns","route_states","operation_states","pricing_state_stop_reason","pricing_label_dominance_mode","pricing_label_dominance_exact_safe","pricing_completion_bound_mode","pricing_route_skeleton_mode","pricing_operation_dp_dominance_enabled","best_reduced_cost"
"7","0","aggregate","aggregate_result_json","exact-label","27.8156806","False","False","36","36","4530353","0","pricing_time_limit","safe","True","basic","standard","True","-0.00426264354879"
"12","0","aggregate","aggregate_result_json","exact-label","30.0535115","False","False","0","0","4778482","0","pricing_time_limit","safe","True","basic","standard","True","-0.0088398618421"
"2","0","aggregate","aggregate_result_json","exact-label","5.7892828","False","False","0","0","6569983","1382313","negative_columns_remaining","safe","True","basic","standard","True","0.00469307183545"
"9","0","aggregate","aggregate_result_json","exact-label","19.1750832","False","False","0","0","16954425","0","negative_columns_remaining","safe","True","basic","standard","True","0.0700591864494"
"8","0","aggregate","aggregate_result_json","exact-label","15.6560547","False","False","0","0","15482879","3034663","negative_columns_remaining","safe","True","basic","standard","True","-0.00859772173913"
