leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.21462936533140137,0,0.85851746132560547,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.21462936533140137,0.42925873066280273,0.21462936533140137,0.85851746132560791,closed,1,1,0,0.64085743536993733,1,1,1,0,"native_terminal_mip_optimal","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L2,"",0,-1,0.42925873066280273,0.64388809599420416,0.42925873066280273,0.83228260324293657,replaced,1,1,0,0.83228260324293657,0,0,0,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.64388809599420416,0.85851746132560547,0.64388809599420416,0.85851746132560547,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L2.0,"L2",1,0,0.42925873066280273,0.53657341332850339,0.83228260324293657,0.83228260324293657,replaced,1,1,0,0.83228260324293657,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.53657341332850339,0.64388809599420416,0.83228260324293657,0.85851746132560547,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L2.0.0,"L2.0",2,0,0.42925873066280273,0.48291607199565306,0.83228260324293657,0.83228260324293657,replaced,1,1,0,0.83228260324293657,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1,"L2.0",2,1,0.48291607199565306,0.53657341332850339,0.83228260324293657,0.85851746132560547,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L2.0.0.0,"L2.0.0",3,0,0.42925873066280273,0.45608740132922787,0.83228260324293657,1e+100,empty,1,1,0,0.83228260324293657,1,0,0,0,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L2.0.0.1,"L2.0.0",3,1,0.45608740132922787,0.48291607199565306,0.83228260324293657,0.85851746132560547,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
