leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.21462936533140137,1,0,1,0,0,"INFEASIBLE",0.044376311084924361,0.072573399999999996
L1,"",0,0.21462936533140137,0.42925873066280273,1,1,0,1,0.64085743536993733,"OPTIMAL",0.043560572341879232,0.13034670000000001
L2,"",0,0.42925873066280273,0.64388809599420416,1,1,0,1,0.83228260324293657,"OPTIMAL",0.03937201365066198,0.1926274
L3,"",0,0.64388809599420416,0.85851746132560547,1,0,1,0,0,"INFEASIBLE",0.034157644678608302,0.32221509999999998
L1.0,"L1",1,0.21462936533140137,0.32194404799710208,1,1,0,1,0.64382670792172925,"OPTIMAL",0.045573901142483934,0.38658920000000002
L1.1,"L1",1,0.32194404799710208,0.42925873066280273,1,1,0,1,0.72496792057723602,"OPTIMAL",0.038245490788368336,0.44578849999999998
L2.0,"L2",1,0.42925873066280273,0.53657341332850339,1,1,0,1,0.83228260324293657,"OPTIMAL",0.034715815962880404,0.93114649999999999
L2.1,"L2",1,0.53657341332850339,0.64388809599420416,1,0,1,0,0,"INFEASIBLE",0.03667389711639496,0.98760380000000003
L2.0.0,"L2.0",2,0.42925873066280273,0.48291607199565306,1,1,0,1,0.83228260324293657,"OPTIMAL",0.04000338977024092,1.0451490000000001
L2.0.1,"L2.0",2,0.48291607199565306,0.53657341332850339,1,0,1,0,0,"INFEASIBLE",0.036945104898978953,1.0999279
L2.0.0.0,"L2.0.0",3,0.42925873066280273,0.45608740132922787,1,1,0,1,0.83228260324293657,"OPTIMAL",0.03564908378414431,1.1567191999999999
L2.0.0.1,"L2.0.0",3,0.45608740132922787,0.48291607199565306,1,0,1,0,0,"INFEASIBLE",0.039117690659423179,1.2129224999999999
L2.0.0.0.0,"L2.0.0.0",4,0.42925873066280273,0.4426730659960153,1,1,0,1,0.83228260324293657,"OPTIMAL",0.037305353291749825,1.2682247
L2.0.0.0.1,"L2.0.0.0",4,0.4426730659960153,0.45608740132922787,1,1,0,1,0.84569693857614914,"OPTIMAL",0.041184821858074462,1.3250964999999999
