station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,6,12,12
2,6,15,15
3,5,10,10
4,4,8,8
5,22,13,13
6,17,10,10
7,26,16,16
8,6,11,11
9,21,12,12
10,17,10,10
11,6,11,11
12,16,9,9
13,5,10,10
14,3,5,5
15,18,11,11
16,20,12,12
17,16,9,9
18,4,8,8
19,8,15,15
20,16,9,9
