leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,1.566,3.00607,1,7247,0,1.566,3.00607,1,7247,0,0
L1,0,30,30.001,61.0661,159,115427,0,30.001,61.0661,159,115427,0,0
L1,1,60,60.006,110.407,572,254946,0,90.007,171.473,731,370373,0,0
L1.0,0,30,30.002,62.8202,82,81769,0,30.002,62.8202,82,81769,0,0
L1.1,0,30,30.002,63.3574,543,128214,0,30.002,63.3574,543,128214,0,0
L1.1,1,60,60.002,123.287,1521,492432,0,90.004,186.644,2064,620646,0,0
L1.1.0,0,30,30.001,55.7029,235,86464,0,30.001,55.7029,235,86464,0,0
L1.1.1,0,30,30.001,61.6155,286,119420,0,30.001,61.6155,286,119420,0,0
L1.1.0,1,2.01439,2.016,4.85555,403,106714,0,32.017,60.5585,638,193178,0,0
