leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,2.49266,0,0,0,0,0,0,0,0,0,0
L1,0,30,30.2406,0,958,0,0,0,0,0,0,0,0
L1,1,60,60.1776,0,958,0,0,0,0,0,0,0,0
L1.0,0,30,30.2175,0,476,0,0,0,0,0,0,0,0
L1.1,0,30,30.205,0,835,0,0,0,0,0,0,0,0
L1.0,1,60,60.1017,0,1221,0,0,0,0,0,0,0,0
L1.0.0,0,30,20.0678,0,191,0,0,0,0,0,0,0,0
L1.0.1,0,30,30.0866,0,795,0,0,0,0,0,0,0,0
L1.0.1,1,4.14981,4.33135,0,0,0,0,0,0,0,0,0,0
