elapsed_seconds,event,leaf_id,gamma_L,gamma_U,attempt,native_status,native_bound,native_bound_available,incumbent,incumbent_available,global_lb,verified_ub,open_leaf_count,failure_reason
2.6099663999999998,attempt,L0,0,0.026813183533485361,0,integer infeasible,0.10725273413394144,1,0,0,0.026813183533485361,0.10725273413394144,1,none
32.969121399999999,attempt,L1,0.026813183533485361,0.053626367066970722,0,"time limit exceeded, no integer solution",0.037672965712499146,1,0,0,0.037672965712499146,0.10725273413394144,1,none
93.160490699999997,attempt,L1,0.026813183533485361,0.053626367066970722,1,"time limit exceeded, no integer solution",0.047763138478039639,1,0,0,0.047763138478039639,0.10725273413394144,1,none
93.160536699999994,split,L1,0.026813183533485361,0.053626367066970722,-1,not_run,0,false,0,false,0.047763138478039639,0.10725273413394144,2,none
123.4976096,attempt,L1.0,0.026813183533485361,0.040219775300228043,0,"time limit exceeded, no integer solution",0.038486911727316116,1,0,0,0.047763138478039639,0.10725273413394144,2,none
153.8548088,attempt,L1.1,0.040219775300228043,0.053626367066970722,0,"time limit exceeded, no integer solution",0.049196008112191408,1,0,0,0.047763138478039639,0.10725273413394144,1,none
213.96751119999999,attempt,L1.0,0.026813183533485361,0.040219775300228043,1,"time limit exceeded, no integer solution",0.041247906428272925,1,0,0,0.047763138478039639,0.10725273413394144,1,none
213.96754670000001,split,L1.0,0.026813183533485361,0.040219775300228043,-1,not_run,0,false,0,false,0.047763138478039639,0.10725273413394144,2,none
234.15300329999999,attempt,L1.0.0,0.026813183533485361,0.033516479416856704,0,integer infeasible,0.10725273413394144,1,0,0,0.047763138478039639,0.10725273413394144,1,none
264.35783329999998,attempt,L1.0.1,0.033516479416856704,0.040219775300228043,0,"time limit exceeded, no integer solution",0.048328213108277542,1,0,0,0.048328213108277542,0.10725273413394144,1,none
268.70095049999998,attempt,L1.0.1,0.033516479416856704,0.040219775300228043,1,"time limit exceeded, no integer solution",0.041187694300989897,1,0,0,0.048328213108277542,0.10725273413394144,1,none
