source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,sealed_run,no_archive_scanning,no_external_known_ub,no_focus_only_certificate,sealed_run_forbidden_source_used,finalization_source,audit_passed,failure_count,failures,warnings
results\bpc_core_repair_round\raw\all_improvements_300_high_imbalance_seed3202_leaf_9.json,high_imbalance_seed3202.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\all_improvements_300_moderate_seed3301_leaf_2.json,moderate_seed3301.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\all_improvements_300_v12_m1_leaf_12.json,regen_candidate_V12_M1_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\all_improvements_300_v12_m2_forced_leaf_7.json,regen_candidate_V12_M2_low.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\all_improvements_300_v12_m2_leaf_7.json,regen_candidate_V12_M2_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\all_improvements_3600_moderate_seed3301_leaf_2.json,moderate_seed3301.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\all_improvements_3600_v12_m1_leaf_12.json,regen_candidate_V12_M1_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\all_improvements_3600_v12_m2_leaf_7.json,regen_candidate_V12_M2_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_1200_moderate_seed3301_leaf_2.json,moderate_seed3301.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_1200_v12_m1_leaf_12.json,regen_candidate_V12_M1_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_1200_v12_m2_leaf_7.json,regen_candidate_V12_M2_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_300_high_imbalance_seed3202_leaf_9.json,high_imbalance_seed3202.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_300_moderate_seed3301_leaf_2.json,moderate_seed3301.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_300_v12_m1_leaf_12.json,regen_candidate_V12_M1_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_300_v12_m2_forced_leaf_7.json,regen_candidate_V12_M2_low.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\baseline_300_v12_m2_leaf_7.json,regen_candidate_V12_M2_average.txt,gcap-tree,gcap_tree_not_closed,subproblem,False,False,False,True,1.0,0,0,1,True,True,True,True,False,solver_final_json,True,0,,
results\bpc_core_repair_round\raw\v100_m5_average_core_30.json,regen_V100_M5_average.txt,gcap-frontier,process_exit_without_solver_json,original_bpc,True,True,False,False,1.0,1,0,0,True,True,True,True,False,wrapper_error_json,True,0,,
results\bpc_core_repair_round\raw\v50_m3_average_core_30.json,regen_V50_M3_average.txt,gcap-frontier,process_exit_without_solver_json,original_bpc,True,True,False,False,1.0,1,0,0,True,True,True,True,False,wrapper_error_json,True,0,,
