target_name,instance_path,instance_hash,source_interval_csv,interval_id,gamma_L,gamma_U,incumbent_UB,inherited_relaxation_LB,gap_to_cutoff,interval_status,reason_not_closed_by_relaxation,expected_bpc_behavior,target_role
v12_m2_control,reference/regen_candidate_V12_M2_average.txt,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,results/paper_core_realignment_round/raw/v12_m2_core.intervals.csv,7,0.493971548644,0.538878053066,0.718504070755,0.7115615588,0.006942511955,unresolved,tree_not_started_before_time_limit_or_reserve,prove_no_negative_pricing_or_generate_columns_then_branch; exact_pricing_closure_required,paper_core_final_unresolved_controlling_leaf
v12_m1_control,reference/regen_candidate_V12_M1_average.txt,e395cfef336d3407a65f04d7e201aa29ac844a08aff25d1991ce6983e5e9508d,results/paper_core_realignment_round/raw/v12_m1_core.intervals.csv,12,0.223250364505,0.234412882731,0.357200583208,0.35083790332,0.006362679888,unresolved,tree_not_started_before_time_limit_or_reserve,prove_no_negative_pricing_or_generate_columns_then_branch; exact_pricing_closure_required,paper_core_final_unresolved_controlling_leaf
moderate_seed3301_control,reference/hard_stress/V20_M3/moderate_seed3301.txt,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,results/paper_core_realignment_round/raw/moderate_seed3301_core.intervals.csv,2,0.0245762763324,0.0368644144986,0.0491525526647,0.0245762763324,0.0245762763323,unresolved,tree_not_started_before_time_limit_or_reserve,prove_no_negative_pricing_or_generate_columns_then_branch; exact_pricing_closure_required,paper_core_final_unresolved_controlling_leaf
high_imbalance_seed3202_control,reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,902f4c46fa076f3e24b537737c5d58ffe833e6de21e900a42bb8846d3f76db50,results/paper_core_realignment_round/raw/high_imbalance_seed3202_core.intervals.csv,9,0.5046875,0.534375,1.74931345205,1.06421478404,0.68509866801,unresolved,tree_not_started_before_time_limit_or_reserve,prove_no_negative_pricing_or_generate_columns_then_branch; exact_pricing_closure_required,paper_core_final_unresolved_controlling_leaf
v12_m2_forced_bpc_diagnostic,reference/regen_candidate_V12_M2_low.txt,227627e40864edefe49632207cd13d19cb1f2a3c996e7c0b14abe3d91caf7488,results/paper_core_realignment_round/raw/v12_m2_core.intervals.csv,7,0.493971548644,0.538878053066,0.718504070755,0.7115615588,0.006942511955,unresolved,tree_not_started_before_time_limit_or_reserve,diagnostic forced BPC path to validate implementation; not paper-core certificate evidence by itself,diagnostic_relaxation_weakened_to_force_bpc
