variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost,source_dir
baseline_moderate_seed3301_1200,1200,2,0,aggregate,14,74329853,0,74329853,182967678,0,0,0,0,0,0,511445619,76270351,47150,47150,-0.0252546232926,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,15,117634779,0,117634779,328344335,0,0,0,0,0,0,659986796,97956576,8186,8186,-0.0201793281423,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,16,145352186,0,145352186,442821709,0,0,0,0,0,0,693591285,101179096,0,0,,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,17,136690385,0,136690385,444718359,0,0,0,0,0,0,574898424,79438590,0,0,,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,18,94048828,0,94048828,316022327,0,0,0,0,0,0,345005919,42666426,0,0,,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,19,43180219,0,43180219,144917437,0,0,0,0,0,0,131454882,13489830,0,0,,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,20,9992750,0,9992750,33187469,0,0,0,0,0,0,23311374,1809860,0,0,,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_v12_m1_1200,1200,12,0,aggregate,1,4,0,4,0,0,0,0,0,0,0,4,0,4,2,-0.0403237809751,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,2,40,0,40,0,0,0,0,0,0,0,855,0,40,36,-0.0892702710376,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,3,398,0,398,0,0,0,0,0,0,0,59714,26033,398,389,-0.0939772499613,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,4,3575,0,3575,0,0,0,0,0,0,0,1063422,300050,3575,3563,-0.0936804366999,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,5,28598,0,28598,0,0,0,0,0,0,0,11404257,2196961,28598,28592,-0.091371919262,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,6,200184,0,200184,0,0,0,0,0,0,0,87323657,12498172,200184,200184,-0.0874365808021,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,7,1201103,0,1201103,0,0,0,0,0,0,0,498004273,57081891,1200993,1200993,-0.083390209209,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,8,6005509,0,6005509,3,0,0,0,0,0,0,2080918267,203986674,5986530,5986222,-0.0803113643217,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,9,24016658,0,24016658,5377,0,0,0,0,0,0,5969855910,535889393,22093375,22092827,-0.078188397993,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,10,71674371,0,71674371,375601,0,0,0,0,0,0,10358523388,927243312,49667211,49634690,-0.0707025636662,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,11,136636022,0,136636022,6712719,0,0,0,0,0,0,9024532454,862293858,29491655,29488183,-0.0632230141309,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,12,107774046,0,107774046,28861976,0,0,0,0,0,0,2810571237,285448546,6101663,6084007,-0.0541224918127,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m2_1200,1200,7,0,aggregate,1,5,0,5,0,0,0,0,0,0,0,5,0,5,2,-0.00996034565484,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,2,46,0,46,0,0,0,0,0,0,0,810,0,46,32,-0.0530105854465,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,3,453,0,453,0,0,0,0,0,0,0,52503,27983,453,379,-0.0613254508756,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,4,4077,0,4077,0,0,0,0,0,0,0,1008135,355414,4077,3637,-0.0576471219259,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,5,32615,0,32615,0,0,0,0,0,0,0,10711468,2506380,32615,29991,-0.0564568881918,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,6,228299,0,228299,0,0,0,0,0,0,0,78098634,13197459,228299,209724,-0.053678362553,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,7,1369790,0,1369790,0,0,0,0,0,0,0,410736882,54618331,1364894,1067852,-0.051300594577,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,8,6844586,0,6844586,4361,0,0,0,0,0,0,1507136006,171472419,6489162,3089860,-0.0477524557739,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,9,26958800,0,26958800,419543,0,0,0,0,0,0,3533062343,369728736,17261450,3999335,-0.0437922538481,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,10,72733998,0,72733998,8142402,0,0,0,0,0,0,4677853989,476391455,24503623,2002727,-0.0374640724201,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,11,102691013,0,102691013,42776982,0,0,0,0,0,0,3037918634,308057577,7586817,253107,-0.0251723618965,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,12,50315616,0,50315616,52375397,0,0,0,0,0,0,726525615,73252048,1160722,209,-0.00598053477427,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,-0.316885599892,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,2,1,0,1,0,0,0,0,0,0,0,22,0,1,1,-0.205370606293,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,3,1,0,1,0,0,0,0,0,0,0,187,0,1,0,0.122527677806,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,4,1,0,1,0,0,0,0,0,0,0,189,0,1,0,0.532447491942,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,5,15,0,15,0,0,0,0,0,0,0,2919,0,15,0,0.533331728708,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,6,213,0,213,0,0,0,0,0,0,0,29440,0,210,0,0.535967445137,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,7,2914,0,2914,62,0,0,0,0,0,0,222608,0,1820,0,0.550612655446,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,8,28054,0,28054,9825,0,0,0,0,0,0,1197165,0,10322,0,0.650649055761,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,9,185163,0,185163,151481,0,0,0,0,0,0,4723980,0,18231,0,0.805731952844,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,10,867980,0,867980,1168805,0,0,0,0,0,0,14138500,0,39199,0,0.820614444627,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,11,2965010,0,2965010,5714784,0,0,0,0,0,0,33513488,0,42389,0,0.883798960528,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,12,7610669,0,7610669,19074416,0,0,0,0,0,0,64082718,0,52646,0,1.05833598151,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,13,15464457,0,15464457,45420893,0,0,0,0,0,0,99597805,0,7000,0,1.12924515845,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,14,26589687,0,26589687,81661506,0,0,0,0,0,0,125624168,0,2128,0,1.36959156945,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,15,39892937,0,39892937,119645185,0,0,0,0,0,0,126938498,0,0,0,,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,16,49518465,0,49518465,149946220,0,0,0,0,0,0,99539025,0,0,0,,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,17,45261215,0,45261215,152812645,0,0,0,0,0,0,57059622,0,0,0,,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,18,26917772,0,26917772,108865873,0,0,0,0,0,0,21473675,0,0,0,,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,19,9148550,0,9148550,44686994,0,0,0,0,0,0,4669909,0,0,0,,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,20,1338908,0,1338908,7809642,0,0,0,0,0,0,416161,0,0,0,,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_moderate_seed3301,300,2,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.00299079892788,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,2,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0.00289622821079,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,3,1,0,1,0,0,0,0,0,0,0,32,54,1,1,-0.0431597110106,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,4,1,0,1,0,0,0,0,0,0,0,160,54,1,1,-0.0329390222398,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,5,3,0,3,0,0,0,0,0,0,0,603,155,3,3,-0.0305150254387,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,6,35,0,35,0,0,0,0,0,0,0,5619,1351,35,35,-0.029884295291,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,7,489,0,489,0,0,0,0,0,0,0,55909,11381,442,442,-0.0426368759716,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,8,6038,0,6038,318,0,0,0,0,0,0,386581,70030,3361,3302,-0.0402128791705,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,9,53314,0,53314,19136,0,0,0,0,0,0,1926262,323225,10806,10806,-0.0386721645713,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,10,329515,0,329515,256932,0,0,0,0,0,0,7130274,1141551,35559,35456,-0.0316026826771,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,11,1471924,0,1471924,1823223,0,0,0,0,0,0,20238458,3116820,52572,52572,-0.0300619680779,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,12,4809351,0,4809351,8437958,0,0,0,0,0,0,45078777,6698178,80069,80027,-0.0279735314089,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,13,11632137,0,11632137,26842668,0,0,0,0,0,0,80671309,11569739,11267,11267,-0.0266140773508,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,14,21637230,0,21637230,59787725,0,0,0,0,0,0,117622151,16483533,9275,9275,-0.0250733627515,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,15,32082525,0,32082525,97740854,0,0,0,0,0,0,141639437,19871065,1623,1623,-0.0201793281423,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,16,37356416,0,37356416,123056205,0,0,0,0,0,0,142390933,20120303,0,0,,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,17,32708246,0,32708246,116717415,0,0,0,0,0,0,116485068,15980993,0,0,,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,18,20823810,0,20823810,77300928,0,0,0,0,0,0,70355886,8785526,0,0,,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,19,9013266,0,9013266,32634354,0,0,0,0,0,0,27026103,2833029,0,0,,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,20,2020793,0,2020793,6992473,0,0,0,0,0,0,4801623,383676,0,0,,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_v12_m1,300,12,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,-0.0403237809751,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,2,11,0,11,0,0,0,0,0,0,0,264,0,11,11,-0.0892702710376,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,3,101,0,101,0,0,0,0,0,0,0,24929,0,101,101,-0.0939772499613,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,4,905,0,905,0,0,0,0,0,0,0,369761,0,905,905,-0.0914573182819,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,5,7236,0,7236,0,0,0,0,0,0,0,3521209,0,7236,7236,-0.0895475537815,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,6,50647,0,50647,0,0,0,0,0,0,0,25143744,0,50647,50647,-0.0857331976976,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,7,303878,0,303878,0,0,0,0,0,0,0,137318709,0,303836,303836,-0.0809690643139,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,8,1519388,0,1519388,0,0,0,0,0,0,0,557223446,0,1513563,1513563,-0.0803113643217,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,9,6075990,0,6075990,1559,0,0,0,0,0,0,1565779603,0,5517019,5517019,-0.0754361978046,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,10,18122220,0,18122220,105748,0,0,0,0,0,0,2685211457,0,12065504,12065504,-0.0707025636662,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,11,34415571,0,34415571,1828868,0,0,0,0,0,0,2351760699,0,6817253,6817253,-0.0632230141309,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,12,26946855,0,26946855,7468716,0,0,0,0,0,0,758019736,0,1461521,1461521,-0.0541224918127,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m2,300,7,0,aggregate,1,2,0,2,0,0,0,0,0,0,0,2,0,2,1,-0.00987394609105,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,2,18,0,18,0,0,0,0,0,0,0,368,0,18,14,-0.0530949284981,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,3,176,0,176,0,0,0,0,0,0,0,22470,14768,176,153,-0.0596777667514,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,4,1582,0,1582,0,0,0,0,0,0,0,409547,161620,1582,1456,-0.0601851153103,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,5,12653,0,12653,0,0,0,0,0,0,0,4271120,1119341,12653,12081,-0.0606167629959,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,6,88569,0,88569,0,0,0,0,0,0,0,30875218,5903567,88569,84647,-0.0572670794197,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,7,531413,0,531413,0,0,0,0,0,0,0,161795087,24045120,529836,445444,-0.0549467593189,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,8,2655925,0,2655925,1140,0,0,0,0,0,0,594923959,73269034,2528700,1451574,-0.0520256301571,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,9,10485463,0,10485463,138235,0,0,0,0,0,0,1406969906,154551013,6822779,2345105,-0.049330381863,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,10,28521569,0,28521569,2934819,0,0,0,0,0,0,1892195418,198627218,9889828,1488588,-0.0403415581293,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,11,40934216,0,40934216,16108921,0,0,0,0,0,0,1254016098,129866435,3195931,287971,-0.0277778001783,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2,300,7,0,aggregate,12,20523766,0,20523766,20410450,0,0,0,0,0,0,305591870,31106324,500109,1504,-0.0118860744608,results\bpc_core_repair_round\baseline_300_v12_m2
baseline_300_v12_m2_forced,300,7,0,aggregate,1,2,0,2,0,0,0,0,0,0,0,2,0,2,1,-0.042533125,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,2,19,0,19,0,0,0,0,0,0,0,317,0,19,18,-0.0738858951299,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,3,185,0,185,0,0,0,0,0,0,0,8865,18482,185,185,-0.0719243578981,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,4,1662,0,1662,0,0,0,0,0,0,0,221395,249631,1662,1637,-0.071185098726,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,5,13293,0,13293,0,0,0,0,0,0,0,2947643,1852352,13293,11231,-0.0679995617483,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,6,93049,0,93049,0,0,0,0,0,0,0,24578924,10208723,93049,57858,-0.065418934717,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,7,558293,0,558293,0,0,0,0,0,0,0,139832499,43863999,556627,253793,-0.0610721682113,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,8,2790219,0,2790219,1242,0,0,0,0,0,0,538889015,138866554,2655930,932070,-0.0566453903598,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,9,11013431,0,11013431,147443,0,0,0,0,0,0,1308705206,294888799,7159032,1859677,-0.0510083606098,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,10,29940473,0,29940473,3099818,0,0,0,0,0,0,1786972929,372244907,10358725,1731324,-0.0454079538645,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,11,42922611,0,42922611,16958334,0,0,0,0,0,0,1198814332,234639942,3332738,268533,-0.0406215792281,results\bpc_core_repair_round\baseline_300_v12_m2_forced
baseline_300_v12_m2_forced,300,7,0,aggregate,12,21484445,0,21484445,21438166,0,0,0,0,0,0,296369330,53156444,519671,0,0.0279079025714,results\bpc_core_repair_round\baseline_300_v12_m2_forced
