variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost,source_dir
all_improvements_300_moderate_seed3301,300,2,0,aggregate,14,21419905,0,21419905,59514289,0,0,0,0,0,0,114355135,15935177,8637,8637,-0.0250733627515,results\bpc_core_repair_round\all_improvements_300_moderate_seed3301
all_improvements_300_moderate_seed3301,300,2,0,aggregate,15,31598894,0,31598894,96920535,0,0,0,0,0,0,136347940,19001618,1459,1459,-0.0201793281423,results\bpc_core_repair_round\all_improvements_300_moderate_seed3301
all_improvements_300_moderate_seed3301,300,2,0,aggregate,16,36549096,0,36549096,121445370,0,0,0,0,0,0,135680721,19095692,0,0,,results\bpc_core_repair_round\all_improvements_300_moderate_seed3301
all_improvements_300_moderate_seed3301,300,2,0,aggregate,17,31667281,0,31667281,114529101,0,0,0,0,0,0,110166495,15130202,0,0,,results\bpc_core_repair_round\all_improvements_300_moderate_seed3301
all_improvements_300_moderate_seed3301,300,2,0,aggregate,18,19871039,0,19871039,75130803,0,0,0,0,0,0,66299256,8328610,0,0,,results\bpc_core_repair_round\all_improvements_300_moderate_seed3301
all_improvements_300_moderate_seed3301,300,2,0,aggregate,19,8480711,0,8480711,31261367,0,0,0,0,0,0,25427976,2689621,0,0,,results\bpc_core_repair_round\all_improvements_300_moderate_seed3301
all_improvements_300_moderate_seed3301,300,2,0,aggregate,20,1878651,0,1878651,6602060,0,0,0,0,0,0,4499277,361815,0,0,,results\bpc_core_repair_round\all_improvements_300_moderate_seed3301
all_improvements_300_v12_m1,300,12,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,-0.0403237809751,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,2,10,0,10,0,0,0,0,0,0,0,242,0,10,10,-0.0892702710376,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,3,95,0,95,0,0,0,0,0,0,0,23514,0,95,95,-0.0939772499613,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,4,853,0,853,0,0,0,0,0,0,0,351064,0,853,853,-0.0914573182819,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,5,6817,0,6817,0,0,0,0,0,0,0,3347506,0,6817,6817,-0.0895475537815,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,6,47717,0,47717,0,0,0,0,0,0,0,23942900,0,47717,47717,-0.0857331976976,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,7,286299,0,286299,0,0,0,0,0,0,0,130981391,0,286267,286267,-0.0809690643139,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,8,1431491,0,1431491,0,0,0,0,0,0,0,532802730,0,1426565,1426565,-0.0803113643217,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,9,5724590,0,5724590,1371,0,0,0,0,0,0,1502700972,0,5230166,5230166,-0.0754361978046,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,10,17082036,0,17082036,91732,0,0,0,0,0,0,2590323005,0,11566836,11566836,-0.0707025636662,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,11,32545509,0,32545509,1618562,0,0,0,0,0,0,2281798801,0,6666893,6666893,-0.0632230141309,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m1,300,12,0,aggregate,12,25720931,0,25720931,6824578,0,0,0,0,0,0,739344056,0,1441351,1441351,-0.0541224918127,results\bpc_core_repair_round\all_improvements_300_v12_m1
all_improvements_300_v12_m2,300,7,0,aggregate,1,2,0,2,0,0,0,0,0,0,0,2,0,2,1,-0.00987394609105,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,2,18,0,18,0,0,0,0,0,0,0,368,0,18,14,-0.0530949284981,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,3,177,0,177,0,0,0,0,0,0,0,22509,14886,177,154,-0.0596777667514,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,4,1590,0,1590,0,0,0,0,0,0,0,410703,163398,1590,1464,-0.0601851153103,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,5,12719,0,12719,0,0,0,0,0,0,0,4290580,1131680,12719,12147,-0.0606167629959,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,6,89033,0,89033,0,0,0,0,0,0,0,31048305,5965558,89033,85111,-0.0572670794197,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,7,534195,0,534195,0,0,0,0,0,0,0,162813259,24283037,532618,448205,-0.0549467593189,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,8,2669831,0,2669831,1140,0,0,0,0,0,0,599012356,73994795,2542530,1463291,-0.0520256301571,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,9,10541051,0,10541051,138272,0,0,0,0,0,0,1417661867,156211834,6870131,2370414,-0.049330381863,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,10,28684675,0,28684675,2938476,0,0,0,0,0,0,1908194381,201035004,9976048,1508732,-0.0403415581293,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,11,41212185,0,41212185,16157164,0,0,0,0,0,0,1265697903,131651313,3231310,293830,-0.0277778001783,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2,300,7,0,aggregate,12,20692909,0,20692909,20519276,0,0,0,0,0,0,308728408,31587983,506347,1510,-0.0118860744608,results\bpc_core_repair_round\all_improvements_300_v12_m2
all_improvements_300_v12_m2_forced,300,7,0,aggregate,1,2,0,2,0,0,0,0,0,0,0,2,0,2,1,-0.042533125,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,2,19,0,19,0,0,0,0,0,0,0,317,0,19,18,-0.0738858951299,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,3,181,0,181,0,0,0,0,0,0,0,8695,17629,181,181,-0.0719243578981,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,4,1624,0,1624,0,0,0,0,0,0,0,218291,239646,1624,1599,-0.071185098726,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,5,12990,0,12990,0,0,0,0,0,0,0,2900608,1785963,12990,10977,-0.0679995617483,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,6,90924,0,90924,0,0,0,0,0,0,0,24159356,9874169,90924,56582,-0.065418934717,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,7,545539,0,545539,0,0,0,0,0,0,0,137428312,42567452,543954,248247,-0.0610721682113,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,8,2726547,0,2726547,1144,0,0,0,0,0,0,530005883,135187034,2597723,912525,-0.0566453903598,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,9,10766391,0,10766391,139796,0,0,0,0,0,0,1289079304,287970812,7030312,1830743,-0.0510083606098,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,10,29317174,0,29317174,2981997,0,0,0,0,0,0,1763739241,364804225,10212847,1714072,-0.0454079538645,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,11,42167374,0,42167374,16466973,0,0,0,0,0,0,1185603255,230774186,3300423,267418,-0.0406215792281,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_300_v12_m2_forced,300,7,0,aggregate,12,21183146,0,21183146,20984228,0,0,0,0,0,0,293549344,52413979,515606,0,0.0279079025714,results\bpc_core_repair_round\all_improvements_300_v12_m2_forced
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.00299079892788,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,2,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0.00289622821079,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,3,1,0,1,0,0,0,0,0,0,0,32,54,1,1,-0.0431597110106,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,4,1,0,1,0,0,0,0,0,0,0,160,54,1,1,-0.0329390222398,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,5,12,0,12,0,0,0,0,0,0,0,2379,627,12,12,-0.0324143206735,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,6,171,0,171,0,0,0,0,0,0,0,30969,7064,171,171,-0.0427314466887,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,7,2393,0,2393,0,0,0,0,0,0,0,320534,63410,2165,2165,-0.0427314466887,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,8,29696,0,29696,1403,0,0,0,0,0,0,2418252,430078,18456,18261,-0.0423013158395,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,9,277189,0,277189,79162,0,0,0,0,0,0,13435534,2224618,76532,76532,-0.0388613060055,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,10,1881631,0,1881631,1167443,0,0,0,0,0,0,56003965,8901993,301598,301002,-0.0326344499775,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,11,9422173,0,9422173,9394131,0,0,0,0,0,0,180362413,27943276,540690,540690,-0.0316026826771,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,12,35097205,0,35097205,49702345,0,0,0,0,0,0,456581513,69769472,1011691,1011176,-0.0309988438693,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,13,97616638,0,97616638,183160996,0,0,0,0,0,0,923826267,139951819,193628,193628,-0.0266140773508,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,14,205535567,0,205535567,477780894,0,0,0,0,0,0,1509210707,227449634,139040,139040,-0.0252546232926,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,15,334207571,0,334207571,899005826,0,0,0,0,0,0,2006126927,300703135,27992,27992,-0.0237139086934,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,16,422311079,0,422311079,1248726773,0,0,0,0,0,0,2161088238,318565701,0,0,,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,17,407420636,0,407420636,1281823679,0,0,0,0,0,0,1823045717,256491362,0,0,,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,18,286427845,0,286427845,935834063,0,0,0,0,0,0,1107881328,141723087,0,0,,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,19,132687908,0,132687908,440167782,0,0,0,0,0,0,425964534,46178675,0,0,,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,20,30618083,0,30618083,102069825,0,0,0,0,0,0,76296105,6383999,0,0,,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_v12_m1_3600,3600,12,0,aggregate,1,11,0,11,0,0,0,0,0,0,0,11,0,11,7,-0.0403237809751,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,2,112,0,112,0,0,0,0,0,0,0,2380,0,112,105,-0.0892702710376,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,3,1120,0,1120,0,0,0,0,0,0,0,181652,62598,1120,1108,-0.0981101328797,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,4,10079,0,10079,0,0,0,0,0,0,0,3237544,697308,10079,10065,-0.0947008149556,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,5,80627,0,80627,0,0,0,0,0,0,0,34357654,5089097,80627,80621,-0.0932671484081,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,6,564388,0,564388,0,0,0,0,0,0,0,260889479,29180240,564388,564388,-0.0894527923242,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,7,3386324,0,3386324,0,0,0,0,0,0,0,1480335678,135331520,3386103,3386103,-0.0868736422672,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,8,16931611,0,16931611,6,0,0,0,0,0,0,6173346796,492962517,16887220,16886873,-0.0846702309576,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,9,67713780,0,67713780,12661,0,0,0,0,0,0,17726103674,1320745965,62787329,62786716,-0.0797950644405,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,10,202181198,0,202181198,960141,0,0,0,0,0,0,30867551208,2317531169,142975886,142920228,-0.0723155149052,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,11,386158559,0,386158559,18203836,0,0,0,0,0,0,27051692915,2151239084,87669595,87665985,-0.0632230141309,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,12,305152635,0,305152635,81005924,0,0,0,0,0,0,8509020241,698486681,18755682,18721992,-0.0568684072095,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m2_3600,3600,7,0,aggregate,1,5,0,5,0,0,0,0,0,0,0,5,0,5,2,-0.00991134501242,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,2,49,0,49,0,0,0,0,0,0,0,882,0,49,35,-0.0532810405245,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,3,483,0,483,0,0,0,0,0,0,0,53791,34553,483,411,-0.0582187815332,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,4,4341,0,4341,0,0,0,0,0,0,0,1039246,427739,4341,3853,-0.0565164332932,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,5,34722,0,34722,0,0,0,0,0,0,0,11141624,3000282,34722,31617,-0.0548716888342,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,6,243050,0,243050,0,0,0,0,0,0,0,81765542,15689564,243050,215282,-0.0527665031032,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,7,1458297,0,1458297,0,0,0,0,0,0,0,431689281,64348945,1453037,1047988,-0.0503756697441,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,8,7286761,0,7286761,4722,0,0,0,0,0,0,1587023677,199973788,6906790,3088356,-0.0464426223111,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,9,28695952,0,28695952,451091,0,0,0,0,0,0,3721860872,427088690,18360839,4632076,-0.0428284439833,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,10,77374595,0,77374595,8713261,0,0,0,0,0,0,4923399293,545464351,26015272,2994067,-0.0366454216602,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,11,109097296,0,109097296,45651893,0,0,0,0,0,0,3191809739,349376760,8014849,539231,-0.0236086643434,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,12,53320638,0,53320638,55776658,0,0,0,0,0,0,761999510,82253310,1221264,209,-0.00567317293238,results\bpc_core_repair_round\all_improvements_3600_v12_m2
baseline_moderate_seed3301_1200,1200,2,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.00299079892788,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,2,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0.00289622821079,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,3,1,0,1,0,0,0,0,0,0,0,32,54,1,1,-0.0431597110106,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,4,1,0,1,0,0,0,0,0,0,0,160,54,1,1,-0.0329390222398,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,5,6,0,6,0,0,0,0,0,0,0,1205,317,6,6,-0.0305150254387,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,6,78,0,78,0,0,0,0,0,0,0,13500,3155,78,78,-0.0416911688008,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,7,1092,0,1092,0,0,0,0,0,0,0,138636,27714,996,996,-0.0426368759716,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,8,13651,0,13651,539,0,0,0,0,0,0,1015753,181673,8178,8079,-0.0422067451224,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,9,124668,0,124668,39144,0,0,0,0,0,0,5439988,904698,30686,30686,-0.0386721645713,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,10,814035,0,814035,557312,0,0,0,0,0,0,21832569,3480518,114957,114761,-0.0326344499775,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,11,3901496,0,3901496,4238849,0,0,0,0,0,0,67729242,10489992,195536,195536,-0.0316026826771,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,12,13869733,0,13869733,21243728,0,0,0,0,0,0,165343518,25155727,337698,337614,-0.0301486579019,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,13,36756791,0,36756791,74201066,0,0,0,0,0,0,323284403,48568635,61837,61837,-0.0266140773508,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
