stage,instance,left_arm,right_arm,left_status,right_status,left_strict,right_strict,left_final_lb,right_final_lb,left_common_gap,right_common_gap,left_wall_seconds,right_wall_seconds
stage1a,moderate4301,P-CPX,P-GRB,missing,time_limit,,False,,0.0056925513371461275,,0.7047133398057637,,117.6840986
stage2,V12_M1,P-CPX,P-GRB,time_limit,optimal,False,True,0.34537603058747085,0.3572005832084151,0.033103396737864256,1.2432488375612486e-15,294.895804,34.9515772
stage2,V12_M2,P-CPX,P-GRB,time_limit,optimal,False,True,0.5695756467253439,0.7185040707549712,0.20727568581920477,0.0,294.2457217,170.4208558
stage2,high_imbalance_seed3202,P-CPX,P-GRB,time_limit,time_limit,False,False,1.0471107004081424,1.074658780762213,0.4014161960621373,0.385668257737089,294.1922602,294.0787067
stage2,tight_T_seed3101,P-CPX,P-GRB,time_limit,time_limit,False,False,0.012870861278114078,0.01937849707503963,0.8799950287324103,0.8193193186959785,294.0898041,294.0805834
