stage,instance,arm,budget_seconds,return_code,status,strict_certificate,strict_certificate_class,strict_rejection,unsafe_diagnostic,authoritative,verified_witness,verified_ub,final_lb,common_ub,common_ub_gap,process_wall_seconds,nodes,work,simplex_iterations,memory_gb,optimize_count,native_model_count,native_model_read_count,artifact_generation_count,artifact_cache_hit_count,artifact_invalidation_count,same_leaf_resume_count,child_restart_count,presolve_execution_count,root_execution_count,confirmed_continuation_count,partial_reuse_count,observed_fresh_restart_count,ambiguous_retained_count,warm_start_submitted_count,warm_start_accepted_count,warm_start_rejected_count,warm_start_unknown_count,split_count,closed_leaf_count,feasibility_consistency,result_path
stage1c,V12_M1,S0-SAFE,180,0,global_gini_tree_time_limit,False,time_limit_valid_bound,none,False,True,True,0.3572005832084155,0.35288747816249133,0.3572005832084155,0.012074742451939471,176.6341622,11626,0,803886,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M1__s0_safe__180s\result.json
stage1c,V12_M1,T-CPX-EXT-POFF,180,0,optimal,True,engineering_exact_original_problem_optimal,none,False,True,True,0.3572005832084155,0.3572005832084155,0.3572005832084155,0.0,89.6075745,9890,0,0,0,5,5,5,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,True,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M1__t_cpx_ext_poff__180s\result.json
stage1c,V12_M1,T-CPX-EXT-PON,180,0,optimal,True,engineering_exact_original_problem_optimal,none,False,True,True,0.3572005832084155,0.3572005832084155,0.3572005832084155,0.0,90.4205244,9915,0,0,0,5,5,5,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,True,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M1__t_cpx_ext_pon__180s\result.json
stage1c,V12_M1,T-CPX-ST-PON-DIAG,180,0,global_gini_tree_not_certified,False,known_unsafe_presolve_on_diagnostic,unsafe_continuous_branch_presolve_override_forces_rejection,True,False,True,0.3572005832084155,,0.3572005832084155,,176.6322131,11611,0,831735,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M1__t_cpx_st_pon_diag__180s\result.json
stage1c,V12_M2,S0-SAFE,180,0,global_gini_tree_time_limit,False,time_limit_valid_bound,none,False,True,True,0.7185040707549709,0.6996299171400678,0.7185040707549709,0.026268680141326113,176.655108,9116,0,794635,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M2__s0_safe__180s\result.json
stage1c,V12_M2,T-CPX-EXT-POFF,180,0,external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,False,True,True,0.7185040707549709,0.6978390145553786,0.7185040707549709,0.028761223548641097,171.6256853,8371,0,0,0,8,8,8,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,True,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M2__t_cpx_ext_poff__180s\result.json
stage1c,V12_M2,T-CPX-EXT-PON,180,0,external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,False,True,True,0.7185040707549709,0.6978390145553786,0.7185040707549709,0.028761223548641097,171.6149394,8461,0,0,0,8,8,8,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,True,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M2__t_cpx_ext_pon__180s\result.json
stage1c,V12_M2,T-CPX-ST-PON-DIAG,180,0,global_gini_tree_not_certified,False,known_unsafe_presolve_on_diagnostic,unsafe_continuous_branch_presolve_override_forces_rejection,True,False,True,0.7185040707549709,,0.7185040707549709,,176.6847191,10290,0,909639,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1c__V12_M2__t_cpx_st_pon_diag__180s\result.json
