instance,family,left_arm,right_arm,common_verified_ub,left_final_lb,right_final_lb,final_lb_delta_right_minus_left,left_common_gap,right_common_gap,left_strict_certificate,right_strict_certificate,auc_status,auc_reason,common_window_start_process_seconds,common_window_end_process_seconds,common_window_duration_seconds,left_mean_valid_lower_bound,right_mean_valid_lower_bound,left_normalized_proof_auc,right_normalized_proof_auc,normalized_proof_auc_delta_right_minus_left
V12_M1,v12,C0-DIAG,C5-CANDIDATE,0.3572005832084155,0.3572005832084145,0.3572005832084146,5.551115123125783e-17,2.797309884512809e-15,2.641903779817653e-15,True,True,auc_unavailable,left=no_bound_component_at_row_561;right=complete_observed_trace,,,,,,,,
V12_M2,v12,C0-DIAG,C5-CANDIDATE,0.7185040707549709,0.7185040707549689,0.7185040707549704,1.4432899320127035e-15,2.781336286968359e-15,7.725934130467664e-16,True,True,auc_unavailable,left=no_bound_component_at_row_633;right=complete_observed_trace,,,,,,,,
high_imbalance_seed3202,high_imbalance,C0-DIAG,C5-CANDIDATE,1.7493134520506337,1.6974935979301984,1.749313452050631,0.05181985412043266,0.02962296668998313,1.5231891437048475e-15,False,True,observed_common_window,no_interpolation_no_post_last_event_extension,16.3205815,211.6262267,195.3056452,1.535048767536475,1.6487167865050136,0.8775149849428152,0.9424936306139396,0.06497864567112446
moderate_seed3302,moderate,C0-DIAG,C5-CANDIDATE,0.19563620654901237,0.15986358119059038,0.13984710960974936,-0.020016471580841022,0.1828527857365704,0.2851675460456563,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,19.9914791,289.5171721,269.525693,0.13776692719792208,0.13828949729122894,0.7041995427538995,0.7068706745577972,0.0026711318038976687
moderate_seed6301,moderate,C0-DIAG,C5-CANDIDATE,0.6075292832179728,0.45564696241347963,0.4949981501640891,0.03935118775060947,0.25,0.18522750452097825,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,51.0210222,291.4867091,240.46568689999998,0.08662827835954158,0.39492565507379557,0.142591115774185,0.650052048490479,0.507460932716294
tight_T_seed3101,tight_T,C0-DIAG,C5-CANDIDATE,0.10725273413394144,0.052801353735599986,0.05362636706697072,0.0008250133313707358,0.507692235895268,0.5,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,14.955199,289.4183603,274.4631613,0.052115968821598184,0.05185651065380679,0.4859173916863855,0.48349826298177506,-0.0024191287046104047
tight_T_seed5102,tight_T,C0-DIAG,C5-CANDIDATE,0.3623546627845846,0.3191184382499574,0.20843292656852036,-0.11068551168143703,0.11932018261437587,0.4247819940641107,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,17.6332225,289.6134815,271.980259,0.29579270191891627,0.20810221760067832,0.8163071495916185,0.5743053394193308,-0.24200181017228767
