run_id,instance,arm,process_seconds,event_type,valid_global_lb,immediate_global_lb_gain,event_source
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,13.440408932424926,native_root_processing_bound,0.30359386350434237,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,13.651307711444092,native_root_processing_bound,0.30362135164079285,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,14.182076638964844,native_root_processing_bound,0.3036361002692432,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,14.721727466485596,native_root_processing_bound,0.30365038286033447,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,15.258107632424927,native_root_processing_bound,0.3036797063678751,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,15.482858980926514,native_root_processing_bound,0.30370976148295553,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,16.34920152588501,native_root_processing_bound,0.30374009558293347,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,16.4082015411438,native_root_processing_bound,0.30377249354622476,3.2397963291297405e-05,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,17.102172777383423,native_root_processing_bound,0.3037916598851344,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,17.32129815994568,native_root_processing_bound,0.30379798504668415,0.0,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,17.385298289645387,native_root_processing_bound,0.3038321331304859,3.4148083801754936e-05,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,18.055482232424925,native_root_processing_bound,0.30386390269868346,0.0,gurobi_cb_mip_objbnd_valid_native_bound
