source_round,reported_arm,run,instance,family,leaf_id,attempt_ordinal,inherited_lower_bound,leaf_lower_bound_after,global_lower_bound_before,global_lower_bound_after,selected_while_controlling,selected_again_same_leaf,open_competing_leaves_before,solver_runtime_seconds_telemetry,work_telemetry
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0.0,1,0.15986358119059038,1e+100,0.15986358119059038,0.15986358119059038,True,False,5,1.941999912261963,3.7567066918385947
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0.1,1,0.15986358119059038,0.15986358119059038,0.15986358119059038,0.15986358119059038,True,True,4,30.002000093460083,58.02225885745891
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0.1,2,0.15986358119059038,0.1614588476727333,0.15986358119059038,0.15993169568947416,True,False,4,60.019999980926514,100.80245229625575
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.0.0,1,0.16089150760714427,0.16089150760714427,0.16089150760714427,0.16089150760714427,True,False,5,12.47000002861023,26.860889331543124
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L0,1,0.0,1e+100,0.0,0.02681318353348536,True,False,3,1.5789999961853027,3.0060706026701105
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1,1,0.02681318353348536,0.051936022768654666,0.02681318353348536,0.051936022768654666,True,True,2,30.000999927520752,62.20037778293656
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1,2,0.051936022768654666,0.053385051017276905,0.051936022768654666,0.053385051017276905,True,False,2,60.00200009346008,112.81745162310489
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.0,1,0.053385051017276905,0.0534534682934871,0.053385051017276905,0.053385051017276905,True,True,3,30.001999855041504,63.347359845596635
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.0,2,0.0534534682934871,1e+100,0.0534534682934871,0.05362636706697072,True,False,4,33.930999994277954,65.51805827162917
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1,1,0.053385051017276905,0.053385051017276905,0.053385051017276905,0.053385051017276905,True,True,3,30.002000093460083,63.67078226550303
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1,2,0.053385051017276905,0.053385051017276905,0.053385051017276905,0.053385051017276905,True,False,3,60.00100016593933,122.92097021473988
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0,1,0.053385051017276905,0.053385051017276905,0.053385051017276905,0.053385051017276905,True,True,4,30.00100016593933,56.006716686984475
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0,2,0.053385051017276905,0.053385051017276905,0.053385051017276905,0.053385051017276905,True,False,4,60.00699996948242,113.40051707793388
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.1,1,0.053385051017276905,0.058521452927275064,0.053385051017276905,0.053385051017276905,True,False,4,30.00100016593933,61.054114230993505
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.0,1,0.053385051017276905,0.053385051017276905,0.053385051017276905,0.053385051017276905,True,True,5,30.002000093460083,59.81376912178845
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.0,2,0.053385051017276905,1e+100,0.053385051017276905,0.0534534682934871,True,False,5,52.52499985694885,109.3030572938549
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.1,1,0.053385051017276905,0.05508481992863555,0.053385051017276905,0.053385051017276905,True,True,5,30.003000020980835,62.763475909826944
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.1,2,0.05508481992863555,0.05531471467560385,0.05508481992863555,0.05531471467560385,True,False,3,47.14500021934509,97.46417875634418
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L2,1,0.05362636706697072,0.06516860195644249,0.05362636706697072,0.05508481992863555,True,False,3,30.002000093460083,64.26962830202862
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L0,1,0.0,1e+100,0.0,0.08930014580210388,True,False,3,0.24300003051757812,0.45650315755326426
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L1,1,0.08930014580210388,1e+100,0.08930014580210388,0.17860029160420776,True,False,2,0.21500015258789062,0.428986438878362
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L2,1,0.17860029160420776,0.3572005832084155,0.17860029160420776,0.26790043740631164,True,False,1,21.701000213623047,33.438233046930414
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L3,1,0.26790043740631164,1e+100,0.26790043740631164,0.3572005832084155,True,False,0,0.2349998950958252,0.4576535330468066
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L0,1,0.0,1e+100,0.0,0.17962601768874273,True,False,3,0.2999999523162842,0.4901279407209964
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L1,1,0.17962601768874273,1e+100,0.17962601768874273,0.35925203537748546,True,False,2,0.4049999713897705,0.801655365912265
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,1,0.35925203537748546,0.6489129032126036,0.35925203537748546,0.5388780530662282,True,True,1,30.008000135421753,53.57993953116075
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,2,0.6489129032126036,0.6831855602457092,0.6489129032126036,0.6831855602457092,True,False,0,60.00099992752075,129.83061637853126
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L3,1,0.5388780530662282,1e+100,0.5388780530662282,0.6489129032126036,True,False,1,0.5110001564025879,0.9434560573810025
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2.0,1,0.6831855602457092,1e+100,0.6831855602457092,0.6831855602457092,True,False,1,13.779000043869019,25.064434216782708
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2.1,1,0.6831855602457092,0.6938684840681553,0.6831855602457092,0.6938684840681553,True,True,0,30.003000020980835,54.68586076130014
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2.1,2,0.6938684840681553,0.7185040707549709,0.6938684840681553,0.7185040707549709,True,False,0,25.645999908447266,58.004761043551234
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep1__300s,regen_candidate_V12_M1_average,other,L0,1,0.0,1e+100,0.0,0.08930014580210388,True,False,3,0.2519998550415039,0.45650315755326426
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep1__300s,regen_candidate_V12_M1_average,other,L1,1,0.08930014580210388,1e+100,0.08930014580210388,0.17860029160420776,True,False,2,0.2219998836517334,0.428986438878362
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep1__300s,regen_candidate_V12_M1_average,other,L2,1,0.17860029160420776,0.3572005832084155,0.17860029160420776,0.26790043740631164,True,False,1,22.628000020980835,33.438233046930414
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep1__300s,regen_candidate_V12_M1_average,other,L3,1,0.26790043740631164,1e+100,0.26790043740631164,0.3572005832084155,True,False,0,0.24399995803833008,0.4576535330468066
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep2__300s,regen_candidate_V12_M1_average,other,L0,1,0.0,1e+100,0.0,0.08930014580210388,True,False,3,0.2560000419616699,0.45650315755326426
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep2__300s,regen_candidate_V12_M1_average,other,L1,1,0.08930014580210388,1e+100,0.08930014580210388,0.17860029160420776,True,False,2,0.23100018501281738,0.428986438878362
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep2__300s,regen_candidate_V12_M1_average,other,L2,1,0.17860029160420776,0.3572005832084155,0.17860029160420776,0.26790043740631164,True,False,1,22.634999990463257,33.438233046930414
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep2__300s,regen_candidate_V12_M1_average,other,L3,1,0.26790043740631164,1e+100,0.26790043740631164,0.3572005832084155,True,False,0,0.24200010299682617,0.4576535330468066
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep3__300s,regen_candidate_V12_M1_average,other,L0,1,0.0,1e+100,0.0,0.08930014580210388,True,False,3,0.25300002098083496,0.45650315755326426
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep3__300s,regen_candidate_V12_M1_average,other,L1,1,0.08930014580210388,1e+100,0.08930014580210388,0.17860029160420776,True,False,2,0.2239999771118164,0.428986438878362
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep3__300s,regen_candidate_V12_M1_average,other,L2,1,0.17860029160420776,0.3572005832084155,0.17860029160420776,0.26790043740631164,True,False,1,22.58299994468689,33.438233046930414
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M1__c0__rep3__300s,regen_candidate_V12_M1_average,other,L3,1,0.26790043740631164,1e+100,0.26790043740631164,0.3572005832084155,True,False,0,0.24000000953674316,0.4576535330468066
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L0,1,0.0,1e+100,0.0,0.17962601768874273,True,False,3,0.32200002670288086,0.4901279407209964
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L1,1,0.17962601768874273,1e+100,0.17962601768874273,0.35925203537748546,True,False,2,0.4270000457763672,0.801655365912265
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2,1,0.35925203537748546,0.6489129032126036,0.35925203537748546,0.5388780530662282,True,True,1,30.00600004196167,52.54453223428929
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2,2,0.6489129032126036,0.6897857672887171,0.6489129032126036,0.6897857672887171,True,False,0,60.00099992752075,127.01107536471068
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L3,1,0.5388780530662282,1e+100,0.5388780530662282,0.6489129032126036,True,False,1,0.4629998207092285,0.9434560573810025
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2.0,1,0.6897857672887171,1e+100,0.6897857672887171,0.6897857672887171,True,False,1,14.24399995803833,25.064434216782708
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2.1,1,0.6897857672887171,0.6938684840681553,0.6897857672887171,0.6938684840681553,True,True,0,30.009000062942505,53.58192298012052
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2.1,2,0.6938684840681553,0.7185040707549746,0.6938684840681553,0.7185040707549746,True,False,0,47.99600005149841,99.39560640685559
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L0,1,0.0,1e+100,0.0,0.17962601768874273,True,False,3,0.30099987983703613,0.4901279407209964
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L1,1,0.17962601768874273,1e+100,0.17962601768874273,0.35925203537748546,True,False,2,0.40600013732910156,0.801655365912265
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2,1,0.35925203537748546,0.6489129032126036,0.35925203537748546,0.5388780530662282,True,True,1,30.021000146865845,53.49427892316074
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2,2,0.6489129032126036,0.6860315894582988,0.6489129032126036,0.6860315894582988,True,False,0,60.00200009346008,131.835698055746
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L3,1,0.5388780530662282,1e+100,0.5388780530662282,0.6489129032126036,True,False,1,0.4530000686645508,0.9434560573810025
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2.0,1,0.6860315894582988,1e+100,0.6860315894582988,0.6860315894582988,True,False,1,13.60699987411499,25.064434216782708
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2.1,1,0.6860315894582988,0.6938684840681553,0.6860315894582988,0.6938684840681553,True,True,0,30.001999855041504,55.14568989941461
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2.1,2,0.6938684840681553,0.7185040707549709,0.6938684840681553,0.7185040707549709,True,False,0,27.07099986076355,65.14919257329692
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L0,1,0.0,1e+100,0.0,0.17962601768874273,True,False,3,0.2969999313354492,0.4901279407209964
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L1,1,0.17962601768874273,1e+100,0.17962601768874273,0.35925203537748546,True,False,2,0.4179999828338623,0.801655365912265
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2,1,0.35925203537748546,0.6489129032126036,0.35925203537748546,0.5388780530662282,True,True,1,30.009000062942505,53.67400062016075
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2,2,0.6489129032126036,0.6831855602457092,0.6489129032126036,0.6831855602457092,True,False,0,60.00099992752075,130.12376417080125
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L3,1,0.5388780530662282,1e+100,0.5388780530662282,0.6489129032126036,True,False,1,0.4510002136230469,0.9434560573810025
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2.0,1,0.6831855602457092,1e+100,0.6831855602457092,0.6831855602457092,True,False,1,13.81499981880188,25.064434216782708
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2.1,1,0.6831855602457092,0.6938684840681553,0.6831855602457092,0.6938684840681553,True,True,0,30.001999855041504,54.47687687321581
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2.1,2,0.6938684840681553,0.7185040707549709,0.6938684840681553,0.7185040707549709,True,False,0,33.64999985694885,76.14212216898817
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/sentinel__moderate_seed4301__c0__120s,moderate_seed4301,moderate,L0,1,0.0,1e+100,0.0,0.004819512785814326,True,False,3,5.250999927520752,10.382087037100046
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/sentinel__moderate_seed4301__c0__120s,moderate_seed4301,moderate,L1,1,0.004819512785814326,0.006630373210989199,0.004819512785814326,0.006630373210989199,True,True,2,30.003000020980835,63.46420967094564
round26,C0-LEGACY,results/gf_external_gurobi_production_validation_round26/runs/sentinel__moderate_seed4301__c0__120s,moderate_seed4301,moderate,L1,2,0.006630373210989199,0.006689759814836716,0.006630373210989199,0.006689759814836716,True,False,2,57.02500009536743,121.70383563157402
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/sentinel__moderate_seed4301__c1__120s,moderate_seed4301,moderate,L0,1,0.0,1e+100,0.0,0.004819512785814326,True,False,3,5.226999998092651,10.382087037100046
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/sentinel__moderate_seed4301__c1__120s,moderate_seed4301,moderate,L1,1,0.004819512785814326,0.006630373210989199,0.004819512785814326,0.006630373210989199,True,True,2,30.002999782562256,63.51456644519999
round26,C1-EQUALS-C0,results/gf_external_gurobi_production_validation_round26/runs/sentinel__moderate_seed4301__c1__120s,moderate_seed4301,moderate,L1,2,0.006630373210989199,0.006689759814836716,0.006630373210989199,0.006689759814836716,True,False,2,57.045000076293945,122.17840675626029
