run_id,instance,arm,process_seconds,event_type,valid_global_lb,immediate_global_lb_gain,event_source
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,11.121992562670899,partial_native_bound_target,0.30320009264665937,0.00011197412213548308,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,11.1331124,partial_native_bound_target,0.30320009264665937,0.0,c5_target_reached_parent_requeued_before_split
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,12.557623417166138,partial_native_bound_target,0.3038321331304859,0.00019714212418764365,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,12.5687478,partial_native_bound_target,0.3038321331304859,0.0,c5_target_reached_parent_requeued_before_split
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,13.109499007629395,partial_native_bound_target,0.3047718509791051,0.0009397178486191815,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,13.119032,partial_native_bound_target,0.3047718509791051,0.0,c5_target_reached_parent_requeued_before_split
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,13.96651744468689,partial_native_bound_target,0.30674126571621935,0.0006425097023899373,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,13.9769688,partial_native_bound_target,0.30674126571621935,0.0,c5_target_reached_parent_requeued_before_split
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,21.245801533242798,partial_native_bound_target,0.6472167581906273,6.348888078633319e-05,gurobi_cb_mip_objbnd_valid_native_bound
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,21.2605187,partial_native_bound_target,0.6472167581906273,0.0,c5_target_reached_parent_requeued_before_split
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,22.316275596456908,partial_native_bound_target,0.6472829316727703,6.61734821429949e-05,gurobi_cb_mip_objbnd_valid_native_bound
