source_round,reported_arm,algorithm_identity,run,instance,family,parent_id,depth,historical_completed_attempts,parent_inherited_bound,parent_bound_before_split,first_processing_gain,repeated_processing_gain,split_event_global_gain,first_child_min_native_bound,first_child_processing_gain_over_parent,child_rows_observed,split_materially_useful_from_observed_children,split_unnecessary_or_zero_immediate_gain,verified_upper_bound,parent_status,atomic_replacement_observed
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,0,2,0.35925203537748546,0.6831855602457092,0.2896608678351182,0.03427265703310556,0.0,0.6489129032126036,0.0,3,False,True,0.7185040707549709,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2,0,2,0.35925203537748546,0.6897857672887171,0.2896608678351182,0.04087286407611346,0.0,0.6489129032126036,0.0,3,False,True,0.7185040707549709,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2,0,2,0.35925203537748546,0.6860315894582988,0.2896608678351182,0.03711868624569514,0.0,0.6489129032126036,0.0,3,False,True,0.7185040707549709,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2,0,2,0.35925203537748546,0.6831855602457092,0.2896608678351182,0.03427265703310556,0.0,0.6489129032126036,0.0,3,False,True,0.7185040707549709,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c0__1200s,regen_candidate_V12_M2_average,other,L2,0,2,0.35925203537748546,0.6860315894582988,0.2896608678351182,0.03711868624569514,0.0,0.6489129032126036,0.0,3,False,True,0.7185040707549709,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c1__1200s,regen_candidate_V12_M2_average,other,L2,0,2,0.35925203537748546,0.6827317662425703,0.2896608678351182,0.03381886302996662,0.0,0.6489129032126036,0.0,3,False,True,0.7185040707549709,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2,0,2,0.475,1.6914789106759198,1.206246319898792,0.010232590777127681,0.0,1.6812463198987921,0.0,3,False,True,1.7493134520506337,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0,1,2,1.6914789106759198,1.695678350600136,0.0011836958810123033,0.0030157440432039273,0.0,1.69613310345644,0.00045475285630391937,2,True,False,1.7493134520506337,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,2,2,1.695678350600136,1.7009163584825047,0.00045475285630391937,0.004783255026064692,0.0,1.7009163584825047,0.0,2,False,True,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2,0,2,0.475,1.6887948778019441,1.206246319898792,0.007548557903152009,0.0,1.6812463198987921,0.0,3,False,True,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0,1,2,1.6887948778019441,1.6957540109117508,0.0038677287549879757,0.0030914043548186942,0.0,1.6961366846022305,0.000382673690479729,2,True,False,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,2,2,1.6957540109117508,1.6997972855165264,0.000382673690479729,0.003660600914295875,0.0,1.6997972855165264,0.0,2,False,True,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1,3,2,1.6997972855165264,1.7018039252389847,0.0,0.002006639722458292,0.0,1.7018039252389847,0.0,2,False,True,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1,4,2,1.7018039252389847,1.702190977732824,0.0,0.0003870524938391906,0.0,1.702190977732824,0.0,2,False,True,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1,5,2,1.702190977732824,1.7073266708594745,0.0,0.005135693126650631,0.0,1.7073266708594745,0.0,2,False,True,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1,6,2,1.7073266708594745,1.7073266708594745,0.0,0.0,0.0,1.7073266708594745,0.0,2,False,True,1.7493134520506337,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1.0,7,2,1.7073266708594745,1.7073266708594745,0.0,0.0,0.0,1.7073266708594745,0.0,2,False,True,1.7493134520506337,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1,0,2,0.04890905163725309,0.15964157620068223,0.11058860514956967,0.00014391941385946683,0.0,0.15949765678682276,0.0,3,False,True,0.19563620654901237,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0,1,2,0.15964157620068223,0.15965636104587766,0.0,1.4784845195431329e-05,0.0,0.15993169568947416,0.0002753346435964976,2,True,False,0.19563620654901237,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0,0,2,0.0,0.15986358119059038,0.15561476199603727,0.004248819194553111,0.00036592440376762014,0.15561476199603727,0.0,3,False,True,0.19563620654901237,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0,2,2,0.15965636104587766,0.16089150760714427,0.0002753346435964976,0.0009598119176701114,0.0,0.16089150760714427,0.0,2,False,True,0.19563620654901237,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0,3,2,0.16089150760714427,0.1613310953063914,0.0,0.0004395876992471237,0.0,0.1613555719298312,2.4476623439795286e-05,2,True,False,0.19563620654901237,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0.0,4,2,0.1613310953063914,0.16136519822014253,2.4476623439795286e-05,9.6262903113431e-06,0.0,0.16190728573657254,0.0005420875164300065,2,True,False,0.19563620654901237,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0.1,1,2,0.15986358119059038,0.1619242189831839,0.0,0.0020606377925935226,0.001992523293709747,0.1619242189831839,0.0,2,False,True,0.19563620654901237,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1,0,2,0.04890905163725309,0.15964157620068223,0.11058860514956967,0.00014391941385946683,0.0,0.15949765678682276,0.0,3,False,True,0.19563620654901237,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0,1,2,0.15964157620068223,0.15975784246375876,0.0,0.00011626626307653654,0.0,0.15993169568947416,0.0001738532257153924,2,True,False,0.19563620654901237,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0,0,2,0.0,0.15986358119059038,0.15561476199603727,0.004248819194553111,0.00036592440376762014,0.15561476199603727,0.0,3,False,True,0.19563620654901237,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0,2,2,0.15975784246375876,0.1600595011230413,0.0001738532257153924,0.00012780543356713525,0.0,0.16086796697403577,0.0008084658509944775,2,True,False,0.19563620654901237,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0.1,1,2,0.15986358119059038,0.1619242189831839,0.0,0.0020606377925935226,0.001992523293709747,0.1619242189831839,0.0,2,False,True,0.19563620654901237,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0.0,3,2,0.1600595011230413,0.162137024246507,0.0008084658509944775,0.0012690572724712301,0.0004489946130690481,0.162137024246507,0.0,2,False,True,0.19563620654901237,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0.0.0,4,2,0.162137024246507,0.162137024246507,0.0,0.0,0.0,0.162137024246507,0.0,2,False,True,0.19563620654901237,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1,0,2,0.02681318353348536,0.05311888139940499,0.025122839235169305,0.001182858630750322,0.0,0.051936022768654666,0.0,3,False,True,0.10725273413394144,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1,1,2,0.05311888139940499,0.05311888139940499,0.0,0.0,0.0,0.05311888139940499,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0,2,2,0.05311888139940499,0.05311888139940499,0.0,0.0,0.0,0.05324688857109051,0.0001280071716855194,2,True,False,0.10725273413394144,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1,3,2,0.05311888139940499,0.05531471467560385,0.0019659385292305626,0.00022989474696830103,0.0,0.05531471467560385,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0,4,2,0.05531471467560385,0.05563879319522691,0.0,0.00032407851962305834,0.0,0.05563879319522691,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0,5,2,0.05563879319522691,0.05563879319522691,0.0,0.0,0.0,0.05563879319522691,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0,6,2,0.05563879319522691,0.05563879319522691,0.0,0.0,0.0,0.05563879319522691,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1,0,2,0.02681318353348536,0.05293085695042431,0.025122839235169305,0.000994834181769641,0.0,0.051936022768654666,0.0,3,False,True,0.10725273413394144,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1,1,2,0.05293085695042431,0.05293085695042431,0.0,0.0,0.0,0.05293085695042431,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0,2,2,0.05293085695042431,0.053085684012256065,0.0,0.0001548270618317582,0.0,0.05324688857109051,0.00016120455883444212,2,True,False,0.10725273413394144,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1,3,2,0.053085684012256065,0.05531471467560385,0.0019991359163794853,0.00022989474696830103,0.0,0.05531471467560385,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0,4,2,0.05531471467560385,0.05541646499029597,0.0,0.00010175031469211726,0.0,0.05541646499029597,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0,5,2,0.05541646499029597,0.05541646499029597,0.0,0.0,0.0,0.05541646499029597,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0,6,2,0.05541646499029597,0.05553587973675013,0.0,0.00011941474645416061,1.86521845361165e-05,0.05553587973675013,0.0,2,False,True,0.10725273413394144,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1,0,2,0.2375,1.0427963007305416,0.7998169048968917,0.005479395833649869,0.0,1.0373169048968918,0.0,3,False,True,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1,1,2,1.0427963007305416,1.081477247756214,0.038290544511594415,0.0003904025140779588,0.0,1.0849027118875585,0.00342546413134448,2,True,False,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0,2,2,1.081477247756214,1.0885343243377137,0.00342546413134448,0.003631612450155197,0.0,1.0886088503054927,7.452596777901555e-05,2,True,False,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1,3,2,1.0885343243377137,1.0899338165468428,7.452596777901555e-05,0.001324966241350145,0.0,1.090908370545359,0.0009745539985162033,2,True,False,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.1,4,2,1.0899338165468428,1.090908370545359,0.0009745539985162033,0.0,0.0,1.0917496551773453,0.0008412846319862943,2,True,False,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0,4,2,1.0899338165468428,1.0911002470267808,0.0011664304799379188,0.0,0.0,1.0916429039196829,0.0005426568929021158,2,True,False,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.1.0,5,2,1.090908370545359,1.0926626824172232,0.0008412846319862943,0.0009130272398778505,0.0,1.0926626824172232,0.0,2,False,True,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.1.0.0,6,2,1.0926626824172232,1.0931801095226281,0.0,0.0005174271054049218,0.0005174271054049218,1.0931801095226281,0.0,2,False,True,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.1.0.0.1,7,2,1.0931801095226281,1.0932381612097657,0.0,5.805168713757247e-05,2.2570684613532066e-05,1.0932381612097657,0.0,2,False,True,1.1542456900998876,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.1.0.0.0,7,2,1.0931801095226281,1.0936252628765324,0.0004451533539042707,0.0,0.0,1.0936252628765324,0.0,2,False,True,1.1537399674751263,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1,0,2,0.2375,1.0427963007305416,0.7998169048968917,0.005479395833649869,0.0,1.0373169048968918,0.0,3,False,True,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1,1,2,1.0427963007305416,1.081477247756214,0.038290544511594415,0.0003904025140779588,0.0,1.0849027118875585,0.00342546413134448,2,True,False,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0,2,2,1.081477247756214,1.0884516129554829,0.00342546413134448,0.0035489010679243815,0.0,1.0886088503054927,0.0001572373500098312,2,True,False,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1,3,2,1.0884516129554829,1.0900652970927258,0.0001572373500098312,0.0014564467872331122,0.0,1.090908370545359,0.0008430734526332362,2,True,False,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.1,4,2,1.0900652970927258,1.091041253821512,0.0008430734526332362,0.0001328832761529064,0.0,1.0917496551773453,0.0007084013558333879,2,True,False,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0,4,2,1.0900652970927258,1.0911002470267808,0.0010349499340549517,0.0,0.0,1.0916429039196829,0.0005426568929021158,2,True,False,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1,5,2,1.0911002470267808,1.0931873625409465,0.0005426568929021158,0.0015444586212636224,0.0014377073636011595,1.0931873625409465,0.0,2,False,True,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0,6,2,1.0931873625409465,1.0931873625409465,0.0,0.0,0.0,1.0931873625409465,0.0,2,False,True,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.1,6,2,1.0931873625409465,1.0931873625409465,0.0,0.0,0.0,1.0931873625409465,0.0,2,False,True,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0.1,7,2,1.0931873625409465,1.0931873625409465,0.0,0.0,0.0,1.0931873625409465,0.0,2,False,True,1.1542456900998876,replaced,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5203__c1__1800s,high_imbalance_seed5203,high_imbalance,L2,0,2,0.475,2.325708649498644,1.7889910993400218,0.061717550158622014,0.0,2.263991099340022,0.0,3,False,True,2.3524097575828193,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1,0,2,0.04221433414923167,0.09976167524340776,0.05754672486573675,6.162284393457229e-07,0.0,0.09976105901496841,0.0,3,False,True,0.16885733659692667,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0,1,2,0.09976167524340776,0.10554337483129468,0.0036001659819647897,0.0021815336059221313,0.0,0.10554337483129468,0.0,2,False,True,0.16885733659692667,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1,2,2,0.10554337483129468,0.10554337483129468,0.0,0.0,0.0,0.10554337483129468,0.0,2,False,True,0.16885733659692667,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1,3,2,0.10554337483129468,0.10556171668155176,0.0,1.834185025707813e-05,0.0,0.10568460262799931,0.00012288594644754847,2,True,False,0.16885733659692667,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1,4,2,0.10556171668155176,0.10582858429448216,0.00012288594644754847,0.00014398166648285637,0.0,0.10593464341257836,0.00010605911809619117,2,True,False,0.16885733659692667,replaced,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0,5,2,0.10582858429448216,0.10615994867029267,0.00010605911809619117,0.0002253052577143172,6.830653837518186e-05,0.10615994867029267,0.0,2,False,True,0.16885733659692667,replaced,True
