source_round,run,instance,family,parent_id,shadow_rule,dimensionless_threshold,first_native_gain_ratio,repeated_native_gain_ratio,target_reached_after_first_processing,target_reached_only_after_repeated_processing,historical_split_explainable_without_time_or_attempts,coverage_preserved_if_parent_retained_or_atomic_split,counterfactual_runtime_claimed
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1,normalized_native_gain_10pct,0.1,0.00859376174261463,0.024458750245453492,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c1__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.1.0.1.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5203__c1__1800s,high_imbalance_seed5203,high_imbalance,L2,normalized_native_gain_1pct,0.01,0.9529039103553839,0.03287377723980932,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5203__c1__1800s,high_imbalance_seed5203,high_imbalance,L2,normalized_native_gain_5pct,0.05,0.9529039103553839,0.03287377723980932,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5203__c1__1800s,high_imbalance_seed5203,high_imbalance,L2,normalized_native_gain_10pct,0.1,0.9529039103553839,0.03287377723980932,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1,normalized_native_gain_1pct,0.01,0.454401141425119,4.865870418701044e-06,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1,normalized_native_gain_5pct,0.05,0.454401141425119,4.865870418701044e-06,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1,normalized_native_gain_10pct,0.1,0.454401141425119,4.865870418701044e-06,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0,normalized_native_gain_1pct,0.01,0.05210408166650307,0.03157265685265823,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0,normalized_native_gain_5pct,0.05,0.05210408166650307,0.03157265685265823,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0,normalized_native_gain_10pct,0.1,0.05210408166650307,0.03157265685265823,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1,normalized_native_gain_1pct,0.01,0.0,0.000289696770594988,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1,normalized_native_gain_5pct,0.05,0.0,0.000289696770594988,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1,normalized_native_gain_10pct,0.1,0.0,0.000289696770594988,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1,normalized_native_gain_1pct,0.01,0.0019414605088289637,0.0022747492903198866,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1,normalized_native_gain_5pct,0.05,0.0019414605088289637,0.0022747492903198866,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1,normalized_native_gain_10pct,0.1,0.0019414605088289637,0.0022747492903198866,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0,normalized_native_gain_1pct,0.01,0.0016827101001026443,0.00357464251605658,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0,normalized_native_gain_5pct,0.05,0.0016827101001026443,0.00357464251605658,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0,normalized_native_gain_10pct,0.1,0.0016827101001026443,0.00357464251605658,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c0__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1,normalized_native_gain_1pct,0.01,0.454401141425119,0.0010662064521489284,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1,normalized_native_gain_5pct,0.05,0.454401141425119,0.0010662064521489284,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1,normalized_native_gain_10pct,0.1,0.454401141425119,0.0010662064521489284,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0,normalized_native_gain_1pct,0.01,0.050256551676406115,0.03161668107813529,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0,normalized_native_gain_5pct,0.05,0.050256551676406115,0.03161668107813529,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0,normalized_native_gain_10pct,0.1,0.050256551676406115,0.03161668107813529,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1,normalized_native_gain_1pct,0.01,0.0,0.00030876657939820566,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1,normalized_native_gain_5pct,0.05,0.0,0.00030876657939820566,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1,normalized_native_gain_10pct,0.1,0.0,0.00030876657939820566,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1,normalized_native_gain_1pct,0.01,0.0019414605088289637,0.0022747492903198866,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1,normalized_native_gain_5pct,0.05,0.0019414605088289637,0.0022747492903198866,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1,normalized_native_gain_10pct,0.1,0.0019414605088289637,0.0022747492903198866,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0,normalized_native_gain_1pct,0.01,0.0016827101001026443,0.004965145604650524,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0,normalized_native_gain_5pct,0.05,0.0016827101001026443,0.004965145604650524,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0,normalized_native_gain_10pct,0.1,0.0016827101001026443,0.004965145604650524,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5301__c1__1800s,moderate_seed5301,moderate,L1.0.1.1.1.0.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1,normalized_native_gain_1pct,0.01,0.48208515699145826,0.005946626114239517,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1,normalized_native_gain_5pct,0.05,0.48208515699145826,0.005946626114239517,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1,normalized_native_gain_10pct,0.1,0.48208515699145826,0.005946626114239517,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.1,normalized_native_gain_1pct,0.01,0.008656395912031012,0.0040330057748284645,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.1,normalized_native_gain_5pct,0.05,0.008656395912031012,0.0040330057748284645,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.1,normalized_native_gain_10pct,0.1,0.008656395912031012,0.0040330057748284645,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1,normalized_native_gain_1pct,0.01,0.004118045484886153,0.01580026325250089,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1,normalized_native_gain_5pct,0.05,0.004118045484886153,0.01580026325250089,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1,normalized_native_gain_10pct,0.1,0.004118045484886153,0.01580026325250089,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c0__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1,normalized_native_gain_1pct,0.01,0.48208515699145826,0.005946626114239517,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1,normalized_native_gain_5pct,0.05,0.48208515699145826,0.005946626114239517,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1,normalized_native_gain_10pct,0.1,0.48208515699145826,0.005946626114239517,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1,normalized_native_gain_1pct,0.01,0.0,0.00010271100929384355,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1,normalized_native_gain_5pct,0.05,0.0,0.00010271100929384355,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1,normalized_native_gain_10pct,0.1,0.0,0.00010271100929384355,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1,normalized_native_gain_1pct,0.01,0.004015746937013279,0.004454535894508585,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1,normalized_native_gain_5pct,0.05,0.004015746937013279,0.004454535894508585,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1,normalized_native_gain_10pct,0.1,0.004015746937013279,0.004454535894508585,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage2__moderate_seed5302__c1__1800s,moderate_seed5302,moderate,L1.0.1.1.1.0.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
