run_id,instance,arm,common_gap_threshold,reached,first_observed_process_seconds,no_interpolation
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.25,True,0.45494197438659667,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.1,False,,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.05,False,,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.01,False,,True
stage2__high_imbalance_seed5203__c4_candidate__300s,high_imbalance_seed5203,C4-CANDIDATE,0.9,True,14.3732028,True
stage2__high_imbalance_seed5203__c4_candidate__300s,high_imbalance_seed5203,C4-CANDIDATE,0.75,True,15.7558973,True
stage2__high_imbalance_seed5203__c4_candidate__300s,high_imbalance_seed5203,C4-CANDIDATE,0.5,True,16.8812406,True
stage2__high_imbalance_seed5203__c4_candidate__300s,high_imbalance_seed5203,C4-CANDIDATE,0.25,True,16.8812406,True
stage2__high_imbalance_seed5203__c4_candidate__300s,high_imbalance_seed5203,C4-CANDIDATE,0.1,False,,True
stage2__high_imbalance_seed5203__c4_candidate__300s,high_imbalance_seed5203,C4-CANDIDATE,0.05,False,,True
stage2__high_imbalance_seed5203__c4_candidate__300s,high_imbalance_seed5203,C4-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed5203__c5_candidate__300s,high_imbalance_seed5203,C5-CANDIDATE,0.9,True,14.4546107,True
stage2__high_imbalance_seed5203__c5_candidate__300s,high_imbalance_seed5203,C5-CANDIDATE,0.75,True,15.8435165,True
stage2__high_imbalance_seed5203__c5_candidate__300s,high_imbalance_seed5203,C5-CANDIDATE,0.5,True,16.9444379,True
stage2__high_imbalance_seed5203__c5_candidate__300s,high_imbalance_seed5203,C5-CANDIDATE,0.25,True,16.9444379,True
stage2__high_imbalance_seed5203__c5_candidate__300s,high_imbalance_seed5203,C5-CANDIDATE,0.1,True,215.39392868937378,True
stage2__high_imbalance_seed5203__c5_candidate__300s,high_imbalance_seed5203,C5-CANDIDATE,0.05,True,232.4703714,True
stage2__high_imbalance_seed5203__c5_candidate__300s,high_imbalance_seed5203,C5-CANDIDATE,0.01,True,249.34892381035462,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.9,True,0.27954524959106447,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.75,True,0.27954524959106447,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.5,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.25,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.1,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.05,False,,True
stage2__moderate_seed5301__p_grb__300s,moderate_seed5301,P-GRB,0.01,False,,True
stage2__moderate_seed5301__c4_candidate__300s,moderate_seed5301,C4-CANDIDATE,0.9,True,21.0031589,True
stage2__moderate_seed5301__c4_candidate__300s,moderate_seed5301,C4-CANDIDATE,0.75,True,21.0031589,True
stage2__moderate_seed5301__c4_candidate__300s,moderate_seed5301,C4-CANDIDATE,0.5,False,,True
stage2__moderate_seed5301__c4_candidate__300s,moderate_seed5301,C4-CANDIDATE,0.25,False,,True
stage2__moderate_seed5301__c4_candidate__300s,moderate_seed5301,C4-CANDIDATE,0.1,False,,True
stage2__moderate_seed5301__c4_candidate__300s,moderate_seed5301,C4-CANDIDATE,0.05,False,,True
stage2__moderate_seed5301__c4_candidate__300s,moderate_seed5301,C4-CANDIDATE,0.01,False,,True
stage2__moderate_seed5301__c5_candidate__300s,moderate_seed5301,C5-CANDIDATE,0.9,True,21.0925747,True
stage2__moderate_seed5301__c5_candidate__300s,moderate_seed5301,C5-CANDIDATE,0.75,True,21.0925747,True
stage2__moderate_seed5301__c5_candidate__300s,moderate_seed5301,C5-CANDIDATE,0.5,True,70.3503904,True
stage2__moderate_seed5301__c5_candidate__300s,moderate_seed5301,C5-CANDIDATE,0.25,False,,True
stage2__moderate_seed5301__c5_candidate__300s,moderate_seed5301,C5-CANDIDATE,0.1,False,,True
stage2__moderate_seed5301__c5_candidate__300s,moderate_seed5301,C5-CANDIDATE,0.05,False,,True
stage2__moderate_seed5301__c5_candidate__300s,moderate_seed5301,C5-CANDIDATE,0.01,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.9,True,0.3661371343322754,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.75,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.5,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.25,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.1,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.05,False,,True
stage2__moderate_seed5302__p_grb__300s,moderate_seed5302,P-GRB,0.01,False,,True
stage2__moderate_seed5302__c4_candidate__300s,moderate_seed5302,C4-CANDIDATE,0.9,True,22.1076914,True
stage2__moderate_seed5302__c4_candidate__300s,moderate_seed5302,C4-CANDIDATE,0.75,False,,True
stage2__moderate_seed5302__c4_candidate__300s,moderate_seed5302,C4-CANDIDATE,0.5,False,,True
stage2__moderate_seed5302__c4_candidate__300s,moderate_seed5302,C4-CANDIDATE,0.25,False,,True
stage2__moderate_seed5302__c4_candidate__300s,moderate_seed5302,C4-CANDIDATE,0.1,False,,True
stage2__moderate_seed5302__c4_candidate__300s,moderate_seed5302,C4-CANDIDATE,0.05,False,,True
stage2__moderate_seed5302__c4_candidate__300s,moderate_seed5302,C4-CANDIDATE,0.01,False,,True
stage2__moderate_seed5302__c5_candidate__300s,moderate_seed5302,C5-CANDIDATE,0.9,True,21.771034510354614,True
stage2__moderate_seed5302__c5_candidate__300s,moderate_seed5302,C5-CANDIDATE,0.75,True,115.57873142643128,True
stage2__moderate_seed5302__c5_candidate__300s,moderate_seed5302,C5-CANDIDATE,0.5,False,,True
stage2__moderate_seed5302__c5_candidate__300s,moderate_seed5302,C5-CANDIDATE,0.25,False,,True
stage2__moderate_seed5302__c5_candidate__300s,moderate_seed5302,C5-CANDIDATE,0.1,False,,True
stage2__moderate_seed5302__c5_candidate__300s,moderate_seed5302,C5-CANDIDATE,0.05,False,,True
stage2__moderate_seed5302__c5_candidate__300s,moderate_seed5302,C5-CANDIDATE,0.01,False,,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.9,True,0.1889101485015869,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.75,True,0.1889101485015869,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.5,True,0.6369101027252198,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.25,False,,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.1,False,,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.05,False,,True
stage2__tight_T_seed5102__p_grb__300s,tight_T_seed5102,P-GRB,0.01,False,,True
stage2__tight_T_seed5103__p_grb__300s,tight_T_seed5103,P-GRB,0.9,True,0.1811747,True
stage2__tight_T_seed5103__p_grb__300s,tight_T_seed5103,P-GRB,0.75,True,0.37017482969970705,True
stage2__tight_T_seed5103__p_grb__300s,tight_T_seed5103,P-GRB,0.5,True,58.36517471525879,True
stage2__tight_T_seed5103__p_grb__300s,tight_T_seed5103,P-GRB,0.25,False,,True
stage2__tight_T_seed5103__p_grb__300s,tight_T_seed5103,P-GRB,0.1,False,,True
stage2__tight_T_seed5103__p_grb__300s,tight_T_seed5103,P-GRB,0.05,False,,True
stage2__tight_T_seed5103__p_grb__300s,tight_T_seed5103,P-GRB,0.01,False,,True
stage2__tight_T_seed5103__c4_candidate__300s,tight_T_seed5103,C4-CANDIDATE,0.9,True,29.0693352,True
stage2__tight_T_seed5103__c4_candidate__300s,tight_T_seed5103,C4-CANDIDATE,0.75,True,29.0693352,True
stage2__tight_T_seed5103__c4_candidate__300s,tight_T_seed5103,C4-CANDIDATE,0.5,True,31.2227056,True
stage2__tight_T_seed5103__c4_candidate__300s,tight_T_seed5103,C4-CANDIDATE,0.25,False,,True
stage2__tight_T_seed5103__c4_candidate__300s,tight_T_seed5103,C4-CANDIDATE,0.1,False,,True
stage2__tight_T_seed5103__c4_candidate__300s,tight_T_seed5103,C4-CANDIDATE,0.05,False,,True
stage2__tight_T_seed5103__c4_candidate__300s,tight_T_seed5103,C4-CANDIDATE,0.01,False,,True
stage2__tight_T_seed5103__c5_candidate__300s,tight_T_seed5103,C5-CANDIDATE,0.9,True,28.9715386,True
stage2__tight_T_seed5103__c5_candidate__300s,tight_T_seed5103,C5-CANDIDATE,0.75,True,28.9715386,True
stage2__tight_T_seed5103__c5_candidate__300s,tight_T_seed5103,C5-CANDIDATE,0.5,True,31.5611106,True
stage2__tight_T_seed5103__c5_candidate__300s,tight_T_seed5103,C5-CANDIDATE,0.25,False,,True
stage2__tight_T_seed5103__c5_candidate__300s,tight_T_seed5103,C5-CANDIDATE,0.1,False,,True
stage2__tight_T_seed5103__c5_candidate__300s,tight_T_seed5103,C5-CANDIDATE,0.05,False,,True
stage2__tight_T_seed5103__c5_candidate__300s,tight_T_seed5103,C5-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.9,True,1.1427046874664306,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.75,True,1.1427046874664306,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.5,True,1.1427046874664306,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.25,True,1.8337046722076416,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.1,False,,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.05,False,,True
stage2__high_imbalance_seed6202__p_grb__300s,high_imbalance_seed6202,P-GRB,0.01,False,,True
stage2__high_imbalance_seed6202__c4_candidate__300s,high_imbalance_seed6202,C4-CANDIDATE,0.9,True,51.4911807,True
stage2__high_imbalance_seed6202__c4_candidate__300s,high_imbalance_seed6202,C4-CANDIDATE,0.75,True,51.4911807,True
stage2__high_imbalance_seed6202__c4_candidate__300s,high_imbalance_seed6202,C4-CANDIDATE,0.5,True,51.4911807,True
stage2__high_imbalance_seed6202__c4_candidate__300s,high_imbalance_seed6202,C4-CANDIDATE,0.25,True,51.4911807,True
stage2__high_imbalance_seed6202__c4_candidate__300s,high_imbalance_seed6202,C4-CANDIDATE,0.1,False,,True
stage2__high_imbalance_seed6202__c4_candidate__300s,high_imbalance_seed6202,C4-CANDIDATE,0.05,False,,True
stage2__high_imbalance_seed6202__c4_candidate__300s,high_imbalance_seed6202,C4-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,0.9,True,51.0173906,True
stage2__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,0.75,True,51.0173906,True
stage2__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,0.5,True,51.0173906,True
stage2__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,0.25,True,51.0173906,True
stage2__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,0.1,False,,True
stage2__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,0.05,False,,True
stage2__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,0.01,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.9,True,1.063882136239624,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.75,True,1.063882136239624,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.5,True,1.063882136239624,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.25,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.1,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.05,False,,True
stage2__moderate_seed6301__p_grb__300s,moderate_seed6301,P-GRB,0.01,False,,True
stage2__tight_T_seed6102__p_grb__300s,tight_T_seed6102,P-GRB,0.9,True,1.0466116972747803,True
stage2__tight_T_seed6102__p_grb__300s,tight_T_seed6102,P-GRB,0.75,True,1.0466116972747803,True
stage2__tight_T_seed6102__p_grb__300s,tight_T_seed6102,P-GRB,0.5,True,1.0466116972747803,True
stage2__tight_T_seed6102__p_grb__300s,tight_T_seed6102,P-GRB,0.25,False,,True
stage2__tight_T_seed6102__p_grb__300s,tight_T_seed6102,P-GRB,0.1,False,,True
stage2__tight_T_seed6102__p_grb__300s,tight_T_seed6102,P-GRB,0.05,False,,True
stage2__tight_T_seed6102__p_grb__300s,tight_T_seed6102,P-GRB,0.01,False,,True
stage2__tight_T_seed6102__c4_candidate__300s,tight_T_seed6102,C4-CANDIDATE,0.9,True,96.6956686,True
stage2__tight_T_seed6102__c4_candidate__300s,tight_T_seed6102,C4-CANDIDATE,0.75,True,96.6956686,True
stage2__tight_T_seed6102__c4_candidate__300s,tight_T_seed6102,C4-CANDIDATE,0.5,True,101.0268285,True
stage2__tight_T_seed6102__c4_candidate__300s,tight_T_seed6102,C4-CANDIDATE,0.25,True,121.6655053,True
stage2__tight_T_seed6102__c4_candidate__300s,tight_T_seed6102,C4-CANDIDATE,0.1,False,,True
stage2__tight_T_seed6102__c4_candidate__300s,tight_T_seed6102,C4-CANDIDATE,0.05,False,,True
stage2__tight_T_seed6102__c4_candidate__300s,tight_T_seed6102,C4-CANDIDATE,0.01,False,,True
stage2__tight_T_seed6102__c5_candidate__300s,tight_T_seed6102,C5-CANDIDATE,0.9,True,97.1347569,True
stage2__tight_T_seed6102__c5_candidate__300s,tight_T_seed6102,C5-CANDIDATE,0.75,True,97.1347569,True
stage2__tight_T_seed6102__c5_candidate__300s,tight_T_seed6102,C5-CANDIDATE,0.5,True,101.3968755,True
stage2__tight_T_seed6102__c5_candidate__300s,tight_T_seed6102,C5-CANDIDATE,0.25,True,122.0018191,True
stage2__tight_T_seed6102__c5_candidate__300s,tight_T_seed6102,C5-CANDIDATE,0.1,False,,True
stage2__tight_T_seed6102__c5_candidate__300s,tight_T_seed6102,C5-CANDIDATE,0.05,False,,True
stage2__tight_T_seed6102__c5_candidate__300s,tight_T_seed6102,C5-CANDIDATE,0.01,False,,True
stage3__V12_M1__c3_replica__300s,V12_M1,C3-REPLICA,0.9,True,12.4652697,True
stage3__V12_M1__c3_replica__300s,V12_M1,C3-REPLICA,0.75,True,12.4652697,True
stage3__V12_M1__c3_replica__300s,V12_M1,C3-REPLICA,0.5,True,12.4652697,True
stage3__V12_M1__c3_replica__300s,V12_M1,C3-REPLICA,0.25,True,13.1613087,True
stage3__V12_M1__c3_replica__300s,V12_M1,C3-REPLICA,0.1,False,,True
stage3__V12_M1__c3_replica__300s,V12_M1,C3-REPLICA,0.05,False,,True
stage3__V12_M1__c3_replica__300s,V12_M1,C3-REPLICA,0.01,False,,True
stage3__V12_M2__c3_replica__300s,V12_M2,C3-REPLICA,0.9,True,13.588644899999998,True
stage3__V12_M2__c3_replica__300s,V12_M2,C3-REPLICA,0.75,True,13.588644899999998,True
stage3__V12_M2__c3_replica__300s,V12_M2,C3-REPLICA,0.5,True,14.163517899999999,True
stage3__V12_M2__c3_replica__300s,V12_M2,C3-REPLICA,0.25,True,14.163517899999999,True
stage3__V12_M2__c3_replica__300s,V12_M2,C3-REPLICA,0.1,True,24.4238019,True
stage3__V12_M2__c3_replica__300s,V12_M2,C3-REPLICA,0.05,False,,True
stage3__V12_M2__c3_replica__300s,V12_M2,C3-REPLICA,0.01,False,,True
stage3__high_imbalance_seed3202__c3_replica__300s,high_imbalance_seed3202,C3-REPLICA,0.9,True,33.2068248,True
stage3__high_imbalance_seed3202__c3_replica__300s,high_imbalance_seed3202,C3-REPLICA,0.75,True,33.2068248,True
stage3__high_imbalance_seed3202__c3_replica__300s,high_imbalance_seed3202,C3-REPLICA,0.5,True,33.2068248,True
stage3__high_imbalance_seed3202__c3_replica__300s,high_imbalance_seed3202,C3-REPLICA,0.25,True,33.991303800000004,True
stage3__high_imbalance_seed3202__c3_replica__300s,high_imbalance_seed3202,C3-REPLICA,0.1,True,34.6121538,True
stage3__high_imbalance_seed3202__c3_replica__300s,high_imbalance_seed3202,C3-REPLICA,0.05,False,,True
stage3__high_imbalance_seed3202__c3_replica__300s,high_imbalance_seed3202,C3-REPLICA,0.01,False,,True
stage3__moderate_seed3302__c3_replica__300s,moderate_seed3302,C3-REPLICA,0.9,True,42.7212173,True
stage3__moderate_seed3302__c3_replica__300s,moderate_seed3302,C3-REPLICA,0.75,True,42.7212173,True
stage3__moderate_seed3302__c3_replica__300s,moderate_seed3302,C3-REPLICA,0.5,True,42.7212173,True
stage3__moderate_seed3302__c3_replica__300s,moderate_seed3302,C3-REPLICA,0.25,False,,True
stage3__moderate_seed3302__c3_replica__300s,moderate_seed3302,C3-REPLICA,0.1,False,,True
stage3__moderate_seed3302__c3_replica__300s,moderate_seed3302,C3-REPLICA,0.05,False,,True
stage3__moderate_seed3302__c3_replica__300s,moderate_seed3302,C3-REPLICA,0.01,False,,True
stage3__tight_T_seed3101__c3_replica__300s,tight_T_seed3101,C3-REPLICA,0.9,True,106.4006533,True
stage3__tight_T_seed3101__c3_replica__300s,tight_T_seed3101,C3-REPLICA,0.75,False,,True
stage3__tight_T_seed3101__c3_replica__300s,tight_T_seed3101,C3-REPLICA,0.5,False,,True
stage3__tight_T_seed3101__c3_replica__300s,tight_T_seed3101,C3-REPLICA,0.25,False,,True
stage3__tight_T_seed3101__c3_replica__300s,tight_T_seed3101,C3-REPLICA,0.1,False,,True
stage3__tight_T_seed3101__c3_replica__300s,tight_T_seed3101,C3-REPLICA,0.05,False,,True
stage3__tight_T_seed3101__c3_replica__300s,tight_T_seed3101,C3-REPLICA,0.01,False,,True
stage4__V12_M2__c5_candidate__rep1__300s,V12_M2,C5-CANDIDATE,0.9,True,7.1396263,True
stage4__V12_M2__c5_candidate__rep1__300s,V12_M2,C5-CANDIDATE,0.75,True,7.1396263,True
stage4__V12_M2__c5_candidate__rep1__300s,V12_M2,C5-CANDIDATE,0.5,True,7.44335,True
stage4__V12_M2__c5_candidate__rep1__300s,V12_M2,C5-CANDIDATE,0.25,True,7.7120244,True
stage4__V12_M2__c5_candidate__rep1__300s,V12_M2,C5-CANDIDATE,0.1,True,17.6609821,True
stage4__V12_M2__c5_candidate__rep1__300s,V12_M2,C5-CANDIDATE,0.05,True,169.0645883411438,True
stage4__V12_M2__c5_candidate__rep1__300s,V12_M2,C5-CANDIDATE,0.01,True,227.1475882858307,True
stage4__V12_M2__c5_candidate__rep2__300s,V12_M2,C5-CANDIDATE,0.9,True,7.167439,True
stage4__V12_M2__c5_candidate__rep2__300s,V12_M2,C5-CANDIDATE,0.75,True,7.167439,True
stage4__V12_M2__c5_candidate__rep2__300s,V12_M2,C5-CANDIDATE,0.5,True,7.461802,True
stage4__V12_M2__c5_candidate__rep2__300s,V12_M2,C5-CANDIDATE,0.25,True,7.7277686,True
stage4__V12_M2__c5_candidate__rep2__300s,V12_M2,C5-CANDIDATE,0.1,True,17.7164251,True
stage4__V12_M2__c5_candidate__rep2__300s,V12_M2,C5-CANDIDATE,0.05,True,169.3358176476837,True
stage4__V12_M2__c5_candidate__rep2__300s,V12_M2,C5-CANDIDATE,0.01,True,227.3158176667572,True
stage4__high_imbalance_seed3202__c5_candidate__rep1__300s,high_imbalance_seed3202,C5-CANDIDATE,0.9,True,15.9678664,True
stage4__high_imbalance_seed3202__c5_candidate__rep1__300s,high_imbalance_seed3202,C5-CANDIDATE,0.75,True,16.3749638,True
stage4__high_imbalance_seed3202__c5_candidate__rep1__300s,high_imbalance_seed3202,C5-CANDIDATE,0.5,True,18.8752051,True
stage4__high_imbalance_seed3202__c5_candidate__rep1__300s,high_imbalance_seed3202,C5-CANDIDATE,0.25,True,18.8752051,True
stage4__high_imbalance_seed3202__c5_candidate__rep1__300s,high_imbalance_seed3202,C5-CANDIDATE,0.1,True,18.8752051,True
stage4__high_imbalance_seed3202__c5_candidate__rep1__300s,high_imbalance_seed3202,C5-CANDIDATE,0.05,True,21.52601573133545,True
stage4__high_imbalance_seed3202__c5_candidate__rep1__300s,high_imbalance_seed3202,C5-CANDIDATE,0.01,True,206.12284790572204,True
stage4__high_imbalance_seed3202__c5_candidate__rep2__300s,high_imbalance_seed3202,C5-CANDIDATE,0.9,True,15.8284903,True
stage4__high_imbalance_seed3202__c5_candidate__rep2__300s,high_imbalance_seed3202,C5-CANDIDATE,0.75,True,16.2295655,True
stage4__high_imbalance_seed3202__c5_candidate__rep2__300s,high_imbalance_seed3202,C5-CANDIDATE,0.5,True,18.7380555,True
stage4__high_imbalance_seed3202__c5_candidate__rep2__300s,high_imbalance_seed3202,C5-CANDIDATE,0.25,True,18.7380555,True
stage4__high_imbalance_seed3202__c5_candidate__rep2__300s,high_imbalance_seed3202,C5-CANDIDATE,0.1,True,18.7380555,True
stage4__high_imbalance_seed3202__c5_candidate__rep2__300s,high_imbalance_seed3202,C5-CANDIDATE,0.05,True,21.388148152316283,True
stage4__high_imbalance_seed3202__c5_candidate__rep2__300s,high_imbalance_seed3202,C5-CANDIDATE,0.01,True,205.99215596566773,True
stage4__tight_T_seed3101__c5_candidate__rep1__300s,tight_T_seed3101,C5-CANDIDATE,0.9,True,18.0856157,True
stage4__tight_T_seed3101__c5_candidate__rep1__300s,tight_T_seed3101,C5-CANDIDATE,0.75,True,20.4905593,True
stage4__tight_T_seed3101__c5_candidate__rep1__300s,tight_T_seed3101,C5-CANDIDATE,0.5,True,160.0105508629425,True
stage4__tight_T_seed3101__c5_candidate__rep1__300s,tight_T_seed3101,C5-CANDIDATE,0.25,False,,True
stage4__tight_T_seed3101__c5_candidate__rep1__300s,tight_T_seed3101,C5-CANDIDATE,0.1,False,,True
stage4__tight_T_seed3101__c5_candidate__rep1__300s,tight_T_seed3101,C5-CANDIDATE,0.05,False,,True
stage4__tight_T_seed3101__c5_candidate__rep1__300s,tight_T_seed3101,C5-CANDIDATE,0.01,False,,True
stage4__tight_T_seed3101__c5_candidate__rep2__300s,tight_T_seed3101,C5-CANDIDATE,0.9,True,18.0958166,True
stage4__tight_T_seed3101__c5_candidate__rep2__300s,tight_T_seed3101,C5-CANDIDATE,0.75,True,20.5114526,True
stage4__tight_T_seed3101__c5_candidate__rep2__300s,tight_T_seed3101,C5-CANDIDATE,0.5,True,159.97890922861023,True
stage4__tight_T_seed3101__c5_candidate__rep2__300s,tight_T_seed3101,C5-CANDIDATE,0.25,False,,True
stage4__tight_T_seed3101__c5_candidate__rep2__300s,tight_T_seed3101,C5-CANDIDATE,0.1,False,,True
stage4__tight_T_seed3101__c5_candidate__rep2__300s,tight_T_seed3101,C5-CANDIDATE,0.05,False,,True
stage4__tight_T_seed3101__c5_candidate__rep2__300s,tight_T_seed3101,C5-CANDIDATE,0.01,False,,True
stage4__tight_T_seed5102__c5_candidate__rep1__300s,tight_T_seed5102,C5-CANDIDATE,0.9,True,17.7694768,True
stage4__tight_T_seed5102__c5_candidate__rep1__300s,tight_T_seed5102,C5-CANDIDATE,0.75,True,17.7694768,True
stage4__tight_T_seed5102__c5_candidate__rep1__300s,tight_T_seed5102,C5-CANDIDATE,0.5,True,18.1997269,True
stage4__tight_T_seed5102__c5_candidate__rep1__300s,tight_T_seed5102,C5-CANDIDATE,0.25,False,,True
stage4__tight_T_seed5102__c5_candidate__rep1__300s,tight_T_seed5102,C5-CANDIDATE,0.1,False,,True
stage4__tight_T_seed5102__c5_candidate__rep1__300s,tight_T_seed5102,C5-CANDIDATE,0.05,False,,True
stage4__tight_T_seed5102__c5_candidate__rep1__300s,tight_T_seed5102,C5-CANDIDATE,0.01,False,,True
stage4__tight_T_seed5102__c5_candidate__rep2__300s,tight_T_seed5102,C5-CANDIDATE,0.9,True,17.8757721,True
stage4__tight_T_seed5102__c5_candidate__rep2__300s,tight_T_seed5102,C5-CANDIDATE,0.75,True,17.8757721,True
stage4__tight_T_seed5102__c5_candidate__rep2__300s,tight_T_seed5102,C5-CANDIDATE,0.5,True,18.2717197,True
stage4__tight_T_seed5102__c5_candidate__rep2__300s,tight_T_seed5102,C5-CANDIDATE,0.25,False,,True
stage4__tight_T_seed5102__c5_candidate__rep2__300s,tight_T_seed5102,C5-CANDIDATE,0.1,False,,True
stage4__tight_T_seed5102__c5_candidate__rep2__300s,tight_T_seed5102,C5-CANDIDATE,0.05,False,,True
stage4__tight_T_seed5102__c5_candidate__rep2__300s,tight_T_seed5102,C5-CANDIDATE,0.01,False,,True
stage4__moderate_seed6301__c5_candidate__rep1__300s,moderate_seed6301,C5-CANDIDATE,0.9,True,83.1258982,True
stage4__moderate_seed6301__c5_candidate__rep1__300s,moderate_seed6301,C5-CANDIDATE,0.75,True,83.1258982,True
stage4__moderate_seed6301__c5_candidate__rep1__300s,moderate_seed6301,C5-CANDIDATE,0.5,True,87.9899446,True
stage4__moderate_seed6301__c5_candidate__rep1__300s,moderate_seed6301,C5-CANDIDATE,0.25,True,128.00128,True
stage4__moderate_seed6301__c5_candidate__rep1__300s,moderate_seed6301,C5-CANDIDATE,0.1,False,,True
stage4__moderate_seed6301__c5_candidate__rep1__300s,moderate_seed6301,C5-CANDIDATE,0.05,False,,True
stage4__moderate_seed6301__c5_candidate__rep1__300s,moderate_seed6301,C5-CANDIDATE,0.01,False,,True
stage4__moderate_seed6301__c5_candidate__rep2__300s,moderate_seed6301,C5-CANDIDATE,0.9,True,84.0468379,True
stage4__moderate_seed6301__c5_candidate__rep2__300s,moderate_seed6301,C5-CANDIDATE,0.75,True,84.0468379,True
stage4__moderate_seed6301__c5_candidate__rep2__300s,moderate_seed6301,C5-CANDIDATE,0.5,True,89.6354215,True
stage4__moderate_seed6301__c5_candidate__rep2__300s,moderate_seed6301,C5-CANDIDATE,0.25,True,129.8009304,True
stage4__moderate_seed6301__c5_candidate__rep2__300s,moderate_seed6301,C5-CANDIDATE,0.1,False,,True
stage4__moderate_seed6301__c5_candidate__rep2__300s,moderate_seed6301,C5-CANDIDATE,0.05,False,,True
stage4__moderate_seed6301__c5_candidate__rep2__300s,moderate_seed6301,C5-CANDIDATE,0.01,False,,True
