source_round,reported_arm,algorithm_identity,run,instance,family,leaf_id,parent_id,depth,attempt_ordinal,first_leaf_processing,repeated_same_leaf_processing,inherited_lower_bound,native_bound,native_bound_available,leaf_lower_bound_after,leaf_bound_gain,global_lower_bound_before,global_lower_bound_after,global_bound_gain,verified_upper_bound_before,verified_upper_bound,normalized_leaf_gain,material_leaf_gain,native_status,closed_on_event,selected_while_controlling,selected_again_same_leaf,eventually_split,before_first_run_split,open_competing_leaves_before,allocated_time_seconds_telemetry,solver_runtime_seconds_telemetry,work_telemetry,nodes_telemetry,presolve_rerun,root_rerun,fresh_restart
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L2,,0,1,True,False,0.05362636706697072,0.06516860195644249,True,0.06516860195644249,0.011542234889471766,0.05362636706697072,0.05508481992863555,0.0014584528616648287,0.10725273413394144,0.10725273413394144,0.21523432447059798,True,TIME_LIMIT,False,True,False,False,False,3,30.0,30.002999782562256,63.74674485727752,307.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0,L1.1.0.1,4,1,True,False,0.05531471467560385,0.055096964501366,True,0.05531471467560385,0.0,0.05531471467560385,0.05531471467560385,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,4,30.0,30.0,62.72437314962072,275.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0,L1.1.0.1,4,2,False,True,0.05531471467560385,0.05563879319522691,True,0.05563879319522691,0.00032407851962305834,0.05531471467560385,0.05563879319522691,0.00032407851962305834,0.10725273413394144,0.10725273413394144,0.006239716550667088,True,TIME_LIMIT,False,True,False,True,False,4,60.0,60.00100016593933,124.85965845881675,1005.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.1,L1.1.0.1,4,1,True,False,0.05531471467560385,0.056908713269789496,True,0.056908713269789496,0.0015939985941856444,0.05531471467560385,0.05531471467560385,0.0,0.10725273413394144,0.10725273413394144,0.030690400034685195,True,TIME_LIMIT,False,True,False,False,False,4,30.0,30.0,69.40918208085628,265.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0,L1.1.0.1.0,5,1,True,False,0.05563879319522691,0.05508714756718444,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,5,30.0,30.003000020980835,62.24451485973566,442.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0,L1.1.0.1.0,5,2,False,True,0.05563879319522691,0.05524883053216421,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,False,True,False,5,60.0,60.001999855041504,115.12531620407809,652.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.1,L1.1.0.1.0,5,1,True,False,0.05563879319522691,0.05601998811822243,True,0.05601998811822243,0.00038119492299552166,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.007385503142419325,True,TIME_LIMIT,False,True,False,False,False,5,30.0,30.006999969482422,66.21593091378439,205.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0,L1.1.0.1.0.0,6,1,True,False,0.05563879319522691,0.0550993479896401,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,6,30.0,30.003000020980835,64.33841701139568,205.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0,L1.1.0.1.0.0,6,2,False,True,0.05563879319522691,0.05554068924300932,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,False,True,False,6,60.0,60.019999980926514,133.6487796349466,1102.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.1,L1.1.0.1.0.0,6,1,True,False,0.05563879319522691,0.05551722755221401,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,False,False,6,30.0,30.0,69.62757080363033,237.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.1,L1.1.0.1.0.0,6,2,False,True,0.05563879319522691,0.0560262160006349,True,0.0560262160006349,0.0003874228054079887,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.007506165938152399,True,TIME_LIMIT,False,True,False,False,False,6,60.0,60.0,142.49809967082328,1013.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.0,L1.1.0.1.0.0.0,7,1,True,False,0.05563879319522691,0.05515977657284691,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,False,False,7,30.0,30.00499987602234,64.30913045269769,198.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.0,L1.1.0.1.0.0.0,7,2,False,True,0.05563879319522691,0.055658648785330805,True,0.055658648785330805,1.9855590103895482e-05,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.00038469432371908305,True,TIME_LIMIT,False,True,False,False,False,7,60.0,60.00999999046326,125.54880820588586,962.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.1,L1.1.0.1.0.0.0,7,1,True,False,0.05563879319522691,0.05536082734364589,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,False,False,7,30.0,30.002999782562256,68.52241935249026,239.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c0__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.1,L1.1.0.1.0.0.0,7,2,False,True,0.05563879319522691,0.055608654977960525,True,0.05563879319522691,0.0,0.05563879319522691,0.05563879319522691,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,False,False,False,7,25.869123289999912,25.869999885559082,61.12393259167636,580.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L0,,0,1,True,False,0.0,1e+100,True,1e+100,0.0,0.0,0.02681318353348536,0.02681318353348536,0.10725273413394144,0.10725273413394144,0.0,False,INFEASIBLE,True,True,False,False,True,3,30.0,1.6089999675750732,3.0060706026701105,1.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1,,0,1,True,False,0.02681318353348536,0.051936022768654666,True,0.051936022768654666,0.025122839235169305,0.02681318353348536,0.051936022768654666,0.025122839235169305,0.10725273413394144,0.10725273413394144,0.3123194877101521,True,TIME_LIMIT,False,True,True,True,True,2,30.0,30.000999927520752,61.45000802126569,159.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1,,0,2,False,True,0.051936022768654666,0.05293085695042431,True,0.05293085695042431,0.000994834181769641,0.051936022768654666,0.05293085695042431,0.000994834181769641,0.10725273413394144,0.10725273413394144,0.017984333435879834,True,TIME_LIMIT,False,True,False,True,True,2,60.0,60.003000020980835,109.72948623162324,563.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.0,L1,1,1,True,False,0.05293085695042431,0.0534534682934871,True,0.0534534682934871,0.0005226113430627927,0.05293085695042431,0.05293085695042431,0.0,0.10725273413394144,0.10725273413394144,0.009620642182471714,True,TIME_LIMIT,False,True,True,False,False,3,30.0,30.00600004196167,62.960579572943274,82.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.0,L1,1,2,False,True,0.0534534682934871,1e+100,True,1e+100,0.0,0.0534534682934871,0.05362636706697072,0.0001728987734836221,0.10725273413394144,0.10725273413394144,0.0,False,INFEASIBLE,True,True,False,False,False,4,60.0,35.126999855041504,67.29857412394196,588.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1,L1,1,1,True,False,0.05293085695042431,0.05245499958320402,True,0.05293085695042431,0.0,0.05293085695042431,0.05293085695042431,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,3,30.0,30.001999855041504,63.65116504839048,543.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1,L1,1,2,False,True,0.05293085695042431,0.052681676490813414,True,0.05293085695042431,0.0,0.05293085695042431,0.05293085695042431,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,False,True,False,3,60.0,60.00100016593933,122.83923649203089,1513.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0,L1.1,2,1,True,False,0.05293085695042431,0.05220207211973359,True,0.05293085695042431,0.0,0.05293085695042431,0.05293085695042431,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,4,30.0,30.003000020980835,55.59375877018719,232.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0,L1.1,2,2,False,True,0.05293085695042431,0.053085684012256065,True,0.053085684012256065,0.0001548270618317582,0.05293085695042431,0.053085684012256065,0.0001548270618317582,0.10725273413394144,0.10725273413394144,0.0028501787835626805,True,TIME_LIMIT,False,True,False,True,False,4,60.0,60.00600004196167,114.77802544624674,587.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.1,L1.1,2,1,True,False,0.05293085695042431,0.058521452927275064,True,0.058521452927275064,0.005590595976850757,0.05293085695042431,0.05293085695042431,0.0,0.10725273413394144,0.10725273413394144,0.10291610427901614,True,TIME_LIMIT,False,True,False,False,False,4,30.0,30.0,61.72687143401822,287.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.0,L1.1.0,3,1,True,False,0.053085684012256065,0.05324688857109051,True,0.05324688857109051,0.00016120455883444212,0.053085684012256065,0.053085684012256065,0.0,0.10725273413394144,0.10725273413394144,0.0029760630950420737,True,TIME_LIMIT,False,True,True,False,False,5,30.0,30.003000020980835,59.79971104178844,264.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.0,L1.1.0,3,2,False,True,0.05324688857109051,1e+100,True,1e+100,0.0,0.05324688857109051,0.0534534682934871,0.00020657972239659234,0.10725273413394144,0.10725273413394144,0.0,False,INFEASIBLE,True,True,False,False,False,5,60.0,51.05499982833862,108.42984262667512,1501.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1,L1.1.0,3,1,True,False,0.053085684012256065,0.05508481992863555,True,0.05508481992863555,0.0019991359163794853,0.053085684012256065,0.05324688857109051,0.00016120455883444212,0.10725273413394144,0.10725273413394144,0.03690686334013869,True,TIME_LIMIT,False,True,True,True,False,5,30.0,30.003000020980835,62.55044588317762,260.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1,L1.1.0,3,2,False,True,0.05508481992863555,0.05531471467560385,True,0.05531471467560385,0.00022989474696830103,0.05508481992863555,0.05531471467560385,0.00022989474696830103,0.10725273413394144,0.10725273413394144,0.00440682267003343,True,TIME_LIMIT,False,True,False,True,False,3,60.0,60.008999824523926,121.28814377611648,778.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L2,,0,1,True,False,0.05362636706697072,0.06516860195644249,True,0.06516860195644249,0.011542234889471766,0.05362636706697072,0.05508481992863555,0.0014584528616648287,0.10725273413394144,0.10725273413394144,0.21523432447059798,True,TIME_LIMIT,False,True,False,False,False,3,30.0,30.003999948501587,63.82216255391517,307.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0,L1.1.0.1,4,1,True,False,0.05531471467560385,0.055096964501366,True,0.05531471467560385,0.0,0.05531471467560385,0.05531471467560385,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,4,30.0,30.0,62.70267930210209,273.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0,L1.1.0.1,4,2,False,True,0.05531471467560385,0.05541646499029597,True,0.05541646499029597,0.00010175031469211726,0.05531471467560385,0.05541646499029597,0.00010175031469211726,0.10725273413394144,0.10725273413394144,0.001959071904421325,True,TIME_LIMIT,False,True,False,True,False,4,60.0,60.00099992752075,125.61961745474021,836.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.1,L1.1.0.1,4,1,True,False,0.05531471467560385,0.056908713269789496,True,0.056908713269789496,0.0015939985941856444,0.05531471467560385,0.05531471467560385,0.0,0.10725273413394144,0.10725273413394144,0.030690400034685195,True,TIME_LIMIT,False,True,False,False,False,4,30.0,30.001999855041504,69.25067311887554,261.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0,L1.1.0.1.0,5,1,True,False,0.05541646499029597,0.05508714756718444,True,0.05541646499029597,0.0,0.05541646499029597,0.05541646499029597,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,5,30.0,30.0,62.39101349303808,442.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0,L1.1.0.1.0,5,2,False,True,0.05541646499029597,0.05523501328876834,True,0.05541646499029597,0.0,0.05541646499029597,0.05541646499029597,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,False,True,False,5,60.0,60.00200009346008,113.38969495264058,642.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.1,L1.1.0.1.0,5,1,True,False,0.05541646499029597,0.05601998811822243,True,0.05601998811822243,0.0006035231279264627,0.05541646499029597,0.05541646499029597,0.0,0.10725273413394144,0.10725273413394144,0.011642873568968025,True,TIME_LIMIT,False,True,False,False,False,5,30.0,30.004000186920166,66.17394093678439,205.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0,L1.1.0.1.0.0,6,1,True,False,0.05541646499029597,0.0550993479896401,True,0.05541646499029597,0.0,0.05541646499029597,0.05541646499029597,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,6,30.0,30.003000020980835,64.45922124044073,205.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0,L1.1.0.1.0.0,6,2,False,True,0.05541646499029597,0.05553587973675013,True,0.05553587973675013,0.00011941474645416061,0.05541646499029597,0.05551722755221401,0.00010076256191804411,0.10725273413394144,0.10725273413394144,0.002303690995261365,True,TIME_LIMIT,False,True,False,True,False,6,60.0,60.0,132.43660219276748,1059.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.1,L1.1.0.1.0.0,6,1,True,False,0.05541646499029597,0.05551722755221401,True,0.05551722755221401,0.00010076256191804411,0.05541646499029597,0.05541646499029597,0.0,0.10725273413394144,0.10725273413394144,0.0019438621564144038,True,TIME_LIMIT,False,True,True,False,False,6,30.0,30.0,69.30796112291864,236.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.1,L1.1.0.1.0.0,6,2,False,True,0.05551722755221401,0.05599517815180531,True,0.05599517815180531,0.00047795059959129804,0.05551722755221401,0.05553587973675013,1.86521845361165e-05,0.10725273413394144,0.10725273413394144,0.009238347726165039,True,TIME_LIMIT,False,True,False,False,False,6,60.0,60.0,141.51741345281704,1045.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.0,L1.1.0.1.0.0.0,7,1,True,False,0.05553587973675013,0.05515977657284691,True,0.05553587973675013,0.0,0.05553587973675013,0.05553587973675013,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,False,False,7,30.0,30.000999927520752,64.21051124540674,198.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.0,L1.1.0.1.0.0.0,7,2,False,True,0.05553587973675013,0.055658648785330805,True,0.055658648785330805,0.00012276904858067594,0.05553587973675013,0.05553587973675013,0.0,0.10725273413394144,0.10725273413394144,0.002373869215590641,True,TIME_LIMIT,False,True,False,False,False,7,60.0,60.00999999046326,128.31614521606542,962.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.1,L1.1.0.1.0.0.0,7,1,True,False,0.05553587973675013,0.05536082734364589,True,0.05553587973675013,0.0,0.05553587973675013,0.05553587973675013,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,False,False,7,30.0,30.0,68.27128319809528,237.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage1__tight_T_seed3101__c1__1200s,tight_T_seed3101,tight_T,L1.1.0.1.0.0.0.1,L1.1.0.1.0.0.0,7,2,False,True,0.05553587973675013,0.05562150644372601,True,0.05562150644372601,8.562670697587899e-05,0.05553587973675013,0.05562150644372601,8.562670697587899e-05,0.10725273413394144,0.10725273413394144,0.0016556828131551883,True,TIME_LIMIT,False,True,False,False,False,7,22.235258396000063,22.236999988555908,51.968148161515614,626.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L0,,0,1,True,False,0.0,1e+100,True,1e+100,0.0,0.0,0.2375,0.2375,1.1542456900998876,1.1542456900998876,0.0,False,INFEASIBLE,True,True,False,False,True,3,30.0,0.2670001983642578,0.4748900247765359,1.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1,,0,1,True,False,0.2375,1.0373169048968918,True,1.0373169048968918,0.7998169048968917,0.2375,0.475,0.2375,1.1542456900998876,1.1542456900998876,0.8724523207845619,True,TIME_LIMIT,False,True,True,True,True,2,30.0,30.002000093460083,59.504793848256575,210.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1,,0,2,False,True,1.0373169048968918,1.0427963007305416,True,1.0427963007305416,0.005479395833649869,1.0373169048968918,1.0427963007305416,0.005479395833649869,1.1542456900998876,1.1542456900998876,0.04686096604986776,True,TIME_LIMIT,False,True,False,True,True,0,60.0,60.003000020980835,110.41216418619946,578.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L2,,0,1,True,False,0.475,1e+100,True,1e+100,0.0,0.475,0.7124999999999999,0.23749999999999993,1.1542456900998876,1.1542456900998876,0.0,False,INFEASIBLE,True,True,False,False,True,2,30.0,1.7690000534057617,3.282757556249012,1.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L3,,0,1,True,False,0.7124999999999999,1e+100,True,1e+100,0.0,0.7124999999999999,1.0373169048968918,0.32481690489689186,1.1542456900998876,1.1542456900998876,0.0,False,INFEASIBLE,True,True,False,False,True,1,30.0,0.2349998950958252,0.4486165984343122,1.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.0,L1,1,1,True,False,1.0427963007305416,1.128119354168053,True,1.128119354168053,0.08532305343751134,1.0427963007305416,1.0427963007305416,0.0,1.1542456900998876,1.1542456900998876,0.7655766794266468,True,TIME_LIMIT,False,True,False,False,False,1,30.0,30.003000020980835,64.56574255727018,59.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1,L1,1,1,True,False,1.0427963007305416,1.081086845242136,True,1.081086845242136,0.038290544511594415,1.0427963007305416,1.081086845242136,0.038290544511594415,1.1542456900998876,1.1542456900998876,0.3435689035917336,True,TIME_LIMIT,False,True,True,True,False,1,30.0,30.000999927520752,63.01981730980741,333.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1,L1,1,2,False,True,1.081086845242136,1.081477247756214,True,1.081477247756214,0.0003904025140779588,1.081086845242136,1.081477247756214,0.0003904025140779588,1.1542456900998876,1.1542456900998876,0.005336367937971802,True,TIME_LIMIT,False,True,False,True,False,1,60.0,60.003000020980835,112.94447224185073,578.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0,L1.1,2,1,True,False,1.081477247756214,1.0849027118875585,True,1.0849027118875585,0.00342546413134448,1.081477247756214,1.081477247756214,0.0,1.1542456900998876,1.1542456900998876,0.04707348434320697,True,TIME_LIMIT,False,True,True,True,False,2,30.0,30.0,65.19439587135766,120.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0,L1.1,2,2,False,True,1.0849027118875585,1.0885343243377137,True,1.0885343243377137,0.003631612450155197,1.0849027118875585,1.0885343243377137,0.003631612450155197,1.1542456900998876,1.1542456900998876,0.05237174035177938,True,TIME_LIMIT,False,True,False,True,False,2,60.0,60.00099992752075,117.9859998017941,571.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.1,L1.1,2,1,True,False,1.081477247756214,1.1029654372097162,True,1.1029654372097162,0.02148818945350217,1.081477247756214,1.0849027118875585,0.00342546413134448,1.1542456900998876,1.1542456900998876,0.29529544348382386,True,TIME_LIMIT,False,True,False,False,False,2,30.0,30.008000135421753,53.11238829403638,551.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/stage2__high_imbalance_seed5202__c0__1800s,high_imbalance_seed5202,high_imbalance,L1.1.0.0,L1.1.0,3,1,True,False,1.0885343243377137,1.0961797083264673,True,1.0961797083264673,0.007645383988753585,1.0885343243377137,1.0885343243377137,0.0,1.1542456900998876,1.1542456900998876,0.11634796964081011,True,TIME_LIMIT,False,True,False,False,False,3,30.0,30.0,64.79726428052022,234.0,True,True,True
