run_id,instance,arm,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.0.0.1.1.0,MIP,INFEASIBLE,0,271.227,0.2,0.391207,1,673,0,0.0538414,8899e5a8a4fad52eeef0ed66b025e0e2dfd960bc7d8233f981ac8e82f27963a0,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.0.0.1.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.1.1.0.0.1,MIP,INFEASIBLE,0,270.687,0.552,0.799162,1,1058,0,0.0538414,3b7b1edb0ec0964d89f71dc5aa56f2dd7d870729f0b5b67491271aa35a0a6dd3,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.1.1.0.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.1.1.0.1.0,MIP,INFEASIBLE,0,270.125,0.505,0.779253,1,1100,0,0.0538414,7625a3bcafdb55b54ba18c0010b1660fa13a760e6b7a9905744a35df92651c94,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.1.1.0.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.1.1.0.1.1,MIP,INFEASIBLE,0,268.967,0.527,0.733703,1,1158,0,0.0538414,26a16734f3daf3b26b1035ec07bbb6d469a7ccf591bd73003774876966487e15,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.1.1.0.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.1.1.1.0.0,MIP,INFEASIBLE,0,268.429,0.524,0.707815,1,1093,0,0.0538414,d496216a947fc8631447c2c5d099040f704f77146eb0300a305be961d24614cb,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.1.1.1.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.0.0.1.0.1,MIP,INFEASIBLE,0,267.566,0.207,0.408591,1,756,0,0.0538414,a151f73d8525cf8429c4b8c0f4518ce5888e90740ae718a2c18d80126aa1a5bf,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.0.0.1.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.1.1.1.0.1,MIP,INFEASIBLE,0,267.027,0.528,0.750377,1,1325,0,0.0538414,8706ec8523146f53d72ecc05d1f1acd743a2b5c0cea3958da4fa6025541969f6,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.1.1.1.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.1.1.1.1.0,MIP,INFEASIBLE,0,266.486,0.7,0.904851,1,1235,0,0.0538414,31da7caae69b15f85f43e5b2ef53a9c4c9aa12fca939915bf2c1ff7d12003353,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.1.1.1.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.1.1.1.1.1,MIP,INFEASIBLE,0,265.453,0.524,0.770667,1,1333,0,0.0538414,6647c01ac177b0b68ad18c9655bf2eea222c2a372be324360cf7f44e8a95ab48,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.1.1.1.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.0.0.0,MIP,INFEASIBLE,0,264.605,0.522,0.72252,1,1037,0,0.0538414,8187b639a5d42a6e64d44633dfdb428c558ec653d0be91952005b4c18c2d4e80,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.0.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.0.0.1,MIP,INFEASIBLE,0,263.437,0.759,0.976883,1,1463,0,0.0538414,3a26677bb3384541496ea239a986650ac9b789d51391afcc5ac2e68129aedba3,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.0.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.0.1.0,MIP,INFEASIBLE,0,262.667,0.743,0.9582,1,1475,0,0.0538414,14e698846ce9c46bb27be729f85093963169c089427417559141206a6652aee1,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.0.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.0.1.1,MIP,INFEASIBLE,0,261.598,0.752,1.01902,1,1218,0,0.0538414,0ce71b24a0740227d472cfd3299d74909e7414fc264665529f64b8498984a289,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.0.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.1.0.0,MIP,INFEASIBLE,0,260.834,0.799,1.05073,1,1304,0,0.0538414,627e6e43505aa83ef0467a335f3ed1b8fedfe75aba7b19708bbd06059fb171cc,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.1.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.0.0.1.0.0,MIP,INFEASIBLE,0,260.024,0.208,0.393584,1,667,0,0.0538414,dcc2216323c3781fb58cdc422dd0f4d8e3032b2d9c0f84b464f280a1ed129365,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.0.0.1.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.1.0.1,MIP,INFEASIBLE,0,259.804,0.82,0.991498,1,1395,0,0.0538414,0e875fa15166bca19c8f9bbc0aa1e926930a9cdcef4c5ef6f7b7951176785da7,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.1.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.1.1.0,MIP,INFEASIBLE,0,258.331,0.719,0.944859,1,1344,0,0.0538414,10824bb93c70338ca8bf22d6c977957fbaa4d65f9443807a6fe09f8f0a88c417,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.1.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.0.1.1.1,MIP,INFEASIBLE,0,257.596,0.772,1.03938,1,1344,0,0.0538414,cf6e0ae583d8c613ea6cbb7be0aa86ee8dff588c4bf2b3094a7f17d736b5a319,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.0.1.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.0.0.0,MIP,INFEASIBLE,0,255.864,0.803,1.08041,1,1446,0,0.0538414,471136689c3f579b95266e6e07d4475ac04f0c20b92df766c67c300289311fa7,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.0.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.0.0.1,MIP,INFEASIBLE,0,255.051,0.819,1.06393,1,1368,0,0.0538414,38de665349a5c4f113de80ab627595a88a8cbb42da34832ffb4f8cd0e95b6d55,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.0.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.0.1.0,MIP,INFEASIBLE,0,253.576,1.057,1.30253,1,1758,0,0.0538414,8466c3ba6306e706e2c3ed308b77d4483089fe4c64751bf2599dcf29bbd2bfb8,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.0.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.0.0.0.1.1,MIP,INFEASIBLE,0,252.508,0.217,0.406624,1,716,0,0.0538414,38b05fd08c28be7d5d40d26b70fb8934ae64b8c221084b0e4df41379358dd616,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.0.0.0.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.0.1.1,MIP,INFEASIBLE,0,252.278,1.027,1.2506,1,1694,0,0.0538414,8dc6269979a3a69e7b4e51c88755af41de7651598e1544d503d16b059d314bb8,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.0.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.1.0.0,MIP,INFEASIBLE,0,250.606,1.085,1.32527,1,1598,0,0.0538414,7e33ff01778497a2710e46cf5c488cdc1e76bd2f14c497eaed360113a27bafeb,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.1.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.1.0.1,MIP,INFEASIBLE,0,249.189,0.965,1.30901,1,1492,0,0.0538414,222c2c45d9cdc2edf720a62533221699481286b923a3c2c31aa0486b0e6fb423,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.1.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.1.1.0,MIP,INFEASIBLE,0,247.894,1.279,1.52527,1,1825,0,0.0538414,0693a897760486a48920a713152adf6cb6cd5ed66b0846f1446fe7e1ed0b9fd4,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.1.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.0.1.1.1.1,MIP,INFEASIBLE,0,246.276,3.378,4.27902,3,2425,0,0.0538414,e940e7150102594470a7c6d99e15358bf9caef508742311e3c1b6c803313df4f,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.0.1.1.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.0.0.0.1.0,MIP,INFEASIBLE,0,242.568,0.207,0.417967,1,839,0,0.0538414,256a3d9ac8cdb9153f6585777398a7715e8c5ebfa573ff314a31183b8d54ccd5,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.0.0.0.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.0.0.0,MIP,INFEASIBLE,0,242.035,1.299,1.47687,1,1566,0,0.0538414,544253fde5fb5c1fc625864f20e75c62499ba6d08671b7471b9d69cedf8f53aa,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.0.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.0.0.1,MIP,INFEASIBLE,0,240.724,3.72,4.39428,3,2432,0,0.0538414,6ab8e5d4a015e3545a046e6c9617867d816e9d2c20eabbb320cc3926ec844e06,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.0.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.0.1.0,MIP,INFEASIBLE,0,236.37,3.157,4.04188,2,1974,0,0.0538414,bbdfa064208924d97153a98f38abf3af95b0f068a4135ce3d014d94b558eb708,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.0.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.0.1.1,MIP,INFEASIBLE,0,233.201,3.49,4.20521,3,2115,0,0.0538414,285ab72922a0678b9ad7599841dabeae16c77b2a570c412eb87c10bedc16313c,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.0.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.1.0.0,MIP,INFEASIBLE,0,228.723,4.005,4.49992,3,2185,0,0.0538414,d1bac1a4789252424da98ee619b2c27aa5b964a033e5d4fbe0949537281192db,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.1.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.0.0.0.0.0.1,MIP,INFEASIBLE,0,224.706,0.203,0.406086,1,684,0,0.0538414,b6e527fa496c6a2b2adaf0efd5a09c1833438049926988b4bf590810f133c4e8,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.0.0.0.0.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.1.0.1,MIP,INFEASIBLE,0,224.491,4.02,4.69575,3,2707,0,0.0538414,c6e6325b593ae6691eb3e9de709762b7911cba64edd493d16c60792c3e1676d4,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.1.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.1.1.0,MIP,INFEASIBLE,0,220.135,3.086,4.05849,2,2208,0,0.0538414,4a531a0f2820ff39a1ffe6ca45f0a1eab36f95261b1efe504c733fef68c13b6d,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.1.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,L2.0.0.1.1.0.1.1.1,MIP,INFEASIBLE,0,216.721,2.871,3.75684,3,2422,0,0.0538414,3257142540c1006d9b89251429b07d94840787381fa988a6ad0f88f672667f5f,1,0,not_requested,E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage1__V12_M1__c4_candidate__300s\external\native_logs\L2.0.0.1.1.0.1.1.1_terminal_mip.gurobi.log
