instance,c4_final_lb,c5_final_lb,final_lb_delta_c5_minus_c4,c5_partial_mip_optimize_count,c5_partial_targets_reached,auc_status,auc_reason,common_window_start_process_seconds,common_window_end_process_seconds,common_window_duration_seconds,left_mean_valid_lower_bound,right_mean_valid_lower_bound,left_normalized_proof_auc,right_normalized_proof_auc,normalized_proof_auc_delta_right_minus_left
V12_M1,0.30674126571621935,0.3540353772422559,0.047294111526036575,7,4,observed_common_window,no_interpolation_no_post_last_event_extension,6.1582355,55.0127534,48.854517900000005,0.302194240909321,0.3165233262190415,0.846007131889257,0.8861220868566171,0.04011495496736015
V12_M2,0.6485095805960838,0.6516718023297533,0.0031622217336695346,16,15,observed_common_window,no_interpolation_no_post_last_event_extension,6.8991411,55.0181024,48.118961299999995,0.6377577823599586,0.6373111780177727,0.887618885290145,0.886997310047409,-0.0006215752427360239
high_imbalance_seed3202,1.6075620196009406,1.6626217178809841,0.055059698280043534,1,1,observed_common_window,no_interpolation_no_post_last_event_extension,15.8809126,55.0161012,39.1351886,1.5295928325652843,1.5773345537066659,0.8743960842307699,0.9016877746281744,0.02729169039740452
moderate_seed3302,0.13928850326024372,0.13902547698211068,-0.0002630262781330439,7,7,auc_unavailable,c4=open_finalization_without_interruption;c5=open_finalization_without_interruption,,,,,,,,
moderate_seed6301,0,0,0,0,0,auc_unavailable,c4=open_finalization_without_interruption;c5=open_finalization_without_interruption,,,,,,,,
tight_T_seed3101,0.05192808628246948,0.051936022768654666,7.936486185189384e-06,1,1,observed_common_window,no_interpolation_no_post_last_event_extension,15.029235,55.0222651,39.9930301,0.031655180500096324,0.044022917811268575,0.29514567396075964,0.4104596322578688,0.11531395829710914
tight_T_seed5102,0.20843292656852036,0.20843292656852036,0.0,0,0,observed_common_window,no_interpolation_no_post_last_event_extension,17.6125802,55.0257049,37.4131247,0.2051096362987102,0.20443205079123775,0.5660466315584447,0.5641766804385518,-0.0018699511198928605
