instance,family,left_arm,right_arm,common_verified_ub,left_final_lb,right_final_lb,final_lb_delta_right_minus_left,left_common_gap,right_common_gap,left_strict_certificate,right_strict_certificate,auc_status,auc_reason,common_window_start_process_seconds,common_window_end_process_seconds,common_window_duration_seconds,left_mean_valid_lower_bound,right_mean_valid_lower_bound,left_normalized_proof_auc,right_normalized_proof_auc,normalized_proof_auc_delta_right_minus_left
V12_M1,v12,C4-CANDIDATE,C5-CANDIDATE,0.3572005832084155,0.3572005832084146,0.3572005832084146,0.0,2.641903779817653e-15,2.641903779817653e-15,True,True,observed_common_window,no_interpolation_no_post_last_event_extension,6.0913134,54.1503884,48.059075,0.3012256743010546,0.31653936249220177,0.8432955836617413,0.8861669811650664,0.04287139750332515
V12_M2,v12,C4-CANDIDATE,C5-CANDIDATE,0.7185040707549709,0.6557601837879294,0.7185040707549704,0.06274388696704092,0.08732572231791685,7.725934130467664e-16,False,True,observed_common_window,no_interpolation_no_post_last_event_extension,6.7984358,228.2323269,221.4338911,0.6472198105134324,0.6624091179714924,0.9007879521592217,0.9219281350423828,0.02114018288316121
high_imbalance_seed3202,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,1.7493134520506337,1.610843602757366,1.749313452050631,0.138469849293265,0.07915668237213079,1.5231891437048475e-15,False,True,observed_common_window,no_interpolation_no_post_last_event_extension,16.3205815,211.6262267,195.3056452,1.5935766739694361,1.6487167865050132,0.9109726287769431,0.9424936306139386,0.03152100183699558
high_imbalance_seed4201,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,2.784107571242904,2.6896611173437055,2.690845603962983,0.0011844866192776138,0.03392342123369721,0.03349797552480571,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,16.52835,295.0156548,278.4873048,2.6682118520400233,2.669969354508599,0.9583723989690355,0.9590036613839416,0.0006312624149060105
high_imbalance_seed5202,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,1.1543377051882164,1.0155419140820865,1.0159527187400632,0.0004108046579767155,0.12023846269796679,0.1198825836028542,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,13.7730963,295.0231142,281.2500179,1.0102647842986203,1.0105419965894429,0.8751899723607265,0.8754301207068969,0.00024014834617037286
high_imbalance_seed5203,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,2.3524097575828193,2.0264485645829993,2.3524097575828193,0.32596119299982007,0.1385648023050016,0.0,False,True,observed_common_window,no_interpolation_no_post_last_event_extension,14.2586179,253.6214547,239.3628368,2.006517492116561,2.062100745085268,0.8529625783300389,0.8765907973465277,0.023628219016488847
high_imbalance_seed6202,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,9.736060015392617,7.461555638889693,7.461555638889693,0.0,0.23361651149509707,0.23361651149509707,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,21.5308432,295.1284276,273.5975844,6.6895390233469305,6.7021047364994955,0.6870889264004981,0.6883795627701074,0.0012906363696092752
moderate_seed3302,moderate,C4-CANDIDATE,C5-CANDIDATE,0.19563620654901237,0.13953281761623015,0.13984710960974936,0.00031429199351920567,0.28677405845490433,0.2851675460456563,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,19.9914791,295.0157653,275.0242862,0.1381717609274676,0.13832063881920517,0.706268861806272,0.7070298553583539,0.0007609935520819831
moderate_seed4302,moderate,C4-CANDIDATE,C5-CANDIDATE,0.04854285887126694,0.016240295448157305,0.016240295448157305,0.0,0.6654441904374504,0.6654441904374504,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,19.1544424,295.0240533,275.8696109,0.012400155512790185,0.012383027346856507,0.25544757356946624,0.2550947273150027,-0.00035284625446348715
moderate_seed5301,moderate,C4-CANDIDATE,C5-CANDIDATE,0.16885733659692667,0.08358982994364039,0.08450251911563354,0.0009126891719931501,0.5049677341342017,0.49956264371653275,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,20.671035,295.0197813,274.34874629999996,0.07949434892960736,0.0831752125992182,0.4707781760135509,0.4925768360172754,0.02179866000372454
