instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
moderate_seed6301.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,3.17373,0.40681,18.4462,3,22,61,57,4,"3582.09|3598.45|3591.43",true,0.0079625,true,
moderate_seed6301.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,2.94828,0.432358,16.7728,3,10,68,26,42,"3577.69|3598.46|3589.41",true,0.0111297,true,
moderate_seed6301.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,1.31242,0.331631,6.53863,3,16,74,64,10,"3595.58|3520.88|3578.66",true,0.0147314,true,
