path,sha256,V,M,regime,selected_role,historical_evidence_locator,candidate_results_observed
reference/generated/regen_V20_M2_average.txt,4270628f953203521a8bb7382975b8baee3f21e694c93e8d2bd176588939ed55,20,2,other,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/generated/regen_V20_M3_low.txt,c3f5376b4fc4a37d3929a249ae4b0f5ce0a9a5c4cd8f6746e3bdd2051fe3fe62,20,3,other,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/generated/regen_V50_M3_average.txt,4e0d644dd5b37af00c825ca0147dbdee16c681c7d05ddd31a8b8aaff716b701d,50,3,other,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/generated/regen_V50_M5_low.txt,14908ec32b7fcd20aa6d095197a3b13259520f3782b12635911bae6d24f78f81,50,5,other,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_compact_bc_diagnostics/diag_V20_M2_high_transfer_seed7104.txt,28b4583be9c00edee68dd05853e133742e6e464dbc525eccdb56cd675af384e9,20,2,other,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_compact_bc_diagnostics/diag_V20_M3_dense_duration_seed7105.txt,a5cdd0acae0f2c2616c89caa115318d3987f80a96c6d17a41a2af8103a9fd9dc,20,3,other,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,20,3,high_imbalance,v20_development,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,902f4c46fa076f3e24b537737c5d58ffe833e6de21e900a42bb8846d3f76db50,20,3,high_imbalance,v20_confirmation,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_stress/V20_M3/moderate_seed3301.txt,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,20,3,moderate,v20_development,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_stress/V20_M3/moderate_seed3302.txt,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,20,3,moderate,v20_confirmation,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_stress/V20_M3/tight_T_seed3101.txt,30aea92f1d6ce551ef8fffe15acdd3422a94b06e60ddd13ad5166149653d4ef3,20,3,tight_T,v20_development,tracked results/manifests; locate by exact basename and input hash,False
reference/hard_stress/V20_M3/tight_T_seed3102.txt,40689df814199ae10f66c5bbfe492fcafdbbabc1a221c6724e939d02758a9f14,20,3,tight_T,v20_confirmation,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round22/V20_M3/high_imbalance_seed4201.txt,79d27b2247247c7f86a20e4fd5a123ab1b5e41dfd193f3bdb4b88297f243f368,20,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round22/V20_M3/high_imbalance_seed4202.txt,2e4147777b1d9957b022aaa55cbb73d93bbe24d237877178823800343221fda8,20,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round22/V20_M3/moderate_seed4301.txt,8841820f8028da45d98c7d4ebebdb182df03f4a3909b877e4d3ce2bcd131daf6,20,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round22/V20_M3/moderate_seed4302.txt,ce1aaed9987b1d34c665df323f602ca36223eab6da3bffd73c0ead4f78d936a7,20,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round22/V20_M3/tight_T_seed4101.txt,57efa512535d9914d51bfa1a16ccfbe602bd5c04080698bc7a7de611bcc54a3d,20,3,tight_T,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round22/V20_M3/tight_T_seed4102.txt,c4ea06e1c386fbce2bb9ef536e87018e22836a0fc274696c593cdc224619fe19,20,3,tight_T,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V20_M3/high_imbalance_seed5202.txt,18df273a1bb599a8d85ba695f107711331ffc1ff101eb67d3603cf28ce0510fb,20,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V20_M3/high_imbalance_seed5203.txt,261a4e276df0a95d5ade89f6067b3451fa74650a70970cfa27248c4884f29761,20,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V20_M3/moderate_seed5301.txt,7d1b9e36dec1a5389d2d76af66c9476e642fac496530154bd4418e2082e5d0a5,20,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V20_M3/moderate_seed5302.txt,29d6c063e60366697a215808677ac53e958cb916103382f91a3b92957bd9dc3f,20,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V20_M3/tight_T_seed5102.txt,7c6d264827a64fc1da476a350f4312c947f27c94ba1b7cf775347fdd407363d5,20,3,tight_T,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V20_M3/tight_T_seed5103.txt,96043ed4a57c0596cd1acf7d7028a3b8c9edcbd7610e6d7a5772d55f75c5b528,20,3,tight_T,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V50_M3/high_imbalance_seed6202.txt,dc638980e691c1e5a0db8863194d2c961c9548923de05ea66613c11a7b8542ba,50,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V50_M3/moderate_seed6301.txt,d07c4fc1d6f4c54b1964d7d1c925dd12b780f1973f5b61f1e02c1cfa35404ae3,50,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round26/V50_M3/tight_T_seed6102.txt,62ed13533967116ca5cb0f3d3e8c4b984900b8aa11306aa6bb20a1aa6584e16c,50,3,tight_T,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round31/V20_M3/round31_sealed_high_imbalance_V20_seed1968399862.txt,852853c003d7d53a5449f120d9924e4b25614de058da1fea92c82f1cbdb9ad9d,20,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round31/V20_M3/round31_sealed_moderate_V20_seed311185674.txt,8b6b0ca7801cfa7edcc6592206ca99abf8cf286863762f2813f2d340d137c959,20,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round31/V20_M3/round31_sealed_tight_T_V20_seed2113109204.txt,e4877486f9c9221240d1b05d59afd1eb82eba1bf59f74694a744c065b4230eec,20,3,tight_T,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round31/V50_M3/round31_sealed_high_imbalance_V50_seed802548647.txt,7eb428a88b804a79aa77582d1f8a3fdcba14b493386fd6eab400e5b3ee91b0e7,50,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round31/V50_M3/round31_sealed_moderate_V50_seed1112848618.txt,14645ca5ea5fd88739a4d6632fdd986b574baeb1fc2706a261e36cf8bf61ce9b,50,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/heldout_round31/V50_M3/round31_sealed_tight_T_V50_seed1973327304.txt,deea51d98a6185a90e6febd66fcae995841c1ee2624a8e372010afb578d39c34,50,3,tight_T,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/large_diagnostics/V50_M3_high_imbalance_seed5201.txt,da691c5a09a1e3692f8a9dd6c555457a8d80433ed21e23fb819f5a058a75181d,50,3,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/large_diagnostics/V50_M3_moderate_seed5101.txt,69fa50a20cd0d43c4aa5f9f31875409c520475b1059042775c50619e25fa0bf2,50,3,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/qualification_round32/V20_M2/round32_multi_m_high_imbalance_V20_M2_seed1052706459.txt,4cda9b09c2d0253145e931d7c5a3c317376aca12b040446c3b2db5d8f0bbbb1f,20,2,high_imbalance,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
reference/qualification_round32/V20_M2/round32_multi_m_moderate_V20_M2_seed479269984.txt,ed61015daedbb3ff2a64fcbcf85a214dd76771a1d1a9f11c1477a48fb204bac5,20,2,moderate,inventory_only,tracked results/manifests; locate by exact basename and input hash,False
