leaf_key,C_retain_work,C_split_work,delta_work,relative_split_gain,split_over_retain,label,completed_pair,censored_order
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L2,774.44344867205768,2526.5836970153155,-1752.1402483432578,-2.2624508624195374,3.2624508624195374,harmful,True,not_applicable
