instance_id,panel,arm,strict_certificate,seconds,work,nodes,split_count,final_lb,verified_ub,relative_gap,GI_300,cap_seconds,failure_reason
round32_multi_m_tight_T_V50_M2_seed104207248,v50_development,gamma-veto,False,300.2629505,652.7795398123999,610,1,2.440964309372374,2.6875741160301025,,0.23232928967088357,320.0,overall_global_deadline
round32_multi_m_tight_T_V50_M2_seed104207248,v50_development,no-adaptive,False,300.256103,681.5063071545068,547,0,0.49,2.854148761708783,,0.8415743452999679,320.0,overall_global_deadline
