instance_id,arm,parent_id,point_rule,parent_lower,parent_upper,admissible_lower,admissible_upper,midpoint,maximizer_lower,maximizer_upper,selected_point,frontier_target,plateau,boundary,tie_break,certified,reason
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,midpoint,L3,midpoint,0.01754843232360848,0.023397909764811306,0.01754843232360848,0.023397909764811306,0.020473171044209891,0.020473171044209891,0.020473171044209891,0.020473171044209891,0.023397809764811307,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,midpoint,L3.0,midpoint,0.01754843232360848,0.020473171044209891,0.01754843232360848,0.020473171044209891,0.019010801683909187,0.019010801683909187,0.019010801683909187,0.019010801683909187,0.023397809764811307,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,pmm,L1,midpoint,0.0058494774412028265,0.011698954882405653,0.0058494774412028265,0.011698954882405653,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.016816052765757296,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,pmm,L2,midpoint,0.011698954882405653,0.01754843232360848,0.011698954882405653,0.01754843232360848,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.01754843232360848,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,pmm,L3,pmm,0.01754843232360848,0.023397909764811306,0.017648432323608479,0.023297909764811307,0.020473171044209891,0.017648432323608479,0.017648432323608479,0.017648432323608479,0.023397809764811307,0,1,plateau-midpoint,1,certified_direct_parametric_root_solver
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,pmm,L3.0,midpoint,0.01754843232360848,0.017648432323608479,0.01754843232360848,0.017648432323608479,0.017598432323608477,0.017598432323608477,0.017598432323608477,0.017598432323608477,0.023397809764811307,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fpmm,L1,midpoint,0.0058494774412028265,0.011698954882405653,0.0058494774412028265,0.011698954882405653,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.016816052765757296,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fpmm,L2,midpoint,0.011698954882405653,0.01754843232360848,0.011698954882405653,0.01754843232360848,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.01754843232360848,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fpmm,L3,fpmm,0.01754843232360848,0.023397909764811306,0.017648432323608479,0.023297909764811307,0.020473171044209891,0.017648432323608479,0.017648432323608479,0.017648432323608479,0.023397809764811307,0,1,plateau-midpoint,1,certified_direct_parametric_root_solver
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fpmm,L3.0,midpoint,0.01754843232360848,0.017648432323608479,0.01754843232360848,0.017648432323608479,0.017598432323608477,0.017598432323608477,0.017598432323608477,0.017598432323608477,0.023397809764811307,0,0,midpoint,1,certified_midpoint
