instance_id,arm,parent_id,point_rule,parent_lower,parent_upper,admissible_lower,admissible_upper,midpoint,maximizer_lower,maximizer_upper,selected_point,frontier_target,plateau,boundary,tie_break,certified,reason
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,retain,L0,midpoint,0,0.0053342515099451416,0,0.0053342515099451416,0.0026671257549725708,0.0026671257549725708,0.0026671257549725708,0.0026671257549725708,0.016002754529835427,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,retain,L1,midpoint,0.0053342515099451416,0.010668503019890283,0.0053342515099451416,0.010668503019890283,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.016002754529835427,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,retain,L2,midpoint,0.010668503019890283,0.016002754529835427,0.010668503019890283,0.016002754529835427,0.013335628774862855,0.013335628774862855,0.013335628774862855,0.013335628774862855,0.021336906039780567,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,midpoint,L1,midpoint,0.0053342515099451416,0.010668503019890283,0.0053342515099451416,0.010668503019890283,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.017964388963836342,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,midpoint,L2,midpoint,0.010668503019890283,0.016002754529835427,0.010668503019890283,0.016002754529835427,0.013335628774862855,0.013335628774862855,0.013335628774862855,0.013335628774862855,0.021336906039780567,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,midpoint,L2.0,midpoint,0.010668503019890283,0.013335628774862855,0.010668503019890283,0.013335628774862855,0.012002065897376568,0.012002065897376568,0.012002065897376568,0.012002065897376568,0.020484475945159352,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,midpoint,L2.1,midpoint,0.013335628774862855,0.016002754529835427,0.013335628774862855,0.016002754529835427,0.014669191652349142,0.014669191652349142,0.014669191652349142,0.014669191652349142,0.021336906039780567,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L1,midpoint,0.0053342515099451416,0.010668503019890283,0.0053342515099451416,0.010668503019890283,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.017964388963836342,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,pmm,0.010668503019890283,0.016002754529835427,0.010768503019890283,0.015902754529835427,0.013335628774862855,0.011141178105840128,0.011141256448300912,0.011141217277070521,0.021336906039780567,0,0,plateau-midpoint,1,certified_direct_parametric_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2.1,midpoint,0.011141217277070521,0.016002754529835427,0.011141217277070521,0.016002754529835427,0.013571985903452974,0.013571985903452974,0.013571985903452974,0.013571985903452974,0.018596715493593079,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2.0,midpoint,0.010668503019890283,0.011141217277070521,0.010668503019890283,0.011141217277070521,0.010904860148480402,0.010904860148480402,0.010904860148480402,0.010904860148480402,0.021336906039780567,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L1,midpoint,0.0053342515099451416,0.010668503019890283,0.0053342515099451416,0.010668503019890283,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.0080013772649177133,0.017964388963836342,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,fpmm,0.010668503019890283,0.016002754529835427,0.010768503019890283,0.015902754529835427,0.013335628774862855,0.011141178105840128,0.011141256448300912,0.011141217277070521,0.021336906039780567,0,0,plateau-midpoint,1,certified_direct_parametric_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2.1,midpoint,0.011141217277070521,0.016002754529835427,0.011141217277070521,0.016002754529835427,0.013571985903452974,0.013571985903452974,0.013571985903452974,0.013571985903452974,0.018596715493593079,0,0,midpoint,1,certified_midpoint
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2.0,midpoint,0.010668503019890283,0.011141217277070521,0.010668503019890283,0.011141217277070521,0.010904860148480402,0.010904860148480402,0.010904860148480402,0.010904860148480402,0.021336906039780567,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,retain,L0,midpoint,0,0.0058494774412028265,0,0.0058494774412028265,0.0029247387206014133,0.0029247387206014133,0.0029247387206014133,0.0029247387206014133,0.011698954882405653,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,retain,L1,midpoint,0.0058494774412028265,0.011698954882405653,0.0058494774412028265,0.011698954882405653,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.01754843232360848,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,retain,L2,midpoint,0.011698954882405653,0.01754843232360848,0.011698954882405653,0.01754843232360848,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.01754843232360848,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,retain,L3,midpoint,0.01754843232360848,0.023397909764811306,0.01754843232360848,0.023397909764811306,0.020473171044209891,0.020473171044209891,0.020473171044209891,0.020473171044209891,0.023397809764811307,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,midpoint,L1,midpoint,0.0058494774412028265,0.011698954882405653,0.0058494774412028265,0.011698954882405653,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.0087742161618042398,0.016816052765757296,0,0,midpoint,1,certified_midpoint
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,midpoint,L2,midpoint,0.011698954882405653,0.01754843232360848,0.011698954882405653,0.01754843232360848,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.014623693603007066,0.01754843232360848,0,0,midpoint,1,certified_midpoint
