leaf_key,parent_id,parent_id_parent,depth,lower,upper,K0,L_I,L_E,L_minus,L_plus,U,U0,L0,target,G_C6,D_R43,F,M_root,H,Gamma_sum,epsilon_gamma,decisive_frontier,rho_D,rho_F,rho_gamma,timing_rule,action,reason,decision_hash_input
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L0,L0,,0,0,0.012367170653604861,4,0.028210692227058676,0.031799220620925266,0.02993232489654531,0.032226517032568763,0.049468682614419446,0.049468682614419446,0.020977495607439198,0.037101511960814584,0.080987555178793094,0.014313046386748456,0,0.0026698308711111539,0,-0.0063159851517583295,7.0951096529376715e-05,0,0.1,0.5,0.012,gamma-threshold,retain,gamma_sum_frozen_threshold,L0|frontier-d2|all|parent|gamma-threshold|0.037102|0.031799|0.031799|0.000000|0.002670|0.000000|-0.006316|0.012000
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L1,L1,,0,0.012367170653604861,0.024734341307209723,4,0.032852225758396171,0.035379603639645936,0.034528448501144372,0.036837885098759578,0.049468682614419446,0.049468682614419446,0.020977495607439198,0.037101511960814584,0.10087726627115394,0.025953456759128336,0,0.0037841043126517131,0,0.002663658416826115,7.0951096529376715e-05,0,0.1,0.5,0.012,gamma-threshold,retain,gamma_sum_frozen_threshold,L1|frontier-d2|all|parent|gamma-threshold|0.037102|0.035380|0.035380|0.000000|0.003784|0.000000|0.002664|0.012000
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L2,L2,,0,0.024734341307209723,0.037101511960814584,4,0.037802754977028653,0.039983404280085677,0.039154805079827541,0.041957188086599047,0.049468682614419446,0.049468682614419446,0.020977495607439198,0.049468582614419443,0.11589735037146932,0.043700010595386481,0,0.0044733232879529553,0,0.0050242931523643919,7.0951096529376715e-05,0,0.1,0.5,0.012,gamma-threshold,retain,gamma_sum_frozen_threshold,L2|frontier-d2|all|parent|gamma-threshold|0.049469|0.039983|0.039983|0.000000|0.004473|0.000000|0.005024|0.012000
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L3,L3,,0,0.037101511960814584,0.049468682614419446,4,0.046945261960814583,0.046945261960814583,0.046945261960814583,inf,0.049468682614419446,0.049468682614419446,0.020977495607439198,0.049468582614419443,inf,0.37500000000000006,0,0.0083032934436005398,0,0.011070619192641285,7.0951096529376715e-05,0,0.1,0.5,0.012,gamma-threshold,retain,gamma_sum_frozen_threshold,L3|frontier-d2|all|parent|gamma-threshold|0.049469|0.046945|0.046945|0.000000|0.008303|0.000000|0.011071|0.012000
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L0,L0,,0,0,0.12660569730604074,4,0.093948255393593263,0.11484319998575677,0.094812110477775102,0.13567304711601838,0.50642278922416295,0.50642278922416295,0.093948255393593263,0.12660569730604074,0.0020943234389754609,0.013948864821561664,0,0.0034872162053904161,0,-0.0025057886940646145,4.7872887012749548e-07,0,0.1,0.5,0.012,gamma-threshold,retain,gamma_sum_frozen_threshold,L0|frontier-d2|all|parent|gamma-threshold|0.126606|0.114843|0.114843|0.000000|0.003487|0.000000|-0.002506|0.012000
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L1,L1,,0,0.12660569730604074,0.25321139461208148,4,0.1983636356358682,0.19836363563586815,0.19836363563586817,0.2616664842888885,0.50642278922416295,0.50642278922416295,0.093948255393593263,0.25321139461208148,0,0.051372315929963747,0,0.0095919328741854853,0,0.016621559174469829,4.7872887012749548e-07,0,0.1,0.5,0.012,gamma-threshold,split,gamma_sum_frozen_threshold,L1|frontier-d2|all|parent|gamma-threshold|0.253211|0.198364|0.198364|0.000000|0.009592|0.000000|0.016622|0.012000
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L2,L2,,0,0.25321139461208148,0.37981709191812218,4,0.32496933294190877,0.32496933294190888,0.32496933294190883,0.38827218159492921,0.50642278922416295,0.50642278922416295,0.093948255393593263,0.37981709191812218,0,0.087216372107225076,0,0.0095919328741855322,0,0.01662155917446979,4.7872887012749548e-07,0,0.1,0.5,0.012,gamma-threshold,split,gamma_sum_frozen_threshold,L2|frontier-d2|all|parent|gamma-threshold|0.379817|0.324969|0.324969|0.000000|0.009592|0.000000|0.016622|0.012000
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L3,L3,,0,0.37981709191812218,0.50642278922416295,4,0.45157503024794959,0.45157503024794959,0.45157503024794959,inf,0.50642278922416295,0.50642278922416295,0.093948255393593263,0.506422689224163,inf,0.2692694511011684,3.0362910068048026e-15,0.0089513562307101599,2.7178922422011394e-17,0.016621528869568632,4.7872887012749548e-07,0,0.1,0.5,0.012,gamma-threshold,split,gamma_sum_frozen_threshold,L3|frontier-d2|all|parent|gamma-threshold|0.506423|0.451575|0.451575|0.000000|0.008951|0.000000|0.016622|0.012000
