instance_id,panel,arm,strict_certificate,seconds,work,nodes,split_count,final_lb,verified_ub,relative_gap,GI_300,cap_seconds,failure_reason
round32_multi_m_tight_T_V50_M4_seed1562257203,v50_confirmation,gamma-veto,False,300.0831685,341.9604750461113,1,0,2.782139446627538,2.9498095162436155,,0.6947208119751516,320.0,overall_global_deadline
round32_multi_m_tight_T_V50_M4_seed1562257203,v50_confirmation,no-adaptive,False,300.304185,346.5589359722142,1,0,0.49,2.9498095162436155,,0.9402871344426206,320.0,overall_global_deadline
