instance_id,panel,arm,strict_certificate,seconds,work,nodes,split_count,final_lb,verified_ub,relative_gap,GI_300,cap_seconds,failure_reason
high_imbalance_seed3201,v20_development,gamma-veto,False,300.0579085,547.7757937401116,2685,0,2.36586462842632,2.4434031919432,,0.09696863729566464,320.0,overall_global_deadline
high_imbalance_seed3201,v20_development,no-adaptive,False,300.0591309,547.624351047023,2727,0,0.7124999999999999,2.4434031919432,,0.7798021194343102,320.0,overall_global_deadline
high_imbalance_seed3202,v20_confirmation,gamma-veto,True,259.5690693,455.0541474241866,5118,0,1.7493134517141695,1.7493134520506337,,0.08001028622876268,320.0,none
high_imbalance_seed3202,v20_confirmation,no-adaptive,True,260.6657484,455.90631333279595,5117,0,1.7493134517141695,1.7493134520506337,,0.5387813320423448,320.0,none
round32_multi_m_tight_T_V50_M2_seed104207248,v50_development,gamma-veto,False,300.2629505,652.7795398123999,610,1,2.440964309372374,2.6875741160301025,,0.23232928967088357,320.0,overall_global_deadline
round32_multi_m_tight_T_V50_M2_seed104207248,v50_development,no-adaptive,False,300.256103,681.5063071545068,547,0,0.49,2.854148761708783,,0.8415743452999679,320.0,overall_global_deadline
round32_multi_m_tight_T_V50_M4_seed1562257203,v50_confirmation,gamma-veto,False,300.0831685,341.9604750461113,1,0,2.782139446627538,2.9498095162436155,,0.6947208119751516,320.0,overall_global_deadline
round32_multi_m_tight_T_V50_M4_seed1562257203,v50_confirmation,no-adaptive,False,300.304185,346.5589359722142,1,0,0.49,2.9498095162436155,,0.9402871344426206,320.0,overall_global_deadline
