leaf_key,arm,work,native_jobs,strict_certificate,censored
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L0,midpoint-split,20.76015241387254,6,True,False
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L1,midpoint-split,879.48037720448679,6,True,False
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L2,midpoint-split,2526.5836970153155,16,True,False
round39_small_medium_V12_M3_Q30_slot08_seed1343324363::L3,midpoint-split,0.39004241811584583,1,True,False
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L0,midpoint-split,6.1555488979230031,6,True,False
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L1,midpoint-split,142.99608329328464,6,True,False
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L2,midpoint-split,12.352243100396691,6,True,False
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L3,midpoint-split,1.303672937468467,2,True,False
