instance_id,panel,arm,strict_certificate,seconds,work,nodes,split_count,final_lb,verified_ub,relative_gap,GI_300,cap_seconds,failure_reason
high_imbalance_seed3202,v20_confirmation,gamma-veto,True,259.5690693,455.0541474241866,5118,0,1.7493134517141695,1.7493134520506337,,0.08001028622876268,320.0,none
high_imbalance_seed3202,v20_confirmation,no-adaptive,True,260.6657484,455.90631333279595,5117,0,1.7493134517141695,1.7493134520506337,,0.5387813320423448,320.0,none
