instance_id,arm,parent_id,query_index,side,method,admissible_lower,admissible_upper,query_point,value,infeasible,optimal,basis_hash,dual_slope,sensitivity_lower,sensitivity_upper,monotonicity_residual,endpoint_residual,certified,reason
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,0,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.010768503019890283,0.018305219433346627,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,0,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.010768503019890283,0.018031060426850241,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,1,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.015902754529835427,0.017970971835298669,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,1,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.015902754529835427,inf,1,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,2,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.013335628774862855,0.01813822142257706,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,2,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.013335628774862855,0.019742506234664389,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,3,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.01205206589737657,0.0182206085069231,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,3,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.01205206589737657,0.018886805976097883,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,4,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011410284458633426,0.018261926999937457,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,4,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011410284458633426,0.0184589388945978,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,5,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011089393739261854,0.018283163235141821,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,5,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011089393739261854,0.018245001088004614,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,6,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011249839098947639,0.018272226918505122,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,6,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011249839098947639,0.01835197034762022,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,7,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011169616419104748,0.018277243271921616,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,7,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011169616419104748,0.018298485806954812,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,8,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.0111295050791833,0.018280491581954151,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,8,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.0111295050791833,0.018271743469773071,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,9,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011149560749144024,0.018278732791661652,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,9,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011149560749144024,0.018285114643936295,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,10,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011139532914163662,0.018279631662366781,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,10,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011139532914163662,0.018278429058247884,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,11,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011144546831653843,0.018279043699479105,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,11,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011144546831653843,0.018281771851440358,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,12,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011142039872908752,0.018279199148930156,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,12,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011142039872908752,0.018280100454931208,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,13,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011140786393536207,0.018279804722481773,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,13,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011140786393536207,0.018279264756611298,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,14,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011141413133222479,0.018279238010828609,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,14,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011141413133222479,0.018279682605776681,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,15,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011141099763379344,0.018279785642200709,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,15,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011141099763379344,0.018279473681195389,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,16,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011141256448300912,0.018279247726274185,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,16,right,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.011141256448300912,0.01827957814348638,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,0,left,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.010768503019890283,0.018305219433346627,0,1,unavailable-root-solver,,,,0,0,1,basis_sensitivity_unavailable_direct_root_solver
