leaf_key,C_retain_work,C_split_work,delta_work,relative_split_gain,split_over_retain,label,completed_pair,censored_order
round39_small_hard_V12_M3_Q30_slot08_seed1288546114::L3,3.3202216866086012,1.303672937468467,2.0165487491401342,0.60735364667770497,0.39264635332229497,beneficial,True,not_applicable
