parent_id,parent_bound,child_id,child_inherited_bound,inheritance_valid,source
R,0.00853251,R.0,0.00853251,true,"inherited_complete_parent_lp_bound"
R,0.00853251,R.1,0.00853251,true,"inherited_complete_parent_lp_bound"
R.0,0.00853251,R.0.0,0.00853251,true,"inherited_complete_parent_lp_bound"
R.0,0.00853251,R.0.1,0.00853251,true,"inherited_complete_parent_lp_bound"
R.1,0.0585202,R.1.0,0.0585202,true,"inherited_complete_parent_lp_bound"
R.1,0.0585202,R.1.1,0.0585202,true,"inherited_complete_parent_lp_bound"
R.0.0,0.00853251,R.0.0.0,0.00853251,true,"inherited_complete_parent_lp_bound"
R.0.0,0.00853251,R.0.0.1,0.00853251,true,"inherited_complete_parent_lp_bound"
R.0.0.0,0.0092874,R.0.0.0.0,0.0092874,true,"inherited_complete_parent_lp_bound"
R.0.0.0,0.0092874,R.0.0.0.1,0.0092874,true,"inherited_complete_parent_lp_bound"
R.0.0.1,0.0188695,R.0.0.1.0,0.0188695,true,"inherited_complete_parent_lp_bound"
R.0.0.1,0.0188695,R.0.0.1.1,0.0188695,true,"inherited_complete_parent_lp_bound"
R.0.1,0.0320864,R.0.1.0,0.0320864,true,"inherited_complete_parent_lp_bound"
R.0.1,0.0320864,R.0.1.1,0.0320864,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0,0.0139695,R.0.0.0.0.0,0.0139695,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0,0.0139695,R.0.0.0.0.1,0.0139695,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1,0.0135709,R.0.0.0.1.0,0.0135709,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1,0.0135709,R.0.0.0.1.1,0.0135709,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1,0.0158476,R.0.0.0.1.1.0,0.0158476,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1,0.0158476,R.0.0.0.1.1.1,0.0158476,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0,0.0143448,R.0.0.0.1.0.0,0.0143448,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0,0.0143448,R.0.0.0.1.0.1,0.0143448,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.0,0.017052,R.0.0.0.0.0.0,0.017052,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.0,0.017052,R.0.0.0.0.0.1,0.017052,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1,0.0156293,R.0.0.0.0.1.0,0.0156293,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1,0.0156293,R.0.0.0.0.1.1,0.0156293,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1,0.0152509,R.0.0.0.1.0.1.0,0.0152509,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1,0.0152509,R.0.0.0.1.0.1.1,0.0152509,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0,0.0158047,R.0.0.0.1.0.0.0,0.0158047,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0,0.0158047,R.0.0.0.1.0.0.1,0.0158047,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.0,0.0159023,R.0.0.0.1.0.1.0.0,0.0159023,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.0,0.0159023,R.0.0.0.1.0.1.0.1,0.0159023,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.1,0.0157152,R.0.0.0.1.0.1.1.0,0.0157152,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.1,0.0157152,R.0.0.0.1.0.1.1.1,0.0157152,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1,0.0164609,R.0.0.0.0.1.1.0,0.0164609,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1,0.0164609,R.0.0.0.0.1.1.1,0.0164609,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0,0.0171472,R.0.0.0.0.1.0.0,0.0171472,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0,0.0171472,R.0.0.0.0.1.0.1,0.0171472,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.1.0,0.0159541,R.0.0.0.1.0.1.1.0.0,0.0159541,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.1.0,0.0159541,R.0.0.0.1.0.1.1.0.1,0.0159541,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.1.1,0.015952,R.0.0.0.1.0.1.1.1.0,0.015952,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.1.1,0.015952,R.0.0.0.1.0.1.1.1.1,0.015952,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0.0,0.0165479,R.0.0.0.1.0.0.0.0,0.0165479,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0.0,0.0165479,R.0.0.0.1.0.0.0.1,0.0165479,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0.1,0.0162232,R.0.0.0.1.0.0.1.0,0.0162232,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0.1,0.0162232,R.0.0.0.1.0.0.1.1,0.0162232,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0,0.0158639,R.0.0.0.1.1.0.0,0.0158639,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0,0.0158639,R.0.0.0.1.1.0.1,0.0158639,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1,0.0172337,R.0.0.0.1.1.1.0,0.0172337,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1,0.0172337,R.0.0.0.1.1.1.1,0.0172337,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0.0,0.0159281,R.0.0.0.1.1.0.0.0,0.0159281,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0.0,0.0159281,R.0.0.0.1.1.0.0.1,0.0159281,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0.1,0.0164573,R.0.0.0.1.1.0.1.0,0.0164573,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0.1,0.0164573,R.0.0.0.1.1.0.1.1,0.0164573,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.0.0,0.0162719,R.0.0.0.1.0.1.0.0.0,0.0162719,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.0.0,0.0162719,R.0.0.0.1.0.1.0.0.1,0.0162719,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.0.1,0.0161122,R.0.0.0.1.0.1.0.1.0,0.0161122,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1.0.1,0.0161122,R.0.0.0.1.0.1.0.1.1,0.0161122,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0.0.0,0.0160243,R.0.0.0.1.1.0.0.0.0,0.0160243,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0.0.0,0.0160243,R.0.0.0.1.1.0.0.0.1,0.0160243,true,"inherited_complete_parent_lp_bound"
