parent_id,parent_L,parent_U,left_id,left_L,left_U,right_id,right_L,right_U,exact_coverage,atomic_replacement,tolerance
ROOT,0,0.10573533268303861,R,0,0.10573533268303861,NA,0,0,1,true,9.9999999999999995e-08
R,0,0.10573533268303861,R.0,0,0.052867666341519307,R.1,0.052867666341519307,0.10573533268303861,true,true,9.9999999999999995e-08
R.0,0,0.052867666341519307,R.0.0,0,0.026433833170759653,R.0.1,0.026433833170759653,0.052867666341519307,true,true,9.9999999999999995e-08
R.1,0.052867666341519307,0.10573533268303861,R.1.0,0.052867666341519307,0.079301499512278967,R.1.1,0.079301499512278967,0.10573533268303861,true,true,9.9999999999999995e-08
R.0.0,0,0.026433833170759653,R.0.0.0,0,0.013216916585379827,R.0.0.1,0.013216916585379827,0.026433833170759653,true,true,9.9999999999999995e-08
R.0.0.0,0,0.013216916585379827,R.0.0.0.0,0,0.0066084582926899133,R.0.0.0.1,0.0066084582926899133,0.013216916585379827,true,true,9.9999999999999995e-08
R.0.0.1,0.013216916585379827,0.026433833170759653,R.0.0.1.0,0.013216916585379827,0.019825374878069742,R.0.0.1.1,0.019825374878069742,0.026433833170759653,true,true,9.9999999999999995e-08
R.0.1,0.026433833170759653,0.052867666341519307,R.0.1.0,0.026433833170759653,0.039650749756139483,R.0.1.1,0.039650749756139483,0.052867666341519307,true,true,9.9999999999999995e-08
R.0.0.0.0,0,0.0066084582926899133,R.0.0.0.0.0,0,0.0033042291463449567,R.0.0.0.0.1,0.0033042291463449567,0.0066084582926899133,true,true,9.9999999999999995e-08
R.0.0.0.1,0.0066084582926899133,0.013216916585379827,R.0.0.0.1.0,0.0066084582926899133,0.0099126874390348708,R.0.0.0.1.1,0.0099126874390348708,0.013216916585379827,true,true,9.9999999999999995e-08
R.0.0.0.1.1,0.0099126874390348708,0.013216916585379827,R.0.0.0.1.1.0,0.0099126874390348708,0.011564802012207349,R.0.0.0.1.1.1,0.011564802012207349,0.013216916585379827,true,true,9.9999999999999995e-08
R.0.0.0.1.0,0.0066084582926899133,0.0099126874390348708,R.0.0.0.1.0.0,0.0066084582926899133,0.0082605728658623929,R.0.0.0.1.0.1,0.0082605728658623929,0.0099126874390348708,true,true,9.9999999999999995e-08
R.0.0.0.0.0,0,0.0033042291463449567,R.0.0.0.0.0.0,0,0.0016521145731724783,R.0.0.0.0.0.1,0.0016521145731724783,0.0033042291463449567,true,true,9.9999999999999995e-08
R.0.0.0.0.1,0.0033042291463449567,0.0066084582926899133,R.0.0.0.0.1.0,0.0033042291463449567,0.0049563437195174354,R.0.0.0.0.1.1,0.0049563437195174354,0.0066084582926899133,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1,0.0082605728658623929,0.0099126874390348708,R.0.0.0.1.0.1.0,0.0082605728658623929,0.0090866301524486319,R.0.0.0.1.0.1.1,0.0090866301524486319,0.0099126874390348708,true,true,9.9999999999999995e-08
R.0.0.0.1.0.0,0.0066084582926899133,0.0082605728658623929,R.0.0.0.1.0.0.0,0.0066084582926899133,0.0074345155792761531,R.0.0.0.1.0.0.1,0.0074345155792761531,0.0082605728658623929,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.0,0.0082605728658623929,0.0090866301524486319,R.0.0.0.1.0.1.0.0,0.0082605728658623929,0.0086736015091555124,R.0.0.0.1.0.1.0.1,0.0086736015091555124,0.0090866301524486319,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.1,0.0090866301524486319,0.0099126874390348708,R.0.0.0.1.0.1.1.0,0.0090866301524486319,0.0094996587957417514,R.0.0.0.1.0.1.1.1,0.0094996587957417514,0.0099126874390348708,true,true,9.9999999999999995e-08
R.0.0.0.0.1.1,0.0049563437195174354,0.0066084582926899133,R.0.0.0.0.1.1.0,0.0049563437195174354,0.0057824010061036744,R.0.0.0.0.1.1.1,0.0057824010061036744,0.0066084582926899133,true,true,9.9999999999999995e-08
R.0.0.0.0.1.0,0.0033042291463449567,0.0049563437195174354,R.0.0.0.0.1.0.0,0.0033042291463449567,0.0041302864329311965,R.0.0.0.0.1.0.1,0.0041302864329311965,0.0049563437195174354,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.1.0,0.0090866301524486319,0.0094996587957417514,R.0.0.0.1.0.1.1.0.0,0.0090866301524486319,0.0092931444740951916,R.0.0.0.1.0.1.1.0.1,0.0092931444740951916,0.0094996587957417514,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.1.1,0.0094996587957417514,0.0099126874390348708,R.0.0.0.1.0.1.1.1.0,0.0094996587957417514,0.0097061731173883111,R.0.0.0.1.0.1.1.1.1,0.0097061731173883111,0.0099126874390348708,true,true,9.9999999999999995e-08
R.0.0.0.1.0.0.0,0.0066084582926899133,0.0074345155792761531,R.0.0.0.1.0.0.0.0,0.0066084582926899133,0.0070214869359830328,R.0.0.0.1.0.0.0.1,0.0070214869359830328,0.0074345155792761531,true,true,9.9999999999999995e-08
R.0.0.0.1.0.0.1,0.0074345155792761531,0.0082605728658623929,R.0.0.0.1.0.0.1.0,0.0074345155792761531,0.0078475442225692735,R.0.0.0.1.0.0.1.1,0.0078475442225692735,0.0082605728658623929,true,true,9.9999999999999995e-08
R.0.0.0.1.1.0,0.0099126874390348708,0.011564802012207349,R.0.0.0.1.1.0.0,0.0099126874390348708,0.01073874472562111,R.0.0.0.1.1.0.1,0.01073874472562111,0.011564802012207349,true,true,9.9999999999999995e-08
R.0.0.0.1.1.1,0.011564802012207349,0.013216916585379827,R.0.0.0.1.1.1.0,0.011564802012207349,0.012390859298793588,R.0.0.0.1.1.1.1,0.012390859298793588,0.013216916585379827,true,true,9.9999999999999995e-08
R.0.0.0.1.1.0.0,0.0099126874390348708,0.01073874472562111,R.0.0.0.1.1.0.0.0,0.0099126874390348708,0.01032571608232799,R.0.0.0.1.1.0.0.1,0.01032571608232799,0.01073874472562111,true,true,9.9999999999999995e-08
R.0.0.0.1.1.0.1,0.01073874472562111,0.011564802012207349,R.0.0.0.1.1.0.1.0,0.01073874472562111,0.011151773368914229,R.0.0.0.1.1.0.1.1,0.011151773368914229,0.011564802012207349,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.0.0,0.0082605728658623929,0.0086736015091555124,R.0.0.0.1.0.1.0.0.0,0.0082605728658623929,0.0084670871875089527,R.0.0.0.1.0.1.0.0.1,0.0084670871875089527,0.0086736015091555124,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.0.1,0.0086736015091555124,0.0090866301524486319,R.0.0.0.1.0.1.0.1.0,0.0086736015091555124,0.0088801158308020722,R.0.0.0.1.0.1.0.1.1,0.0088801158308020722,0.0090866301524486319,true,true,9.9999999999999995e-08
R.0.0.0.1.1.0.0.0,0.0099126874390348708,0.01032571608232799,R.0.0.0.1.1.0.0.0.0,0.0099126874390348708,0.010119201760681431,R.0.0.0.1.1.0.0.0.1,0.010119201760681431,0.01032571608232799,true,true,9.9999999999999995e-08
R.0.0.0.1.1.0.0.1,0.01032571608232799,0.01073874472562111,R.0.0.0.1.1.0.0.1.0,0.01032571608232799,0.01053223040397455,R.0.0.0.1.1.0.0.1.1,0.01053223040397455,0.01073874472562111,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.1.1.0,0.0094996587957417514,0.0097061731173883111,R.0.0.0.1.0.1.1.1.0.0,0.0094996587957417514,0.0096029159565650321,R.0.0.0.1.0.1.1.1.0.1,0.0096029159565650321,0.0097061731173883111,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.1.1.1,0.0097061731173883111,0.0099126874390348708,R.0.0.0.1.0.1.1.1.1.0,0.0097061731173883111,0.0098094302782115901,R.0.0.0.1.0.1.1.1.1.1,0.0098094302782115901,0.0099126874390348708,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.1.0.0,0.0090866301524486319,0.0092931444740951916,R.0.0.0.1.0.1.1.0.0.0,0.0090866301524486319,0.0091898873132719126,R.0.0.0.1.0.1.1.0.0.1,0.0091898873132719126,0.0092931444740951916,true,true,9.9999999999999995e-08
R.0.0.0.1.0.1.1.0.1,0.0092931444740951916,0.0094996587957417514,R.0.0.0.1.0.1.1.0.1.0,0.0092931444740951916,0.0093964016349184706,R.0.0.0.1.0.1.1.0.1.1,0.0093964016349184706,0.0094996587957417514,true,true,9.9999999999999995e-08
R.0.0.0.1.1.0.0.0.0,0.0099126874390348708,0.010119201760681431,R.0.0.0.1.1.0.0.0.0.0,0.0099126874390348708,0.010015944599858152,R.0.0.0.1.1.0.0.0.0.1,0.010015944599858152,0.010119201760681431,true,true,9.9999999999999995e-08
R.0.0.0.1.1.0.0.0.1,0.010119201760681431,0.01032571608232799,R.0.0.0.1.1.0.0.0.1.0,0.010119201760681431,0.01022245892150471,R.0.0.0.1.1.0.0.0.1.1,0.01022245892150471,0.01032571608232799,true,true,9.9999999999999995e-08
