instance,family,left_arm,right_arm,common_verified_ub,left_final_lb,right_final_lb,final_lb_delta_right_minus_left,left_common_gap,right_common_gap,left_strict_certificate,right_strict_certificate,auc_status,auc_reason
V12_M1,v12,C0-DIAG,C5-CANDIDATE,0.3572005832084155,0.3572005832084145,0.3572005832084146,5.551115123125783e-17,2.797309884512809e-15,2.641903779817653e-15,True,True,auc_unavailable,left=no_bound_component_at_row_561;right=complete_observed_trace
V12_M2,v12,C0-DIAG,C5-CANDIDATE,0.7185040707549709,0.7185040707549689,0.7185040707549704,1.4432899320127035e-15,2.781336286968359e-15,7.725934130467664e-16,True,True,auc_unavailable,left=no_bound_component_at_row_633;right=complete_observed_trace
high_imbalance_seed3202,high_imbalance,C0-DIAG,C5-CANDIDATE,1.7493134520506337,1.6974935979301984,1.749313452050631,0.05181985412043266,0.02962296668998313,1.5231891437048475e-15,False,True,observed_common_window,no_interpolation_no_post_last_event_extension
moderate_seed3302,moderate,C0-DIAG,C5-CANDIDATE,0.19563620654901237,0.15986358119059038,0.13984710960974936,-0.020016471580841022,0.1828527857365704,0.2851675460456563,False,False,observed_common_window,no_interpolation_no_post_last_event_extension
moderate_seed6301,moderate,C0-DIAG,C5-CANDIDATE,0.6075292832179728,0.45564696241347963,0.4949981501640891,0.03935118775060947,0.25,0.18522750452097825,False,False,observed_common_window,no_interpolation_no_post_last_event_extension
tight_T_seed3101,tight_T,C0-DIAG,C5-CANDIDATE,0.10725273413394144,0.052801353735599986,0.05362636706697072,0.0008250133313707358,0.507692235895268,0.5,False,False,observed_common_window,no_interpolation_no_post_last_event_extension
tight_T_seed5102,tight_T,C0-DIAG,C5-CANDIDATE,0.3623546627845846,0.3191184382499574,0.20843292656852036,-0.11068551168143703,0.11932018261437587,0.4247819940641107,False,False,observed_common_window,no_interpolation_no_post_last_event_extension
