parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L1,true,1,1,0,0,0.010344094828237995,,0,"round37_pilot_weakest_midpoint_prefinement",0.20843292656852036,0.010344094828237995,0.010344094828237995,"proof",0.36235466278458461
L1.0,true,1,0,0,0,0,,0,"current_child_gain_not_strict",0.21337541250797037,0,0,"proof",0.36235466278458461
L1.1,true,1,0,0,0,0,,0,"current_child_gain_not_strict",0.24388198024621938,0,0,"proof",0.36235466278458461
