instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round33_v10_high_imbalance_M2_Q20_seed1719879984.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,1.96371,0.385224,10.5232,2,9,35,31,4,"3510|3274.85",true,0.0001299,true,
round33_v10_high_imbalance_M2_Q20_seed1719879984.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,1.95427,0.400943,10.3555,2,6,43,40,3,"3510|3562.61",true,0.0002242,true,
round33_v10_high_imbalance_M2_Q20_seed1719879984.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,1.95427,0.400943,10.3555,2,6,43,40,3,"3510|3562.61",true,0.0003066,false,
