number,id,arm,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
2,micro,VD-P,L0,LP,OPTIMAL,0,16.915773600000001,0.00099992752075195312,0.00014634382269841241,0,0,0,0.00040416300000000003,2d00039fcb332c6200660c6123d90eb56048898708a1dc3897ea17a0ef6272b8,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro\VD-P\external\native_logs\L0_lp.gurobi.log
3,micro,LOG,L0,LP,OPTIMAL,0,16.915137000000001,0.0010001659393310547,0.00014778482534181213,0,0,0,0.00040491499999999999,adf69230a7b910323115b5d413d679ec37c742001db3a7dbb9f31323a1936b61,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro\LOG\external\native_logs\L0_lp.gurobi.log
5,micro-zero,K1-R,L0,LP,OPTIMAL,0,16.9112914,0.00099992752075195312,0.00036996502418332894,0,19,0,0.00042713700000000001,74f8e6bea3a1576253cc5dd0b9f3e009c1ddae952082789e2979ae39e55f953f,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0_lp.gurobi.log
5,micro-zero,K1-R,L0.0,LP,INFEASIBLE,0,16.8991045,0,3.8136000000000002e-05,0,0,0,0.00046378700000000001,df840990bafa6851e65e36248d17aac419637ad24f9328bf169d01d699f0b2de,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0.0_lp.gurobi.log
5,micro-zero,K1-R,L0.1,LP,OPTIMAL,0,16.8880895,0.00099992752075195312,0.00046690255244017525,0,22,0,0.00055190100000000004,eb4746fa2707371afb02208e0c0c1e63ee23f894d9c864d35cb6e47d2e8e2af4,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0.1_lp.gurobi.log
5,micro-zero,K1-R,L0.1.0,LP,OPTIMAL,0,16.876372499999999,0.0010001659393310547,0.00042122943498581361,0,20,0,0.00055190100000000004,8cb9f6365b174c4f17e03f3ff6b6b1f5f678630a1a55f88fedf89da2161a0f45,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0.1.0_lp.gurobi.log
5,micro-zero,K1-R,L0.1.1,LP,INFEASIBLE,0,16.863786900000001,0.00099992752075195312,3.4183000000000001e-05,0,0,0,0.00055190100000000004,bcb5eb4efdd2e7617efed8fbbd77dcefd10944c734b5f52b0a607b6db8146f9f,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0.1.1_lp.gurobi.log
5,micro-zero,K1-R,L0.1.0.0,LP,INFEASIBLE,0,16.8523058,0,3.9351999999999999e-05,0,0,0,0.00055190100000000004,d89d8d9a0275ed6b3233c6c5cfbf41faf588c33845b29a7b60d9667e6f0ca102,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0.1.0.0_lp.gurobi.log
5,micro-zero,K1-R,L0.1.0.1,LP,OPTIMAL,0,16.841251100000001,0.00099992752075195312,0.00041573263506460023,0,20,0,0.00055190899999999995,8b4218df0a589b9f3f8a0f00e702cb64071ffbb761b35427981636afa3ac5e60,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0.1.0.1_lp.gurobi.log
5,micro-zero,K1-R,L0.1.0.1.0,LP,OPTIMAL,0,16.829539799999999,0,0.00044769664759914128,0,20,0,0.00055190899999999995,6ec4a3378b45851059a529465e2b566fdd336507fb8916fd35acc15bddd55509,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round67\local_raw\correctness\micro-zero\K1-R\external\native_logs\L0.1.0.1.0_lp.gurobi.log
