phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L1,next_leaf,0.937301,1.09678,1.09678,1.14951,deadline_open,"TIME_LIMIT",1.0954,0,0,0,1783.76,3735.46,12755,"c6_next_strict_frontier_bound_reached_requeue"
