elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0002535,initial_empty_incumbent,1.00822320985,0,1,0,-1,"","seed_initial",0,0,0,0,0.0002535,0.0002535,0,0,0,0,0
10.1936252,initial_after_seed,0.745474506024,0.0655870045173,0.912019788756,4,0,"[0,0.186369]",cheap_projection_bound,0,11,0.745474506024,0,10.1936252,10.1936252,0,0,0,950486,24898723
33.292112,interval_relaxation_0,0.745474506024,0.217439901173,0.708320137824,3,1,"[0.186369,0.372737]",cheap_projection_bound,0,11,0.745474506024,0,33.292112,10.1936252,23.0982331,0,0,950486,24898723
54.7910179,interval_relaxation_1,0.745474506024,0.403808527679,0.458320137824,2,2,"[0.372737,0.559106]",cheap_projection_bound,0,11,0.745474506024,0,54.7910179,10.1936252,44.5970746,0,0,950486,24898723
78.88089,interval_relaxation_2,0.745474506024,0.590177154185,0.208320137824,2,3,"[0.559106,0.745475]",cheap_projection_bound,0,11,0.745474506024,0,78.88089,10.1936252,68.6869047,0,0,950486,24898723
98.3800796,interval_tree_2,0.719065249476,0.590177154185,0.179243949538,2,3,"[0.559106,0.745475]",cheap_projection_bound,0,1030,0.719065249476,0,78.88089,98.3800796,68.6869047,18.4315629,0.8528039,951507,24898724
98.5372251,route_pool_after_candidate_2,0.719065249476,0.590177154185,0.179243949538,2,3,"[0.559106,0.745475]",cheap_projection_bound,1,1030,0.719065249476,0,78.88089,98.3800796,68.6869047,18.4315629,0.8528039,951507,24898724
105.5593687,interval_relaxation_3,0.719065249476,0.590327263168,0.179035193819,1,2,"[0.372737,0.559106]",inventory_route_gini_relaxation,1,1030,0.719065249476,0,105.5593687,98.3800796,75.7086383,18.4315629,0.8528039,951507,24898724
133.4556063,adaptive_split_child_4,0.719065249476,0.719065249476,0,0,3,"[0.559106,0.745475]",inventory_route_gini_relaxation,0,1030,0.719065249476,0,133.4556063,98.3800796,103.6047728,18.4315629,0.8528039,951507,24898724
152.7090196,adaptive_split_child_5,0.719065249476,0.683511576421,0.0494442932426,1,5,"[0.465922,0.559106]",inventory_route_gini_relaxation,1,1030,0.719065249476,0,133.4556063,98.3800796,122.8581362,18.4315629,0.8528039,951507,24898724
172.9745497,adaptive_split_child_6,0.719065249476,0.689651961258,0.0409048945689,1,6,"[0.465922,0.512514]",inventory_route_gini_relaxation,1,1030,0.719065249476,0,133.4556063,98.3800796,143.1236232,18.4315629,0.8528039,951507,24898724
183.635816,adaptive_split_child_7,0.719065249476,0.689651961258,0.0409048945689,1,6,"[0.465922,0.512514]",inventory_route_gini_relaxation,1,1030,0.719065249476,0,133.4556063,98.3800796,153.7848453,18.4315629,0.8528039,951507,24898724
206.6081784,adaptive_split_child_8,0.719065249476,0.689651961258,0.0409048945689,1,8,"[0.465922,0.489218]",gamma_floor,1,1030,0.719065249476,0,133.4556063,98.3800796,176.7571649,18.4315629,0.8528039,951507,24898724
225.242141,adaptive_split_child_9,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1030,0.719065249476,0,133.4556063,98.3800796,195.3910882,18.4315629,0.8528039,951507,24898724
256.572747,iterative_closure_round_1,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1062,0.719065249476,1,133.4556063,98.3800796,241.3357274,37.579454,12.8109149,952544,24898725
276.4914378,iterative_closure_round_2,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1062,0.719065249476,1,133.4556063,98.3800796,259.9696507,43.0728218,27.0293944,953549,24898726
276.6583023,route_pool_before_final_summary,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1062,0.719065249476,1,133.4556063,98.3800796,259.9696507,43.0728218,27.0293944,953549,24898726
276.6586107,final_summary,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1062,0.719065249476,1,133.4556063,98.3800796,259.9696507,43.0728218,27.0293944,953549,24898726
