telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.292346,lp_complete,R,0,0.718504,open,0.318536,0.718504,"complete_optimal_interval_lp_bound"
0.292374,atomic_unconditional_split,R,0,0.718504,replaced,0.318536,0.718504,"initial_partition"
0.578218,lp_infeasible,R.0,0,0.359252,empty,0.318536,0.718504,"complete_interval_lp_infeasible"
0.85523,lp_complete,R.1,0.359252,0.718504,open,0.581281,0.718504,"complete_optimal_interval_lp_bound"
0.855254,atomic_unconditional_split,R.1,0.359252,0.718504,replaced,0.581281,0.718504,"initial_partition"
1.12495,lp_complete,R.1.0,0.359252,0.538878,open,0.581281,0.718504,"complete_optimal_interval_lp_bound"
1.12498,atomic_unconditional_split,R.1.0,0.359252,0.538878,replaced,0.581281,0.718504,"adaptive_refinement"
1.38598,lp_infeasible,R.1.1,0.538878,0.718504,empty,0.589563,0.718504,"complete_interval_lp_infeasible"
1.66471,lp_complete,R.1.0.0,0.359252,0.449065,open,0.589563,0.718504,"complete_optimal_interval_lp_bound"
1.66474,atomic_unconditional_split,R.1.0.0,0.359252,0.449065,replaced,0.589563,0.718504,"adaptive_refinement"
1.93616,lp_complete,R.1.0.1,0.449065,0.538878,open,0.595217,0.718504,"complete_optimal_interval_lp_bound"
1.93619,atomic_unconditional_split,R.1.0.1,0.449065,0.538878,replaced,0.595217,0.718504,"adaptive_refinement"
2.35356,lp_infeasible,R.1.0.0.0,0.359252,0.404159,empty,0.595217,0.718504,"complete_interval_lp_infeasible"
2.63173,lp_complete,R.1.0.0.1,0.404159,0.449065,open,0.625983,0.718504,"complete_optimal_interval_lp_bound"
2.63176,atomic_unconditional_split,R.1.0.0.1,0.404159,0.449065,replaced,0.625983,0.718504,"adaptive_refinement"
2.90241,lp_complete,R.1.0.0.1.0,0.404159,0.426612,open,0.625983,0.718504,"complete_optimal_interval_lp_bound"
2.90244,atomic_unconditional_split,R.1.0.0.1.0,0.404159,0.426612,replaced,0.625983,0.718504,"adaptive_refinement"
3.18275,lp_complete,R.1.0.0.1.1,0.426612,0.449065,open,0.633823,0.718504,"complete_optimal_interval_lp_bound"
3.18278,atomic_unconditional_split,R.1.0.0.1.1,0.426612,0.449065,replaced,0.633823,0.718504,"adaptive_refinement"
3.46876,lp_complete,R.1.0.0.1.0.0,0.404159,0.415385,open,0.633823,0.718504,"complete_optimal_interval_lp_bound"
3.46879,atomic_unconditional_split,R.1.0.0.1.0.0,0.404159,0.415385,replaced,0.633823,0.718504,"adaptive_refinement"
3.7427,lp_complete,R.1.0.0.1.0.1,0.415385,0.426612,open,0.640663,0.718504,"complete_optimal_interval_lp_bound"
3.74274,atomic_unconditional_split,R.1.0.0.1.0.1,0.415385,0.426612,replaced,0.640663,0.718504,"adaptive_refinement"
4.03077,lp_complete,R.1.0.0.1.0.0.1,0.409772,0.415385,open,0.640663,0.718504,"complete_optimal_interval_lp_bound"
4.0308,atomic_unconditional_split,R.1.0.0.1.0.0.1,0.409772,0.415385,replaced,0.640663,0.718504,"adaptive_refinement"
4.4005,lp_infeasible,R.1.0.0.1.0.0.0,0.404159,0.409772,empty,0.641252,0.718504,"complete_interval_lp_infeasible"
4.67236,lp_complete,R.1.0.0.1.0.1.0,0.415385,0.420998,open,0.641252,0.718504,"complete_optimal_interval_lp_bound"
4.6724,atomic_unconditional_split,R.1.0.0.1.0.1.0,0.415385,0.420998,replaced,0.641252,0.718504,"adaptive_refinement"
4.94907,lp_complete,R.1.0.0.1.0.1.1,0.420998,0.426612,open,0.641917,0.718504,"complete_optimal_interval_lp_bound"
4.94911,atomic_unconditional_split,R.1.0.0.1.0.1.1,0.420998,0.426612,replaced,0.641917,0.718504,"adaptive_refinement"
5.22187,lp_complete,R.1.0.0.1.1.0,0.426612,0.437838,open,0.641917,0.718504,"complete_optimal_interval_lp_bound"
5.22191,atomic_unconditional_split,R.1.0.0.1.1.0,0.426612,0.437838,replaced,0.641917,0.718504,"adaptive_refinement"
5.49303,lp_complete,R.1.0.0.1.1.1,0.437838,0.449065,open,0.643543,0.718504,"complete_optimal_interval_lp_bound"
5.49306,atomic_unconditional_split,R.1.0.0.1.1.1,0.437838,0.449065,replaced,0.643543,0.718504,"adaptive_refinement"
5.76746,lp_complete,R.1.0.0.1.1.0.1,0.432225,0.437838,open,0.643543,0.718504,"complete_optimal_interval_lp_bound"
5.7675,atomic_unconditional_split,R.1.0.0.1.1.0.1,0.432225,0.437838,replaced,0.643543,0.718504,"adaptive_refinement"
6.04362,lp_complete,R.1.0.0.1.1.0.0,0.426612,0.432225,open,0.644371,0.718504,"complete_optimal_interval_lp_bound"
6.04365,atomic_unconditional_split,R.1.0.0.1.1.0.0,0.426612,0.432225,replaced,0.644371,0.718504,"adaptive_refinement"
6.31887,lp_complete,R.1.0.0.1.0.0.1.0,0.409772,0.412579,open,0.644371,0.718504,"complete_optimal_interval_lp_bound"
6.3189,atomic_unconditional_split,R.1.0.0.1.0.0.1.0,0.409772,0.412579,replaced,0.644371,0.718504,"adaptive_refinement"
6.59161,lp_complete,R.1.0.0.1.0.0.1.1,0.412579,0.415385,open,0.644628,0.718504,"complete_optimal_interval_lp_bound"
6.59164,atomic_unconditional_split,R.1.0.0.1.0.0.1.1,0.412579,0.415385,replaced,0.644628,0.718504,"adaptive_refinement"
6.86627,lp_complete,R.1.0.0.1.0.1.0.1,0.418192,0.420998,open,0.644628,0.718504,"complete_optimal_interval_lp_bound"
6.86632,atomic_unconditional_split,R.1.0.0.1.0.1.0.1,0.418192,0.420998,replaced,0.644628,0.718504,"adaptive_refinement"
7.13721,lp_complete,R.1.0.0.1.0.1.0.0,0.415385,0.418192,open,0.644964,0.718504,"complete_optimal_interval_lp_bound"
7.13737,atomic_unconditional_split,R.1.0.0.1.0.1.0.0,0.415385,0.418192,replaced,0.644964,0.718504,"adaptive_refinement"
7.41185,lp_complete,R.1.0.0.1.0.1.1.0,0.420998,0.423805,open,0.644964,0.718504,"complete_optimal_interval_lp_bound"
7.41188,atomic_unconditional_split,R.1.0.0.1.0.1.1.0,0.420998,0.423805,replaced,0.644964,0.718504,"adaptive_refinement"
7.68762,lp_complete,R.1.0.0.1.0.1.1.1,0.423805,0.426612,open,0.645853,0.718504,"complete_optimal_interval_lp_bound"
7.68765,atomic_unconditional_split,R.1.0.0.1.0.1.1.1,0.423805,0.426612,replaced,0.645853,0.718504,"adaptive_refinement"
7.95367,lp_complete,R.1.0.0.1.1.0.0.0,0.426612,0.429418,open,0.645853,0.718504,"complete_optimal_interval_lp_bound"
7.95384,atomic_unconditional_split,R.1.0.0.1.1.0.0.0,0.426612,0.429418,replaced,0.645853,0.718504,"adaptive_refinement"
8.22373,lp_complete,R.1.0.0.1.1.0.0.1,0.429418,0.432225,open,0.646145,0.718504,"complete_optimal_interval_lp_bound"
8.22376,atomic_unconditional_split,R.1.0.0.1.1.0.0.1,0.429418,0.432225,replaced,0.646145,0.718504,"adaptive_refinement"
8.60399,lp_infeasible,R.1.0.0.1.0.0.1.0.0,0.409772,0.411175,empty,0.646145,0.718504,"complete_interval_lp_infeasible"
8.87353,lp_complete,R.1.0.0.1.0.0.1.0.1,0.411175,0.412579,open,0.646226,0.718504,"complete_optimal_interval_lp_bound"
8.87357,atomic_unconditional_split,R.1.0.0.1.0.0.1.0.1,0.411175,0.412579,replaced,0.646226,0.718504,"adaptive_refinement"
9.14476,lp_complete,R.1.0.0.1.0.0.1.1.1,0.413982,0.415385,open,0.646226,0.718504,"complete_optimal_interval_lp_bound"
9.14479,atomic_unconditional_split,R.1.0.0.1.0.0.1.1.1,0.413982,0.415385,replaced,0.646226,0.718504,"adaptive_refinement"
9.41853,lp_complete,R.1.0.0.1.0.0.1.1.0,0.412579,0.413982,open,0.646353,0.718504,"complete_optimal_interval_lp_bound"
9.41858,atomic_unconditional_split,R.1.0.0.1.0.0.1.1.0,0.412579,0.413982,replaced,0.646353,0.718504,"adaptive_refinement"
9.68891,lp_complete,R.1.0.0.1.0.1.0.0.0,0.415385,0.416788,open,0.646353,0.718504,"complete_optimal_interval_lp_bound"
9.68895,atomic_unconditional_split,R.1.0.0.1.0.1.0.0.0,0.415385,0.416788,replaced,0.646353,0.718504,"adaptive_refinement"
9.95829,lp_complete,R.1.0.0.1.0.1.0.0.1,0.416788,0.418192,open,0.646492,0.718504,"complete_optimal_interval_lp_bound"
9.95833,atomic_unconditional_split,R.1.0.0.1.0.1.0.0.1,0.416788,0.418192,replaced,0.646492,0.718504,"adaptive_refinement"
10.2242,lp_complete,R.1.0.0.1.0.1.0.1.0,0.418192,0.419595,open,0.646492,0.718504,"complete_optimal_interval_lp_bound"
10.2242,atomic_unconditional_split,R.1.0.0.1.0.1.0.1.0,0.418192,0.419595,replaced,0.646492,0.718504,"adaptive_refinement"
10.4944,lp_complete,R.1.0.0.1.0.1.0.1.1,0.419595,0.420998,open,0.64665,0.718504,"complete_optimal_interval_lp_bound"
10.4944,atomic_unconditional_split,R.1.0.0.1.0.1.0.1.1,0.419595,0.420998,replaced,0.64665,0.718504,"adaptive_refinement"
10.7605,lp_complete,R.1.0.0.1.0.1.1.0.1,0.422402,0.423805,open,0.64665,0.718504,"complete_optimal_interval_lp_bound"
