leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,presolve_observed,root_relaxation_observed,model_sha256,row_signature,native_log
R,LP,"OPTIMAL",0,281.599,0.086,0.262558,0,793,0,0.0314791,1,0,7c37715cca0ed09bc942887edf79ef37aa0473d5d0fb7bdbc3c8fd2a5d3073c5,7c37715cca0ed09bc942887edf79ef37aa0473d5d0fb7bdbc3c8fd2a5d3073c5,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R_lp.gurobi.log"
R.0,LP,"INFEASIBLE",0,281.325,0.099,0.333863,0,1053,0,0.0314791,1,0,b40376e003a28c27e2028f789be279fc8930387cc6d03ff2e5f070ae619f35be,b40376e003a28c27e2028f789be279fc8930387cc6d03ff2e5f070ae619f35be,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.0_lp.gurobi.log"
R.1,LP,"OPTIMAL",0,281.035,0.082,0.255481,0,786,0,0.0314955,1,0,d60a91b0c91739d13f560fbf57de52b2b5669ba538148606f96d77cecc51891f,d60a91b0c91739d13f560fbf57de52b2b5669ba538148606f96d77cecc51891f,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1_lp.gurobi.log"
R.1.0,LP,"OPTIMAL",0,280.76,0.0799999,0.239941,0,791,0,0.0314955,1,0,b39e6d9cc0a8acdfafea349a6dbf8dd2628cfad8c6ab3cf47b4011d466d1903e,b39e6d9cc0a8acdfafea349a6dbf8dd2628cfad8c6ab3cf47b4011d466d1903e,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1.0_lp.gurobi.log"
R.1.1,LP,"INFEASIBLE",0,280.492,0.073,0.249811,0,800,0,0.0314955,1,0,10b493c5d6e59ed3401861de86f17509ec9c328db4410c9ec3125f9db3e9e2ca,10b493c5d6e59ed3401861de86f17509ec9c328db4410c9ec3125f9db3e9e2ca,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1.1_lp.gurobi.log"
R.1.0.0,LP,"OPTIMAL",0,280.23,0.0899999,0.272114,0,816,0,0.0314955,1,0,15a1068a29339af7cfae7403afb82e0c6a82f368beddcf380e289a7770b81dc2,15a1068a29339af7cfae7403afb82e0c6a82f368beddcf380e289a7770b81dc2,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1.0.0_lp.gurobi.log"
R.1.0.1,LP,"OPTIMAL",0,279.949,0.0810001,0.228302,0,737,0,0.0314955,1,0,6644ef91d4092cf403ff3e9b99cf982d7683a98505ba83be9754ff091f22af97,6644ef91d4092cf403ff3e9b99cf982d7683a98505ba83be9754ff091f22af97,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1.0.1_lp.gurobi.log"
R.1.0.0.0,LP,"INFEASIBLE",0,279.679,0.225,0.820057,0,2881,0,0.0314955,1,0,89ebaa17bf6fa480a659eff51c38c7da902d57dec5100050a9388cdf9cdd599e,89ebaa17bf6fa480a659eff51c38c7da902d57dec5100050a9388cdf9cdd599e,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1.0.0.0_lp.gurobi.log"
R.1.0.0.1,LP,"OPTIMAL",0,279.261,0.085,0.252988,0,771,0,0.0314955,1,0,ddf7b90bce5d0697a8f0ae411906ca3b18e00ae8d8808d99ef18460aaf9f1e3c,ddf7b90bce5d0697a8f0ae411906ca3b18e00ae8d8808d99ef18460aaf9f1e3c,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1.0.0.1_lp.gurobi.log"
R.1.0.0.1.0,LP,"OPTIMAL",0,278.985,0.082,0.24599,0,725,0,0.0314955,1,0,742232f43d1b01f7e580db9f872949c05708e4c0e0d7aace49d99af7bba15386,742232f43d1b01f7e580db9f872949c05708e4c0e0d7aace49d99af7bba15386,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage1__V12_M2__c3_replica__300s\external\native_logs\R.1.0.0.1.0_lp.gurobi.log"
