process_elapsed_seconds,exact_phase_elapsed_seconds,event_type,active_leaf,active_leaf_valid_lower_bound,other_open_leaf_min_valid_lower_bound,valid_global_lower_bound,verified_global_upper_bound,open_relevant_leaf_count,closed_relevant_leaf_count,event_source
1.5820783,0.0094832000000000007,"exact_tree_initialization","",0,,0,0.0075314751614797368,4,0,"initial_exact_interval_cover"
1.6795465000000001,0.106951,"parent_lp_completion","L0",0,0.0018828687903699342,0,0.0075314751614797368,4,0,"complete_parent_lp_optimal"
1.7568245,0.18422920000000001,"infeasible_closure","L0",,0.0018828687903699342,0.0018828687903699342,0.0075314751614797368,3,1,"c6_native_target_phase_exact_closure"
1.8492704,0.276675,"parent_lp_completion","L1",0.0018828687903699342,0.0037657375807398684,0.0018828687903699342,0.0075314751614797368,3,1,"complete_parent_lp_optimal"
1.9385433000000001,0.365948,"infeasible_closure","L1",,0.0037657375807398684,0.0037657375807398684,0.0075314751614797368,2,2,"c6_native_target_phase_exact_closure"
2.0313279,0.45873259999999999,"parent_lp_completion","L2",0.0037657375807398684,0.0056486063711098031,0.0037657375807398684,0.0075314751614797368,2,2,"complete_parent_lp_optimal"
2.1425513,0.56995620000000002,"native_root_processing_bound","L2",0.0037657375807398684,0.0056486063711098031,0.0037657375807398684,0.0075314751614797368,2,2,"gurobi_cb_mip_objbnd_valid_native_bound"
2.1570803000000001,0.58448520000000004,"native_root_processing_bound","L2",0.0040611206096116959,0.0056486063711098031,0.0040611206096116959,0.0075314751614797368,2,2,"gurobi_cb_mip_objbnd_valid_native_bound"
2.2334962000000003,0.66090110000000002,"next_leaf_native_bound_target","L2",0.0057292965535917992,0.0056486063711098031,0.0056486063711098031,0.0075314751614797368,2,2,"gurobi_cb_mip_objbnd_valid_native_bound"
2.2431936000000001,0.67059820000000003,"next_leaf_native_bound_target","L2",0.0057292965535917992,0.0056486063711098031,0.0056486063711098031,0.0075314751614797368,2,2,"c6_next_strict_frontier_bound_reached_requeue"
2.336535,0.76393960000000005,"parent_lp_completion","L3",0.0056486063711098031,0.0057292965535917992,0.0056486063711098031,0.0075314751614797368,2,2,"complete_parent_lp_optimal"
2.4474399,0.87484489999999993,"native_root_processing_bound","L3",0.0056486063711098031,0.0057292965535917992,0.0056486063711098031,0.0075314751614797368,2,2,"gurobi_cb_mip_objbnd_valid_native_bound"
3.1104035999999997,1.5378086,"next_leaf_native_bound_target","L3",0.0074950418156092729,0.0057292965535917992,0.0057292965535917992,0.0075314751614797368,2,2,"gurobi_cb_mip_objbnd_valid_native_bound"
3.121286,1.5486907000000001,"next_leaf_native_bound_target","L3",0.0075003287234042502,0.0057292965535917992,0.0057292965535917992,0.0075314751614797368,2,2,"c6_next_strict_frontier_bound_reached_requeue"
3.2130977000000001,1.6405022,"child_lp_completion","L2.0",0.0057292965535917992,0.0057292965535917992,0.0057292965535917992,0.0075314751614797368,2,2,"complete_speculative_child_lp_optimal"
3.3097089,1.7371137000000001,"child_lp_completion","L2.1",0.0057292965535917992,0.0057292965535917992,0.0057292965535917992,0.0075314751614797368,2,2,"complete_speculative_child_lp_optimal"
3.3099948000000001,1.7373997000000001,"declined_split","L2",0.0057292965535917992,0.0075003287234042502,0.0057292965535917992,0.0075314751614797368,2,2,"c6_current_child_gain_not_strict_exact_closure"
3.3123081999999999,1.7397131000000001,"native_root_processing_bound","L2",0.0057292965535917992,0.0075003287234042502,0.0057292965535917992,0.0075314751614797368,2,2,"gurobi_cb_mip_objbnd_valid_native_bound"
3.3563052999999998,1.7837102,"native_root_processing_bound","L2",0.0057940222012442975,0.0075003287234042502,0.0057940222012442975,0.0075314751614797368,2,2,"gurobi_cb_mip_objbnd_valid_native_bound"
3.3698241000000002,1.7972286,"infeasible_closure","L2",,0.0075003287234042502,0.0075003287234042502,0.0075314751614797368,1,3,"native_terminal_mip_infeasible"
3.4583140999999999,1.8857188,"child_lp_completion","L3.0",0.0075003287234042502,0.0075003287234042502,0.0075003287234042502,0.0075314751614797368,1,3,"complete_speculative_child_lp_optimal"
3.5468335,1.9742381,"child_lp_completion","L3.1",0.0075003287234042502,0.0075003287234042502,0.0075003287234042502,0.0075314751614797368,1,3,"complete_speculative_child_lp_optimal"
3.547075,1.9744797999999999,"declined_split","L3",0.0075003287234042502,,0.0075003287234042502,0.0075314751614797368,1,3,"c6_current_child_gain_not_strict_exact_closure"
3.5511056000000001,1.9785105999999999,"terminal_mip_bound_improvement","L3",0.0075003287234042502,,0.0075003287234042502,0.0075314751614797368,1,3,"gurobi_cb_mip_objbnd_valid_native_bound"
3.5698905000000001,1.9972953,"terminal_mip_closure","L3",,0.0075314751614797368,0.0075314751614797368,0.0075314751614797368,0,4,"native_terminal_mip_optimal"
3.5700493,1.9974540999999999,"finalization","",0.0075314751614797368,,0.0075314751614797368,0.0075314751614797368,0,4,"completed_exact_tree_final_bound"
